trans_id,amt,trans_type,acct_id,trans_date
32,99.32513876310331,transfer,17710,2023-01-02 08:00:00
33,47.114453552205006,withdrawal,77155,2023-01-02 09:00:00
34,,withdrawal,23975,2023-01-02 10:00:00
35,38.957817501448886,transfer,72424,2023-01-02 11:00:00
36,110.44317975023777,purchase,55603,2023-01-02 12:00:00
37,2.0164938060112214,purchase,33252,2023-01-02 13:00:00
38,33.59069755507848,purchase,90797,2023-01-02 14:00:00
39,109.84306179345617,transfer,11431,2023-01-02 15:00:00
40,136.92332899977052,withdrawal,84603,2023-01-02 16:00:00
41,527.4427021457792,transfer,47481,2023-01-02 17:00:00
42,94.21758588058798,transfer,19557,2023-01-02 18:00:00
43,84.94481522053556,withdrawal,84971,2023-01-02 19:00:00
44,26.07390048162863,purchase,10162,2023-01-02 20:00:00
45,64.00778958026457,purchase,44742,2023-01-02 21:00:00
46,76.96806145201063,transfer,29675,2023-01-02 22:00:00
47,152.85611131094578,purchase,83997,2023-01-02 23:00:00
48,117.18091447842308,transfer,27015,2023-01-03 00:00:00
49,11.847992231863302,transfer,60057,2023-01-03 01:00:00
50,116.20419846973975,withdrawal,42591,2023-01-03 02:00:00
51,80.74588597918418,withdrawal,19833,2023-01-03 03:00:00
52,66.15389998470206,withdrawal,17896,2023-01-03 04:00:00
53,130.5838144420434,transfer,42972,2023-01-03 05:00:00
54,151.54997612479755,withdrawal,59733,2023-01-03 06:00:00
55,146.56400595580993,purchase,51800,2023-01-03 07:00:00
56,,purchase,15347,2023-01-03 08:00:00
57,84.53938120743928,transfer,69063,2023-01-03 09:00:00
58,116.5631715701782,transfer,12643,2023-01-03 10:00:00
59,148.77725635611796,withdrawal,50785,2023-01-03 11:00:00
60,76.0412881077355,transfer,28681,2023-01-03 12:00:00
61,90.71705116680914,transfer,60026,2023-01-03 13:00:00
62,44.68325129969859,purchase,25892,2023-01-03 14:00:00
63,40.18966879596646,purchase,57299,2023-01-03 15:00:00
64,140.6262911197099,withdrawal,27073,2023-01-03 16:00:00
65,167.81200142854115,transfer,40682,2023-01-03 17:00:00
66,96.3994939209833,transfer,24289,2023-01-03 18:00:00
67,150.1766448946012,purchase,17927,2023-01-03 19:00:00
68,118.08180125238171,transfer,58330,2023-01-03 20:00:00
69,506.7872293861455,purchase,76707,2023-01-03 21:00:00
70,118.0697802754207,withdrawal,87454,2023-01-03 22:00:00
71,176.90182832329845,purchase,75428,2023-01-03 23:00:00
72,98.20869804450243,transfer,60601,2023-01-04 00:00:00
73,178.2321827907003,withdrawal,87465,2023-01-04 01:00:00
74,422.0978417929318,purchase,12539,2023-01-04 02:00:00
75,141.09512521876118,purchase,32669,2023-01-04 03:00:00
76,104.35235341190857,withdrawal,80968,2023-01-04 04:00:00
77,85.0496324767066,withdrawal,30644,2023-01-04 05:00:00
78,104.58803882677512,purchase,28745,2023-01-04 06:00:00
79,0.62155426995536,transfer,38228,2023-01-04 07:00:00
80,89.0164056081244,purchase,44521,2023-01-04 08:00:00
81,117.85562857558732,withdrawal,36928,2023-01-04 09:00:00
82,173.8947022370758,purchase,28322,2023-01-04 10:00:00
83,74.08648908631763,withdrawal,67714,2023-01-04 11:00:00
84,59.57531985534062,withdrawal,97896,2023-01-04 12:00:00
85,74.91214782077317,transfer,72292,2023-01-04 13:00:00
86,145.7701058851037,withdrawal,39055,2023-01-04 14:00:00
87,116.43755548298422,withdrawal,52891,2023-01-04 15:00:00
88,73.51198981164806,transfer,91912,2023-01-04 16:00:00
89,125.6633716556678,withdrawal,16588,2023-01-04 17:00:00
90,104.85387746740201,transfer,16304,2023-01-04 18:00:00
91,148.43224952664445,transfer,17345,2023-01-04 19:00:00
92,64.89734530613238,withdrawal,39300,2023-01-04 20:00:00
93,83.6168926701116,withdrawal,34259,2023-01-04 21:00:00
94,80.39459234339212,purchase,98553,2023-01-04 22:00:00
95,26.82425259339407,transfer,25352,2023-01-04 23:00:00
96,114.8060138532288,purchase,43365,2023-01-05 00:00:00
97,113.05276360899447,withdrawal,29446,2023-01-05 01:00:00
98,100.25567283212304,purchase,12336,2023-01-05 02:00:00
99,88.27064333124262,transfer,72032,2023-01-05 03:00:00
100,29.23146289747929,purchase,85415,2023-01-05 04:00:00
101,78.96773386173204,transfer,17521,2023-01-05 05:00:00
102,82.86427417366153,withdrawal,81707,2023-01-05 06:00:00
103,59.886136538919054,withdrawal,33481,2023-01-05 07:00:00
104,91.93571441669954,transfer,28474,2023-01-05 08:00:00
105,120.20254284072692,withdrawal,56760,2023-01-05 09:00:00
106,194.30929506052652,withdrawal,65718,2023-01-05 10:00:00
107,108.72889064159195,withdrawal,54629,2023-01-05 11:00:00
108,112.8775195361382,withdrawal,55232,2023-01-05 12:00:00
109,96.27770421169164,transfer,96544,2023-01-05 13:00:00
110,4.061439235047926,purchase,77169,2023-01-05 14:00:00
111,98.67430622753916,purchase,60669,2023-01-05 15:00:00
112,103.01151049705132,withdrawal,88021,2023-01-05 16:00:00
113,,purchase,79184,2023-01-05 17:00:00
114,90.38195176094388,purchase,57945,2023-01-05 18:00:00
115,115.07736711668062,withdrawal,23140,2023-01-05 19:00:00
116,98.26441151473783,withdrawal,93457,2023-01-05 20:00:00
117,41.5660981190234,purchase,24357,2023-01-05 21:00:00
118,157.14114072575103,transfer,78673,2023-01-05 22:00:00
119,137.5966516343387,withdrawal,75633,2023-01-05 23:00:00
120,139.55159735215236,transfer,86943,2023-01-06 00:00:00
121,54.53062726026305,purchase,88258,2023-01-06 01:00:00
122,170.13971554680495,withdrawal,22924,2023-01-06 02:00:00
123,29.907446860385956,transfer,79286,2023-01-06 03:00:00
124,129.34285469001352,withdrawal,84071,2023-01-06 04:00:00
125,209.52278129049893,purchase,67326,2023-01-06 05:00:00
126,50.47318374346558,transfer,40651,2023-01-06 06:00:00
127,71.6851135198614,purchase,80202,2023-01-06 07:00:00
128,104.98256825438206,purchase,58777,2023-01-06 08:00:00
129,74.82621729419004,withdrawal,26994,2023-01-06 09:00:00
130,22.466828446693366,transfer,77263,2023-01-06 10:00:00
131,103.42814874030137,purchase,69634,2023-01-06 11:00:00
132,46.884814313694754,purchase,20800,2023-01-06 12:00:00
133,123.67962153175908,transfer,47823,2023-01-06 13:00:00
134,54.02878828830983,purchase,73878,2023-01-06 14:00:00
135,177.496720250877,purchase,28708,2023-01-06 15:00:00
136,60.83733538318815,transfer,22819,2023-01-06 16:00:00
137,83.89692418971622,transfer,84905,2023-01-06 17:00:00
138,140.67586086848348,transfer,73870,2023-01-06 18:00:00
139,38.456784178302236,transfer,19283,2023-01-06 19:00:00
140,111.37299673020647,withdrawal,40573,2023-01-06 20:00:00
141,165.3571377141214,transfer,88707,2023-01-06 21:00:00
142,19.625838271938623,withdrawal,40933,2023-01-06 22:00:00
143,109.23169292661521,withdrawal,15774,2023-01-06 23:00:00
144,112.99413971242117,withdrawal,82055,2023-01-07 00:00:00
145,139.0911435888655,purchase,20983,2023-01-07 01:00:00
146,38.1524644560959,withdrawal,28133,2023-01-07 02:00:00
147,33.97716934578619,withdrawal,24939,2023-01-07 03:00:00
148,126.09707828084488,purchase,10781,2023-01-07 04:00:00
149,114.8492336616593,purchase,66700,2023-01-07 05:00:00
150,112.52464251729383,purchase,37624,2023-01-07 06:00:00
151,117.3224104748488,transfer,16823,2023-01-07 07:00:00
152,65.99876392107547,purchase,28489,2023-01-07 08:00:00
153,111.61268485805017,purchase,49961,2023-01-07 09:00:00
154,114.65362366493406,withdrawal,39118,2023-01-07 10:00:00
155,64.2824290986816,purchase,91816,2023-01-07 11:00:00
156,193.28872555723783,transfer,32263,2023-01-07 12:00:00
157,123.69164604558938,purchase,23565,2023-01-07 13:00:00
158,40.43482513986757,transfer,30354,2023-01-07 14:00:00
159,132.82768043169148,purchase,52951,2023-01-07 15:00:00
160,51.26591648863393,purchase,33648,2023-01-07 16:00:00
161,139.3542301871226,purchase,60729,2023-01-07 17:00:00
162,689.5023056439194,purchase,51971,2023-01-07 18:00:00
163,58.965884082414476,transfer,28658,2023-01-07 19:00:00
164,148.16880646221608,transfer,31253,2023-01-07 20:00:00
165,120.63904634682491,withdrawal,74166,2023-01-07 21:00:00
166,141.1030079997245,transfer,58563,2023-01-07 22:00:00
167,194.83964913269736,purchase,36390,2023-01-07 23:00:00
168,87.73059419985647,withdrawal,98664,2023-01-08 00:00:00
169,62.31319178212552,withdrawal,61578,2023-01-08 01:00:00
170,55.52427851872383,withdrawal,89025,2023-01-08 02:00:00
171,702.6829837181624,purchase,42658,2023-01-08 03:00:00
172,96.1449145292948,transfer,16852,2023-01-08 04:00:00
173,117.05759874083218,purchase,12551,2023-01-08 05:00:00
174,113.83453996650096,withdrawal,81947,2023-01-08 06:00:00
175,141.35916245180118,purchase,71001,2023-01-08 07:00:00
176,100.65009459389535,purchase,59159,2023-01-08 08:00:00
177,,transfer,61707,2023-01-08 09:00:00
178,86.76715833810219,transfer,43243,2023-01-08 10:00:00
179,869.4987831138254,withdrawal,31800,2023-01-08 11:00:00
180,131.2833673882503,purchase,85939,2023-01-08 12:00:00
181,57.142122179185876,purchase,67828,2023-01-08 13:00:00
182,46.45537509694439,transfer,17239,2023-01-08 14:00:00
183,124.12362076215926,purchase,16710,2023-01-08 15:00:00
184,88.82686073370746,purchase,31384,2023-01-08 16:00:00
185,135.7000247046046,purchase,31038,2023-01-08 17:00:00
186,123.66188122867725,transfer,50846,2023-01-08 18:00:00
187,96.35855436715636,withdrawal,97983,2023-01-08 19:00:00
188,57.660314096579754,withdrawal,77821,2023-01-08 20:00:00
189,631.3987689544559,purchase,47991,2023-01-08 21:00:00
190,77.67425239664895,withdrawal,89057,2023-01-08 22:00:00
191,142.81993971617362,transfer,16971,2023-01-08 23:00:00
192,110.7046872065102,transfer,39139,2023-01-09 00:00:00
193,37.7130610644006,withdrawal,95445,2023-01-09 01:00:00
194,108.6590462925591,withdrawal,87067,2023-01-09 02:00:00
195,119.26586898644184,purchase,90257,2023-01-09 03:00:00
196,55.80712818994335,withdrawal,94742,2023-01-09 04:00:00
197,107.68625529727639,purchase,47711,2023-01-09 05:00:00
198,102.9104359223,purchase,16530,2023-01-09 06:00:00
199,42.85148510846884,transfer,21116,2023-01-09 07:00:00
200,117.88936801741417,transfer,75794,2023-01-09 08:00:00
201,128.03922631841172,transfer,10282,2023-01-09 09:00:00
202,154.15256215876386,transfer,89473,2023-01-09 10:00:00
203,152.69010260174514,withdrawal,11898,2023-01-09 11:00:00
204,31.116531602145447,transfer,14135,2023-01-09 12:00:00
205,53.108748004243864,withdrawal,16629,2023-01-09 13:00:00
206,125.75176336043299,transfer,95120,2023-01-09 14:00:00
207,125.68929754561044,withdrawal,99087,2023-01-09 15:00:00
208,125.7523843153024,purchase,75031,2023-01-09 16:00:00
209,292.63657453273606,withdrawal,43380,2023-01-09 17:00:00
210,635.2360979583952,withdrawal,27071,2023-01-09 18:00:00
211,156.77828200902994,transfer,30074,2023-01-09 19:00:00
212,147.70008817466012,withdrawal,77843,2023-01-09 20:00:00
213,132.5695625652899,purchase,49901,2023-01-09 21:00:00
214,84.23653776798272,purchase,21205,2023-01-09 22:00:00
215,137.94846102466337,transfer,65661,2023-01-09 23:00:00
216,419.15808678236806,purchase,15906,2023-01-10 00:00:00
217,88.15906966299956,withdrawal,12591,2023-01-10 01:00:00
218,75.73182260854483,purchase,72987,2023-01-10 02:00:00
219,104.09370696931613,transfer,73370,2023-01-10 03:00:00
220,215.73292833367543,withdrawal,90685,2023-01-10 04:00:00
221,446.879876793716,transfer,64400,2023-01-10 05:00:00
222,134.3130095187257,withdrawal,35150,2023-01-10 06:00:00
223,19.364206440517407,purchase,41852,2023-01-10 07:00:00
224,76.40340671052833,transfer,52870,2023-01-10 08:00:00
225,154.4475298483683,transfer,62756,2023-01-10 09:00:00
226,103.21400095477314,withdrawal,66481,2023-01-10 10:00:00
227,46.112761103534694,transfer,11283,2023-01-10 11:00:00
228,640.1894614948059,withdrawal,43691,2023-01-10 12:00:00
229,133.97988744673378,withdrawal,11125,2023-01-10 13:00:00
230,632.669782899652,withdrawal,77065,2023-01-10 14:00:00
231,110.82292947909875,withdrawal,36170,2023-01-10 15:00:00
232,102.2785919951907,purchase,18438,2023-01-10 16:00:00
233,67.41998261970916,withdrawal,30095,2023-01-10 17:00:00
234,207.19720446626627,transfer,26154,2023-01-10 18:00:00
235,131.69595111590056,purchase,18004,2023-01-10 19:00:00
236,-1.2571293328803579,transfer,19752,2023-01-10 20:00:00
237,109.32271573847139,purchase,65426,2023-01-10 21:00:00
238,557.1769948953123,withdrawal,36819,2023-01-10 22:00:00
239,142.6216667398112,purchase,34217,2023-01-10 23:00:00
240,614.0918058409411,purchase,98708,2023-01-11 00:00:00
241,94.26317792665505,transfer,42994,2023-01-11 01:00:00
242,596.023387758846,transfer,25036,2023-01-11 02:00:00
243,143.2877597085061,withdrawal,87275,2023-01-11 03:00:00
244,39.98517964721119,purchase,59416,2023-01-11 04:00:00
245,83.27493820795259,purchase,19587,2023-01-11 05:00:00
246,76.25273444195219,purchase,10645,2023-01-11 06:00:00
247,67.3335383713144,withdrawal,40930,2023-01-11 07:00:00
248,188.27271201405483,withdrawal,91835,2023-01-11 08:00:00
249,120.24908554804777,withdrawal,40090,2023-01-11 09:00:00
250,36.95580228324774,withdrawal,97489,2023-01-11 10:00:00
251,145.8930973527388,withdrawal,62142,2023-01-11 11:00:00
252,,transfer,36475,2023-01-11 12:00:00
253,151.62326302755733,purchase,28888,2023-01-11 13:00:00
254,24.03150170229933,purchase,53732,2023-01-11 14:00:00
255,75.78829635668743,purchase,91623,2023-01-11 15:00:00
256,733.4641900663685,purchase,56305,2023-01-11 16:00:00
257,64.61652671906096,purchase,56037,2023-01-11 17:00:00
258,122.19097140731142,purchase,19346,2023-01-11 18:00:00
259,138.73170267146685,purchase,10587,2023-01-11 19:00:00
260,53.65347642109585,purchase,22763,2023-01-11 20:00:00
261,97.02373219690999,transfer,69165,2023-01-11 21:00:00
262,-62.06336700345363,purchase,79615,2023-01-11 22:00:00
263,48.780617933285505,transfer,46116,2023-01-11 23:00:00
264,87.37159243034199,withdrawal,95751,2023-01-12 00:00:00
265,37.61084090175753,purchase,35556,2023-01-12 01:00:00
266,181.62056519658177,withdrawal,69042,2023-01-12 02:00:00
267,28.492931101968367,withdrawal,28099,2023-01-12 03:00:00
268,77.99777566515081,withdrawal,55096,2023-01-12 04:00:00
269,106.53702886430457,transfer,81986,2023-01-12 05:00:00
270,172.06366445330576,withdrawal,23230,2023-01-12 06:00:00
271,28.20689244102803,withdrawal,39009,2023-01-12 07:00:00
272,158.15818760774798,withdrawal,80969,2023-01-12 08:00:00
273,100.51165305097935,purchase,43866,2023-01-12 09:00:00
274,,purchase,94246,2023-01-12 10:00:00
275,123.10517371316354,transfer,86975,2023-01-12 11:00:00
276,109.9529847786735,transfer,51855,2023-01-12 12:00:00
277,69.98915614206027,purchase,91557,2023-01-12 13:00:00
278,103.49010424950094,transfer,16416,2023-01-12 14:00:00
279,80.734320156912,purchase,82516,2023-01-12 15:00:00
280,105.6758672625624,withdrawal,65915,2023-01-12 16:00:00
281,133.1065337260523,withdrawal,28058,2023-01-12 17:00:00
282,179.3008408072676,transfer,86637,2023-01-12 18:00:00
283,38.10922505865755,purchase,50718,2023-01-12 19:00:00
284,206.65166873281333,purchase,42602,2023-01-12 20:00:00
285,2.3956100238749056,transfer,84658,2023-01-12 21:00:00
286,92.41074524822083,purchase,88112,2023-01-12 22:00:00
287,129.41586032422882,withdrawal,68067,2023-01-12 23:00:00
288,114.04959338675164,transfer,37516,2023-01-13 00:00:00
289,68.86502400897031,transfer,97969,2023-01-13 01:00:00
290,89.59388748213624,purchase,11089,2023-01-13 02:00:00
291,75.34995326705834,transfer,47346,2023-01-13 03:00:00
292,70.53176215278941,purchase,84663,2023-01-13 04:00:00
293,142.48010485105124,purchase,20487,2023-01-13 05:00:00
294,117.85077429825236,purchase,10155,2023-01-13 06:00:00
295,65.35452023696729,purchase,77494,2023-01-13 07:00:00
296,144.97999377166255,purchase,86229,2023-01-13 08:00:00
297,115.36497604383047,transfer,48547,2023-01-13 09:00:00
298,140.643105941948,withdrawal,38795,2023-01-13 10:00:00
299,131.48144209618061,withdrawal,65296,2023-01-13 11:00:00
300,58.55024945389638,transfer,31447,2023-01-13 12:00:00
301,71.99094799015151,transfer,46598,2023-01-13 13:00:00
302,137.3646802561631,withdrawal,51814,2023-01-13 14:00:00
303,130.51851327167324,withdrawal,85330,2023-01-13 15:00:00
304,98.9549203017926,withdrawal,97960,2023-01-13 16:00:00
305,105.8663691654391,withdrawal,73278,2023-01-13 17:00:00
306,163.88324478942124,withdrawal,65077,2023-01-13 18:00:00
307,70.4214305582085,purchase,81906,2023-01-13 19:00:00
308,127.35486905850189,transfer,19528,2023-01-13 20:00:00
309,89.8903673783053,purchase,60100,2023-01-13 21:00:00
310,89.11593983863898,withdrawal,18179,2023-01-13 22:00:00
311,154.9388425993595,withdrawal,58781,2023-01-13 23:00:00
312,141.2708174494015,withdrawal,65267,2023-01-14 00:00:00
313,140.67548180003192,purchase,92379,2023-01-14 01:00:00
314,165.27394035771644,purchase,33952,2023-01-14 02:00:00
315,101.05019208163796,withdrawal,63798,2023-01-14 03:00:00
316,134.0976485647482,purchase,60939,2023-01-14 04:00:00
317,84.4866621703272,purchase,39516,2023-01-14 05:00:00
318,116.20831762442211,withdrawal,66526,2023-01-14 06:00:00
319,93.49284728161577,purchase,20449,2023-01-14 07:00:00
320,104.84979824963591,transfer,60290,2023-01-14 08:00:00
321,129.75785127184568,transfer,96661,2023-01-14 09:00:00
322,59.088965838326374,transfer,82954,2023-01-14 10:00:00
323,204.61936378427302,transfer,32746,2023-01-14 11:00:00
324,49.6991309250149,withdrawal,77990,2023-01-14 12:00:00
325,39.29056936061339,withdrawal,68810,2023-01-14 13:00:00
326,157.9055436750034,withdrawal,93297,2023-01-14 14:00:00
327,139.5831346981468,transfer,25223,2023-01-14 15:00:00
328,131.20599085260775,transfer,82237,2023-01-14 16:00:00
329,131.417275463214,purchase,12597,2023-01-14 17:00:00
330,99.38766135765427,purchase,75677,2023-01-14 18:00:00
331,55.13728142570842,transfer,12659,2023-01-14 19:00:00
332,103.79022790968632,transfer,96516,2023-01-14 20:00:00
333,66.14191442439441,transfer,84567,2023-01-14 21:00:00
334,148.75598667088755,transfer,25037,2023-01-14 22:00:00
335,92.64713092489306,purchase,56738,2023-01-14 23:00:00
336,58.72514016037442,transfer,81678,2023-01-15 00:00:00
337,83.93070791735033,purchase,22109,2023-01-15 01:00:00
338,120.64657271378123,transfer,32010,2023-01-15 02:00:00
339,71.81377235980125,transfer,18787,2023-01-15 03:00:00
340,58.88898022167843,transfer,18472,2023-01-15 04:00:00
341,112.18436057459562,purchase,33383,2023-01-15 05:00:00
342,112.24832855543613,purchase,71709,2023-01-15 06:00:00
343,74.65284123144352,withdrawal,79785,2023-01-15 07:00:00
344,76.44808471908387,transfer,44518,2023-01-15 08:00:00
345,111.60249686788181,withdrawal,63909,2023-01-15 09:00:00
346,27.595782925133793,withdrawal,28351,2023-01-15 10:00:00
347,731.6317219741369,purchase,79624,2023-01-15 11:00:00
348,64.0777889373782,purchase,63330,2023-01-15 12:00:00
349,89.32764241440763,withdrawal,25282,2023-01-15 13:00:00
350,115.54537827990023,transfer,94866,2023-01-15 14:00:00
351,173.7678108474776,purchase,31778,2023-01-15 15:00:00
352,709.9570757551213,transfer,34264,2023-01-15 16:00:00
353,92.00307350182864,transfer,69675,2023-01-15 17:00:00
354,99.04918960486556,withdrawal,15075,2023-01-15 18:00:00
355,49.87353176810956,withdrawal,85948,2023-01-15 19:00:00
356,99.07434320038051,withdrawal,58454,2023-01-15 20:00:00
357,85.56706805399311,withdrawal,38365,2023-01-15 21:00:00
358,116.13592801690447,purchase,82766,2023-01-15 22:00:00
359,58.638452822383854,purchase,58200,2023-01-15 23:00:00
360,125.96732571205861,withdrawal,21002,2023-01-16 00:00:00
361,176.6369456501289,purchase,23947,2023-01-16 01:00:00
362,94.56199257715711,withdrawal,89222,2023-01-16 02:00:00
363,120.08558610494707,transfer,88610,2023-01-16 03:00:00
364,134.50719958555564,transfer,62142,2023-01-16 04:00:00
365,79.93897640570819,transfer,66307,2023-01-16 05:00:00
366,111.20462409052084,withdrawal,14493,2023-01-16 06:00:00
367,100.62962003908974,transfer,60085,2023-01-16 07:00:00
368,104.88380492744159,purchase,44228,2023-01-16 08:00:00
369,61.34951080722668,transfer,89676,2023-01-16 09:00:00
370,101.22550871294713,transfer,61875,2023-01-16 10:00:00
371,523.5683310024999,transfer,41655,2023-01-16 11:00:00
372,172.5571803897521,purchase,53472,2023-01-16 12:00:00
373,147.96354130426033,withdrawal,59437,2023-01-16 13:00:00
374,207.65912287557782,purchase,59416,2023-01-16 14:00:00
375,61.63262185559753,withdrawal,69711,2023-01-16 15:00:00
376,143.6160318360339,withdrawal,16816,2023-01-16 16:00:00
377,109.16710028691759,transfer,87175,2023-01-16 17:00:00
378,209.49014666088362,withdrawal,74307,2023-01-16 18:00:00
379,59.585085732242426,purchase,56733,2023-01-16 19:00:00
380,58.0139078909612,purchase,21240,2023-01-16 20:00:00
381,70.03036772779889,withdrawal,81363,2023-01-16 21:00:00
382,-6.194786215490344,transfer,42762,2023-01-16 22:00:00
383,73.71224891596195,transfer,18259,2023-01-16 23:00:00
384,62.0433669223151,purchase,60139,2023-01-17 00:00:00
385,512.5772566512339,transfer,24849,2023-01-17 01:00:00
386,117.08779878885797,withdrawal,91768,2023-01-17 02:00:00
387,193.80854196079432,withdrawal,99709,2023-01-17 03:00:00
388,147.5211919093025,purchase,64869,2023-01-17 04:00:00
389,71.15481721687985,withdrawal,73095,2023-01-17 05:00:00
390,55.0792664325821,purchase,80910,2023-01-17 06:00:00
391,124.59595857532528,withdrawal,96710,2023-01-17 07:00:00
392,33.988339648967894,purchase,33567,2023-01-17 08:00:00
393,191.57293829271768,transfer,45292,2023-01-17 09:00:00
394,158.97200603606436,withdrawal,84813,2023-01-17 10:00:00
395,76.54121739476476,withdrawal,61631,2023-01-17 11:00:00
396,14.343273545456103,purchase,19885,2023-01-17 12:00:00
397,167.69361870827066,purchase,69659,2023-01-17 13:00:00
398,94.2730077373691,withdrawal,64306,2023-01-17 14:00:00
399,778.3573364488302,purchase,76314,2023-01-17 15:00:00
400,20.278617060281647,withdrawal,75087,2023-01-17 16:00:00
401,70.03124885231135,transfer,39165,2023-01-17 17:00:00
402,,purchase,68929,2023-01-17 18:00:00
403,102.34902968823711,withdrawal,77028,2023-01-17 19:00:00
404,77.49672642603782,transfer,59812,2023-01-17 20:00:00
405,131.14249661737495,transfer,60500,2023-01-17 21:00:00
406,46.61897853087028,withdrawal,89151,2023-01-17 22:00:00
407,92.88102574893533,purchase,68643,2023-01-17 23:00:00
408,106.01478158559495,withdrawal,54900,2023-01-18 00:00:00
409,125.72194170293746,transfer,52946,2023-01-18 01:00:00
410,135.5807439044445,withdrawal,17851,2023-01-18 02:00:00
411,43.76789540810655,purchase,26288,2023-01-18 03:00:00
412,,transfer,82692,2023-01-18 04:00:00
413,,withdrawal,77580,2023-01-18 05:00:00
414,116.61570059897959,purchase,17368,2023-01-18 06:00:00
415,62.575673172172316,transfer,95436,2023-01-18 07:00:00
416,177.55759877612616,purchase,56403,2023-01-18 08:00:00
417,105.78373171464294,transfer,19168,2023-01-18 09:00:00
418,158.9648592031913,withdrawal,96497,2023-01-18 10:00:00
419,103.37592407050545,purchase,59879,2023-01-18 11:00:00
420,203.03739624409934,transfer,69871,2023-01-18 12:00:00
421,187.76704212216023,purchase,99388,2023-01-18 13:00:00
422,87.55179257604632,purchase,42174,2023-01-18 14:00:00
423,148.57854754771776,withdrawal,16581,2023-01-18 15:00:00
424,132.2687974792574,purchase,81853,2023-01-18 16:00:00
425,168.43157787661744,transfer,74046,2023-01-18 17:00:00
426,51.75382697099478,transfer,59678,2023-01-18 18:00:00
427,134.30257299992198,transfer,36649,2023-01-18 19:00:00
428,152.92122434247938,transfer,98668,2023-01-18 20:00:00
429,12.063025678844285,withdrawal,92325,2023-01-18 21:00:00
430,40.83707436671125,purchase,24567,2023-01-18 22:00:00
431,-1.9616088880050286,withdrawal,90404,2023-01-18 23:00:00
432,86.52965827777211,purchase,99906,2023-01-19 00:00:00
433,135.8771127897981,purchase,71944,2023-01-19 01:00:00
434,175.1178526048014,purchase,88002,2023-01-19 02:00:00
435,103.70473902098875,withdrawal,38803,2023-01-19 03:00:00
436,181.4307772785646,purchase,28230,2023-01-19 04:00:00
437,30.99492708925543,withdrawal,27862,2023-01-19 05:00:00
438,14.830878032242268,transfer,53355,2023-01-19 06:00:00
439,97.22261505516906,transfer,41259,2023-01-19 07:00:00
440,,purchase,97445,2023-01-19 08:00:00
441,98.36526259529535,withdrawal,40795,2023-01-19 09:00:00
442,-3.3721050019938303,transfer,18770,2023-01-19 10:00:00
443,95.54399802436058,withdrawal,21093,2023-01-19 11:00:00
444,34.776524974757336,withdrawal,56571,2023-01-19 12:00:00
445,133.4836274415019,purchase,10193,2023-01-19 13:00:00
446,118.32991230484241,transfer,27569,2023-01-19 14:00:00
447,53.00601068363224,purchase,21190,2023-01-19 15:00:00
448,74.30665413316532,purchase,72824,2023-01-19 16:00:00
449,47.03932390555242,transfer,52752,2023-01-19 17:00:00
450,96.86604513634141,transfer,42327,2023-01-19 18:00:00
451,147.75711602506192,withdrawal,52070,2023-01-19 19:00:00
452,50.71369768322281,transfer,95925,2023-01-19 20:00:00
453,,withdrawal,50197,2023-01-19 21:00:00
454,633.1653970488755,withdrawal,12261,2023-01-19 22:00:00
455,60.35635838688279,withdrawal,36512,2023-01-19 23:00:00
456,94.6484820022721,transfer,16716,2023-01-20 00:00:00
