col_001,col_002,col_003,col_004,col_005,col_006,col_007,col_008,col_009,col_010,col_011,col_012,col_013,col_014,col_015,col_016,col_017,col_018,col_019,col_020
Books,East,Partner,27.69,29.78,0.1776,77.78,214.42,3.901,0.4478,0,79,5.0,0,1,0,7.055,3.475,5.874,2.347
Electronics,North,Retail,284.6,408.67,0.0179,188.99,564.79,17.715,0.4121,0,68,1.0,0,1,0,6.34,2.715,5.085,2.073
Food,North,Online,14.55,15.71,0.0675,252.91,742.64,11.257,0.3066,0,79,2.0,1,1,0,6.063,3.552,4.733,1.838
Electronics,South,Online,252.11,272.03,0.0993,254.36,752.18,5.066,0.1452,0,72,2.0,1,1,1,5.78,3.122,4.458,1.679
Electronics,West,Online,302.09,320.8,0.0463,229.38,723.3,6.681,0.3853,0,83,6.0,0,1,0,5.945,2.69,5.232,2.061
Books,South,Partner,25.78,24.98,0.1381,165.47,564.52,10.089,0.2034,0,81,6.0,1,1,0,4.614,2.748,3.329,1.42
Clothing,North,Retail,58.81,335.99,0.166,174.33,501.79,5.722,0.4107,0,72,9.0,1,1,0,6.718,2.709,6.442,2.289
Home,East,Partner,69.58,78.12,0.2539,123.5,368.73,6.345,0.3498,0,34,2.0,0,0,0,5.382,2.251,3.941,1.927
Food,South,Partner,19.64,24.95,0.1664,241.33,714.73,8.356,0.2128,0,83,9.0,1,1,0,7.02,3.573,6.561,2.667
Home,West,Partner,79.14,101.27,0.079,162.71,461.76,5.245,0.1791,0,82,3.0,0,1,0,5.122,3.09,4.04,1.72
Electronics,South,Online,225.3,333.77,0.1194,119.32,434.29,15.055,0.3415,0,69,2.0,0,0,0,6.751,3.351,5.703,2.023
Home,East,Online,87.63,92.61,0.1327,141.84,461.81,6.232,0.1902,0,30,2.0,0,0,0,5.592,3.459,4.969,1.54
Clothing,West,Online,44.14,56.21,0.0065,191.05,629.24,9.473,0.1269,0,73,4.0,0,1,0,5.347,3.175,3.971,1.685
Electronics,West,Retail,292.47,421.54,0.2153,137.34,435.66,27.288,0.6032,1,29,2.0,0,0,0,6.094,2.412,4.932,1.913
Home,West,Retail,135.44,122.62,0.2913,224.68,687.37,12.831,0.4328,0,73,4.0,1,1,0,5.855,3.221,4.473,1.659
Home,North,Partner,78.94,88.95,0.0928,226.55,685.79,8.674,0.1652,0,46,8.0,0,1,0,6.74,2.492,5.651,1.987
Sports,South,Online,48.11,70.73,0.124,112.99,373.14,5.549,0.1702,0,27,8.0,1,1,0,5.49,2.756,4.33,1.631
Sports,East,Retail,67.58,76.48,0.2452,148.74,454.8,5.076,0.2385,0,37,4.0,0,0,0,5.056,2.659,3.287,1.146
Electronics,South,Partner,310.15,324.53,0.0602,133.94,467.79,9.606,0.4109,0,29,7.0,0,1,0,6.885,2.877,5.959,2.244
Home,North,Online,88.53,106.85,0.1735,201.28,565.3,5.526,0.3693,0,44,4.0,0,1,0,6.253,2.539,5.116,1.9
Home,South,Retail,77.65,109.25,0.0981,265.72,707.15,3.384,0.1228,0,68,3.0,1,0,0,5.89,3.872,4.772,1.755
Sports,West,Online,68.13,80.32,0.1058,246.92,722.32,11.509,0.1716,0,43,6.0,0,1,1,5.874,2.829,5.278,2.173
Books,North,Partner,24.5,28.3,0.0602,142.75,445.34,6.214,0.4887,0,51,7.0,0,0,0,4.455,3.39,2.521,1.13
Electronics,West,Online,306.73,309.95,0.1319,199.59,612.72,3.774,0.5976,0,37,4.0,0,0,0,5.3,2.767,3.903,1.426
Sports,East,Partner,57.66,86.35,0.1955,173.93,536.03,12.841,0.3507,0,26,2.0,0,0,0,5.68,3.313,4.538,1.7
Sports,South,Retail,71.0,80.2,0.1537,75.59,313.63,5.694,0.4021,0,60,2.0,0,1,0,4.736,3.216,2.842,1.175
Books,West,Online,25.14,19.81,0.0946,80.09,270.07,8.457,0.1099,0,83,4.0,0,0,0,6.919,2.913,6.207,2.195
Food,East,Retail,18.62,24.97,0.1305,169.16,501.81,6.832,0.3116,0,28,2.0,0,0,0,6.678,3.061,6.283,2.232
Food,East,Online,13.56,12.66,0.3179,215.21,603.88,4.928,0.1996,0,32,2.0,0,1,0,6.692,2.881,5.518,2.105
Clothing,North,Retail,41.78,54.18,0.3005,159.28,482.3,8.899,0.6336,0,46,4.0,0,0,1,5.079,2.845,3.94,1.423
Food,South,Online,18.5,21.03,0.1837,174.53,562.25,5.549,0.3185,0,56,9.0,1,1,1,4.821,3.121,3.575,1.471
Home,East,Retail,86.46,82.21,0.2365,135.86,421.27,7.633,0.154,0,44,4.0,0,0,0,4.754,3.114,3.1,1.095
Sports,North,Online,46.87,22.4,0.156,141.23,446.44,11.206,0.217,0,46,5.0,0,0,0,6.016,3.213,4.567,1.407
Home,West,Online,62.76,55.26,0.4424,251.22,746.05,78.47,0.0638,0,74,3.0,1,0,0,4.519,2.966,3.459,1.226
Clothing,North,Retail,29.77,26.65,0.2058,199.1,600.15,7.184,0.2284,0,37,4.0,0,1,0,5.916,2.474,4.472,1.964
Sports,North,Online,81.09,89.8,0.1395,103.93,394.04,4.454,0.1559,0,36,3.0,0,1,0,5.364,2.878,4.499,1.671
Electronics,South,Online,227.82,199.44,0.1589,79.09,296.58,7.871,0.2976,0,35,3.0,0,1,0,6.496,3.699,5.583,2.207
Clothing,East,Online,40.4,54.37,0.1599,235.29,721.68,9.385,0.4183,0,50,3.0,1,1,0,6.328,2.797,5.141,2.08
Sports,East,Online,72.21,104.57,0.1814,102.68,322.66,6.821,0.1355,0,28,4.0,0,0,0,6.843,2.986,6.139,2.323
Books,North,Retail,20.16,21.67,0.0938,238.05,662.73,6.057,0.1581,0,43,7.0,1,0,1,6.419,2.831,5.388,1.817
Sports,West,Online,38.44,42.23,0.0525,141.98,464.24,10.53,0.4581,0,81,6.0,1,1,0,5.072,3.377,4.021,1.788
Sports,West,Retail,63.6,97.67,0.0579,81.36,288.92,14.055,0.4755,0,53,2.0,0,0,0,7.379,2.697,6.737,2.516
Home,East,Online,81.3,152.67,0.0848,220.25,628.07,8.322,0.2921,0,83,12.0,1,1,0,6.259,3.412,4.924,1.771
Food,West,Online,21.26,24.31,0.2357,196.82,595.31,6.012,0.288,0,46,3.0,1,0,0,5.162,2.835,4.164,1.789
Books,West,Online,20.45,19.94,0.2535,103.59,333.91,5.462,0.2017,0,76,5.0,1,1,0,6.292,3.026,5.224,1.601
Electronics,East,Retail,293.58,375.83,0.1083,172.71,530.14,6.153,0.3198,0,47,1.0,0,0,0,6.648,2.635,5.833,2.18
Food,North,Retail,15.3,20.8,0.2864,61.0,192.84,10.163,0.319,0,83,4.0,1,1,0,6.49,3.201,5.849,2.256
Food,West,Partner,16.56,15.8,0.1211,117.05,420.12,8.544,0.1854,0,61,9.0,0,1,1,6.144,3.02,4.978,1.774
Food,West,Online,17.94,23.33,0.2236,157.66,462.9,5.462,0.4161,0,45,8.0,0,0,0,6.388,3.207,5.739,2.342
Sports,East,Retail,54.58,49.41,0.0571,207.89,666.23,6.168,0.1653,0,67,8.0,1,1,0,6.446,2.514,5.807,2.591
Electronics,East,Retail,316.4,354.87,0.1952,242.2,733.37,9.157,0.2956,0,53,3.0,0,0,0,4.804,2.572,3.095,0.957
Home,West,Online,89.79,76.9,0.1187,182.34,596.74,7.214,0.1043,0,65,4.0,1,1,0,5.887,2.326,4.648,1.733
Food,North,Retail,17.97,19.13,0.1386,128.46,436.67,8.397,0.2712,0,38,3.0,1,0,0,5.769,3.13,4.553,1.466
Electronics,East,Retail,318.08,394.93,0.0942,222.7,712.96,7.33,0.2827,0,42,1.0,0,1,1,4.91,3.359,3.541,1.4
Clothing,East,Online,51.65,57.96,0.2734,180.95,556.73,8.279,0.2726,0,37,5.0,0,0,0,5.369,3.083,4.088,1.415
Home,West,Online,80.27,111.27,0.0885,247.58,736.09,6.336,0.1593,0,39,3.0,0,1,0,6.212,2.954,5.41,2.151
Electronics,South,Online,370.08,468.72,0.1607,172.33,514.82,6.974,0.4483,0,50,2.0,0,0,0,6.809,2.884,5.932,2.41
Clothing,South,Retail,38.53,33.13,0.3015,187.82,559.21,8.558,0.2663,0,74,6.0,1,1,1,6.886,2.962,6.581,2.496
Clothing,West,Online,46.25,63.19,0.0489,99.4,349.88,8.927,0.6476,0,82,7.0,0,1,0,5.818,3.419,4.462,1.778
Clothing,West,Retail,40.63,46.12,0.1802,149.87,455.62,10.761,0.3744,0,25,5.0,0,0,0,6.378,3.055,6.084,2.384
Sports,North,Online,53.87,57.2,0.0506,251.6,759.28,6.516,0.1272,0,78,1.0,1,1,0,6.997,3.024,6.592,2.505
Sports,North,Retail,60.99,64.47,0.0482,197.75,643.63,11.245,0.2288,0,55,10.0,0,0,1,6.064,3.24,4.744,1.926
Home,East,Retail,93.6,120.71,0.067,151.42,508.87,9.508,0.1668,0,29,2.0,0,0,0,6.776,2.917,6.2,2.39
Clothing,North,Online,36.5,43.3,0.1814,145.08,427.19,14.552,0.475,0,33,2.0,0,0,0,5.282,2.558,4.081,1.629
Food,North,Online,14.37,13.79,0.0687,75.73,260.01,7.799,0.0785,0,75,3.0,1,1,0,6.44,3.193,6.003,2.297
Sports,West,Retail,55.38,75.98,0.2258,82.78,187.09,4.636,0.2206,0,40,1.0,0,0,0,5.256,2.83,4.131,1.803
Food,South,Online,20.26,16.53,0.04,94.05,312.99,9.701,0.2883,0,46,4.0,0,0,0,6.369,3.38,5.449,2.062
Food,North,Retail,19.8,23.18,0.0983,168.07,527.08,6.832,0.7057,1,43,3.0,0,0,0,4.766,3.19,3.555,1.647
Home,North,Partner,93.07,115.56,0.047,240.54,715.12,6.863,0.217,0,57,2.0,0,0,0,6.809,3.003,6.368,2.386
Books,North,Online,17.46,25.31,0.0646,170.27,571.5,9.022,0.6675,1,38,2.0,1,0,1,5.932,2.934,4.768,1.645
Electronics,South,Retail,320.28,361.68,0.0759,154.43,506.49,7.794,0.6,0,41,1.0,0,1,0,8.635,2.78,8.094,2.928
Food,West,Online,15.81,22.59,0.0512,136.88,506.79,4.179,0.2238,0,53,1.0,0,0,0,5.287,2.849,3.452,1.432
Clothing,South,Partner,55.36,61.12,0.2623,197.3,532.52,7.356,0.2725,0,51,6.0,0,0,0,5.716,2.988,4.609,1.492
Electronics,East,Online,243.11,219.19,0.2072,53.99,217.59,9.055,0.1818,0,43,4.0,1,1,0,6.149,3.005,4.949,1.887
Home,North,Online,67.26,82.42,0.1948,141.19,474.74,4.877,0.3227,0,51,5.0,1,0,0,5.967,2.841,4.147,1.473
Clothing,South,Online,29.6,39.32,0.3393,152.17,447.25,7.921,0.1302,0,75,4.0,1,1,0,5.77,2.587,4.593,1.736
Clothing,South,Retail,22.06,19.27,0.1382,149.27,452.83,7.074,0.4785,0,52,7.0,0,1,0,5.834,3.5,5.238,2.313
Electronics,East,Partner,278.23,402.9,0.2331,263.94,754.62,7.379,0.6709,1,67,7.0,1,1,1,6.353,2.869,4.957,1.847
Food,South,Online,19.37,16.86,0.0789,253.45,785.41,7.719,0.3447,0,34,4.0,0,0,0,6.615,2.281,6.149,2.081
Clothing,East,Retail,40.65,52.52,0.1485,95.62,327.77,9.501,0.4302,0,63,2.0,0,0,0,5.975,2.942,4.241,1.553
Electronics,West,Online,397.39,489.02,0.099,287.74,835.85,5.852,0.4149,0,26,2.0,0,0,0,6.567,2.938,5.879,2.07
Books,South,Online,24.66,30.7,0.2385,178.55,541.86,4.47,0.457,0,62,5.0,1,0,0,6.184,2.879,5.502,2.139
Sports,North,Partner,66.18,96.57,0.0729,189.51,633.36,9.221,0.1476,0,41,3.0,0,0,0,4.95,3.426,3.474,1.201
Clothing,East,Online,57.51,68.34,0.0306,131.97,466.86,6.411,0.26,0,67,5.0,1,0,0,6.123,3.044,5.57,1.791
Electronics,East,Retail,332.47,442.57,0.3214,74.64,260.45,6.659,0.3516,0,33,3.0,0,0,0,5.948,3.359,5.203,1.794
Books,South,Retail,35.28,49.5,0.1543,183.69,572.8,5.918,0.3009,0,81,3.0,0,0,0,6.568,3.527,5.828,2.211
Sports,South,Online,59.11,79.3,0.1311,174.86,549.63,10.151,0.1499,0,34,1.0,0,0,0,6.01,3.667,5.776,2.119
Books,West,Partner,21.96,24.2,0.1773,46.94,212.6,6.535,0.0809,0,67,5.0,0,1,1,5.805,3.39,4.646,1.996
Electronics,West,Partner,264.04,275.82,0.2041,97.96,283.23,6.772,0.2181,0,53,6.0,0,1,1,5.761,3.066,4.189,1.571
Clothing,West,Retail,53.92,64.66,0.0761,145.81,472.8,4.672,0.0427,0,55,3.0,0,0,0,5.224,3.114,3.858,1.424
Clothing,West,Online,29.99,28.4,0.206,217.51,620.67,6.747,0.169,0,53,2.0,0,0,0,6.898,2.987,6.195,2.288
Books,South,Online,18.13,15.22,0.0544,128.52,432.98,6.587,0.0894,0,54,2.0,0,0,0,6.977,2.833,5.897,2.428
Electronics,North,Online,381.06,486.0,0.0342,242.57,724.47,20.268,0.9202,1,59,5.0,0,0,1,6.059,2.79,4.551,1.556
Books,North,Online,28.02,30.71,0.1241,257.98,778.32,6.823,0.182,0,38,2.0,0,0,0,6.082,3.442,4.491,1.395
Electronics,North,Retail,311.75,412.45,0.1357,71.48,284.66,3.741,0.6849,1,80,4.0,0,1,0,6.16,3.323,5.313,2.137
Clothing,East,Online,37.81,54.04,0.2213,100.68,320.05,9.598,0.4115,0,47,6.0,0,1,0,5.506,2.701,4.419,1.55
Food,North,Online,23.41,29.55,0.1204,113.25,420.23,7.771,0.4346,0,72,3.0,1,1,0,4.43,2.672,3.106,1.329
Books,South,Online,23.21,25.34,0.1229,189.74,591.24,4.958,0.0869,0,39,4.0,0,1,0,5.429,3.465,4.861,2.05
Sports,South,Online,62.59,91.39,0.1617,117.95,338.81,4.973,0.3352,0,40,9.0,0,0,1,5.964,3.129,4.603,1.54
Clothing,South,Partner,27.94,32.22,0.1419,84.82,299.98,6.814,0.1459,0,72,8.0,1,1,0,5.64,3.177,4.99,1.84
Home,West,Online,85.39,98.62,0.3177,127.67,400.25,12.162,0.1641,0,82,2.0,0,1,0,4.788,2.865,3.172,1.26
Food,East,Online,22.16,21.56,0.1893,164.37,523.92,5.894,0.1713,0,77,3.0,0,1,0,5.971,3.418,4.926,1.799
Clothing,South,Retail,43.99,44.73,0.0836,189.62,591.36,5.302,0.2702,0,45,4.0,0,0,0,7.583,3.206,7.667,2.773
Books,North,Online,23.87,26.5,0.2042,185.25,542.82,5.629,0.0789,0,80,3.0,1,1,0,5.418,3.218,3.94,1.164
Food,North,Retail,25.56,31.04,0.2951,184.5,541.83,8.97,0.1142,0,67,1.0,0,1,0,6.001,2.611,5.013,2.191
Home,South,Online,94.46,100.06,0.1206,132.39,445.84,10.147,0.1586,0,55,1.0,0,0,0,6.027,2.816,4.879,1.862
Sports,North,Retail,67.94,87.63,0.2993,124.12,339.38,7.056,0.1401,0,77,3.0,1,0,0,6.037,3.313,5.008,2.065
Sports,East,Online,61.65,79.18,0.1491,162.29,482.05,9.196,0.4702,0,65,3.0,1,0,0,6.113,3.453,4.65,1.503
Electronics,South,Retail,371.85,467.3,0.1401,164.25,535.78,16.276,0.2814,0,61,3.0,0,1,0,5.695,3.24,4.659,1.852
Clothing,North,Online,32.29,26.82,0.1193,199.04,626.94,11.99,0.2881,0,50,3.0,0,0,0,5.324,2.75,3.888,1.603
Electronics,South,Online,359.77,409.3,0.1048,234.35,656.62,6.62,0.6473,1,79,4.0,0,0,0,7.096,3.071,6.388,2.758
Clothing,North,Partner,45.25,47.22,0.1473,99.45,257.52,7.368,0.1551,0,47,3.0,0,1,0,6.205,2.828,5.616,1.795
Electronics,West,Retail,265.31,258.7,0.2403,124.44,336.81,8.09,0.2443,0,25,1.0,0,0,0,5.969,2.974,4.915,1.833
Books,North,Online,25.77,25.51,0.0689,248.7,766.37,9.283,0.2278,0,60,7.0,1,1,0,6.34,3.19,5.538,2.266
Books,South,Online,18.98,26.03,0.0806,164.94,562.32,49.934,0.1516,0,69,6.0,1,1,0,4.646,2.694,3.723,1.455
Books,East,Partner,29.75,248.8,0.0782,198.45,627.79,9.223,0.2223,0,67,9.0,1,1,0,5.166,2.737,3.707,1.484
Electronics,West,Retail,347.39,334.88,0.0963,135.07,460.1,8.59,0.3774,0,45,2.0,0,0,1,4.482,3.167,3.261,1.223
Books,South,Online,25.41,27.65,0.0947,90.26,321.73,8.081,0.439,0,57,3.0,1,0,0,6.575,2.722,5.692,2.372
Electronics,East,Retail,307.31,404.77,0.0716,113.06,375.86,2.552,0.3909,0,67,4.0,1,1,1,6.151,3.179,5.393,1.732
Electronics,West,Retail,300.05,358.55,0.0742,195.2,606.04,7.327,0.4689,0,52,2.0,0,0,0,5.881,2.886,4.995,1.973
Food,West,Online,14.8,20.22,0.0157,120.75,317.24,13.235,0.3427,0,60,5.0,0,1,0,7.32,3.526,6.608,2.693
Books,East,Retail,21.79,32.13,0.1268,168.34,541.5,5.373,0.6572,1,72,3.0,1,1,0,6.598,3.046,5.798,2.264
Sports,West,Online,64.4,57.44,0.2948,163.42,469.94,5.987,0.4268,0,25,4.0,0,0,0,4.205,2.882,3.015,1.063
Food,North,Retail,14.6,16.99,0.1214,185.9,539.27,4.819,0.1255,0,24,6.0,1,0,1,6.073,3.117,5.055,2.221
Food,North,Online,11.03,15.58,0.2421,132.4,414.2,6.214,0.2207,0,66,6.0,1,1,0,5.372,3.528,3.738,1.512
Home,South,Online,87.96,99.69,0.0333,241.16,690.99,9.117,0.0663,0,25,4.0,0,0,0,5.733,2.542,4.164,1.335
Clothing,North,Partner,40.72,44.95,0.0605,174.65,540.4,10.841,0.1002,0,72,3.0,1,0,0,5.682,3.544,4.831,1.479
Electronics,North,Retail,358.89,338.77,0.1929,188.12,515.66,8.445,0.639,1,60,2.0,0,1,0,6.568,3.024,6.094,2.381
Food,North,Online,20.44,25.48,0.1441,130.17,394.9,7.176,0.3427,1,69,4.0,0,0,1,3.59,2.325,1.322,0.295
Books,North,Retail,20.91,24.25,0.1304,231.14,778.23,5.835,0.2255,0,71,7.0,0,0,0,4.629,3.448,3.053,1.25
Clothing,North,Retail,48.55,45.84,0.0992,173.22,528.4,4.459,0.0822,0,24,1.0,0,0,0,5.721,3.663,4.599,1.815
Home,East,Online,91.03,102.14,0.1403,172.49,514.37,8.06,0.2647,0,24,2.0,0,1,0,5.371,3.04,4.174,1.631
Clothing,South,Online,32.61,31.47,0.3422,128.15,402.29,15.303,0.4766,0,45,5.0,0,0,0,4.985,2.212,4.336,1.429
Food,South,Online,17.26,19.78,0.0449,162.85,479.2,3.935,0.3004,0,54,7.0,1,1,1,5.147,3.056,3.492,1.434
Clothing,West,Online,51.51,65.11,0.121,139.39,334.48,5.671,0.2729,0,43,6.0,1,0,1,5.625,3.257,4.445,1.817
Books,West,Retail,22.89,27.0,0.1627,131.6,364.29,6.291,0.1091,0,56,1.0,0,0,0,7.823,3.154,7.552,3.074
Books,South,Online,25.33,25.65,0.1541,110.47,318.71,4.465,0.2185,0,29,2.0,0,0,1,5.334,3.029,4.111,1.438
Clothing,East,Online,48.43,50.51,0.0928,131.24,425.57,7.707,0.105,0,67,2.0,0,1,1,6.169,2.78,4.751,1.543
Books,North,Partner,24.8,37.32,0.3591,185.95,560.05,6.367,0.2446,0,25,3.0,1,0,0,5.373,3.224,3.581,1.546
Books,South,Online,29.04,24.34,0.0233,119.74,400.51,4.238,0.2512,0,58,6.0,1,1,0,6.524,2.913,5.216,1.968
Sports,East,Partner,65.84,81.57,0.1251,146.51,484.77,6.768,0.1998,0,71,6.0,0,1,1,6.611,3.263,6.365,2.478
Clothing,South,Online,50.34,53.15,0.282,132.29,375.9,5.709,0.4149,0,24,1.0,0,0,0,6.384,2.913,5.829,2.054
Food,South,Retail,15.09,12.99,0.0217,178.43,536.85,5.391,0.2519,0,48,1.0,0,0,0,6.308,2.072,5.329,2.149
Books,South,Online,23.48,31.4,0.2836,179.49,494.13,8.725,0.1962,0,30,5.0,0,0,0,6.251,2.682,4.907,2.051
Sports,East,Partner,57.3,94.4,0.2445,150.86,446.76,8.476,0.3783,0,35,5.0,0,0,1,6.97,3.319,6.164,2.291
Electronics,East,Online,152.14,238.94,0.2459,228.32,647.39,7.316,0.717,1,73,8.0,0,0,0,6.448,2.972,5.534,2.001
Food,South,Online,22.77,20.28,0.0735,206.7,601.4,7.258,0.1699,0,63,3.0,0,0,0,5.575,3.215,4.293,1.48
Home,West,Retail,87.63,116.04,0.1204,74.96,206.67,3.71,0.128,0,74,2.0,0,1,0,5.256,3.369,4.624,1.644
Sports,North,Online,57.61,63.64,0.2075,170.44,473.83,6.756,0.3045,0,80,6.0,1,1,0,4.855,2.699,3.604,1.484
Books,West,Retail,31.73,31.98,0.177,171.76,465.64,10.832,0.3328,0,74,3.0,1,1,0,5.33,3.037,3.867,1.756
Clothing,North,Retail,50.14,68.41,0.0581,203.99,626.58,7.716,0.1304,0,52,4.0,0,1,0,5.662,2.972,4.785,1.599
Books,South,Retail,36.04,36.4,0.0083,172.08,506.17,5.61,0.6843,1,60,7.0,1,0,0,5.696,3.3,4.74,2.132
Food,East,Online,15.67,21.61,0.2525,86.33,286.37,4.827,0.2665,0,39,3.0,0,0,0,4.577,2.981,2.937,1.292
Electronics,North,Online,292.71,311.35,0.0378,124.49,413.14,7.579,0.7311,1,80,4.0,1,1,0,6.171,3.222,5.678,2.251
Sports,East,Retail,47.47,48.97,0.0847,161.93,534.2,11.08,0.1412,0,48,6.0,0,0,0,6.501,2.675,6.155,2.354
Electronics,North,Partner,359.36,421.01,0.0458,184.92,579.51,10.563,0.3171,0,49,4.0,0,1,0,6.148,3.169,5.627,2.033
Electronics,East,Online,394.44,358.17,0.081,110.09,378.71,6.46,0.4319,1,31,4.0,0,0,0,5.389,2.861,4.383,1.53
Electronics,East,Online,348.39,373.08,0.1616,205.74,627.9,9.424,0.5375,0,24,6.0,0,0,1,5.67,3.364,3.835,1.322
