date,station,latitude,temp_celsius,precipitation_mm,humidity_percent,wind_speed_kmh
2023-05-07,STN_NORTH,45.0,12.6,0.0,44.2,4.5
2023-05-08,STN_NORTH,45.0,23.8,2.0,71.9,18.0
2023-05-09,STN_NORTH,45.0,16.3,0.0,49.0,7.0
2023-05-10,STN_NORTH,45.0,16.7,0.0,73.8,4.1
2023-05-11,STN_NORTH,45.0,17.9,0.0,56.1,5.1
2023-05-12,STN_NORTH,45.0,21.6,3.9,69.8,11.6
2023-05-13,STN_NORTH,45.0,22.2,9.0,80.5,2.8
2023-05-14,STN_NORTH,45.0,15.5,0.0,54.3,9.0
2023-05-15,STN_NORTH,45.0,20.7,0.0,69.5,3.1
2023-05-16,STN_NORTH,45.0,15.7,0.0,52.0,1.4
2023-05-17,STN_NORTH,45.0,13.6,0.0,58.7,2.9
2023-05-18,STN_NORTH,45.0,17.6,0.0,53.9,13.2
2023-05-19,STN_NORTH,45.0,17.4,0.0,81.3,7.2
2023-05-20,STN_NORTH,45.0,17.4,1.8,71.2,10.8
2023-05-21,STN_NORTH,45.0,19.3,4.3,62.1,8.7
2023-05-22,STN_NORTH,45.0,14.4,0.0,60.5,23.4
2023-05-23,STN_NORTH,45.0,17.6,0.0,,21.0
2023-05-24,STN_NORTH,45.0,16.5,4.0,66.0,16.3
2023-05-25,STN_NORTH,45.0,14.4,0.0,65.0,37.7
2023-05-26,STN_NORTH,45.0,18.5,0.0,,19.8
2023-05-27,STN_NORTH,45.0,14.4,0.0,53.7,12.6
2023-05-28,STN_NORTH,45.0,23.1,0.0,63.1,19.3
2023-05-29,STN_NORTH,45.0,19.0,0.0,58.9,2.9
2023-05-30,STN_NORTH,45.0,19.4,0.0,57.3,28.8
2023-05-31,STN_NORTH,45.0,23.8,0.0,70.3,26.4
2023-06-01,STN_NORTH,45.0,17.3,0.8,62.5,42.4
2023-06-02,STN_NORTH,45.0,20.4,0.0,46.4,38.5
2023-06-03,STN_NORTH,45.0,24.7,1.1,81.8,6.7
2023-06-04,STN_NORTH,45.0,20.4,0.0,,8.3
2023-06-05,STN_NORTH,45.0,17.6,0.0,48.3,17.3
2023-06-06,STN_NORTH,45.0,20.6,0.0,66.9,15.7
2023-06-07,STN_NORTH,45.0,19.8,0.4,87.1,15.1
2023-06-08,STN_NORTH,45.0,16.6,0.0,55.9,3.2
2023-06-09,STN_NORTH,45.0,17.1,1.0,80.2,4.1
2023-06-10,STN_NORTH,45.0,18.8,2.6,72.7,6.0
2023-06-11,STN_NORTH,45.0,22.5,0.0,52.8,19.7
2023-06-12,STN_NORTH,45.0,20.3,1.7,65.7,9.0
2023-06-13,STN_NORTH,45.0,25.5,1.8,80.6,15.4
2023-06-14,STN_NORTH,45.0,17.0,5.0,,2.6
2023-06-15,STN_NORTH,45.0,17.9,5.4,80.8,14.0
2023-06-16,STN_NORTH,45.0,26.6,0.0,55.7,4.3
2023-06-17,STN_NORTH,45.0,13.1,3.1,80.4,28.0
2023-06-18,STN_NORTH,45.0,24.0,2.3,69.8,2.8
2023-06-19,STN_NORTH,45.0,20.8,7.8,78.8,4.6
2023-06-20,STN_NORTH,45.0,20.4,3.5,70.7,5.2
2023-06-21,STN_NORTH,45.0,17.5,0.0,70.4,6.8
2023-06-22,STN_NORTH,45.0,19.8,5.9,84.1,19.1
2023-06-23,STN_NORTH,45.0,14.7,0.0,69.5,34.2
2023-06-24,STN_NORTH,45.0,19.6,1.3,91.6,19.0
2023-06-25,STN_NORTH,45.0,16.8,0.0,55.5,6.4
2023-06-26,STN_NORTH,45.0,19.9,0.0,57.1,38.5
2023-06-27,STN_NORTH,45.0,23.5,0.0,73.0,8.1
2023-06-28,STN_NORTH,45.0,21.1,0.9,79.6,0.2
2023-06-29,STN_NORTH,45.0,15.0,0.0,48.9,13.7
2023-06-30,STN_NORTH,45.0,17.9,0.0,69.0,36.9
2023-07-01,STN_NORTH,45.0,18.1,0.0,53.4,4.7
2023-07-02,STN_NORTH,45.0,17.5,0.0,51.2,4.5
2023-07-03,STN_NORTH,45.0,23.6,0.0,49.6,21.1
2023-07-04,STN_NORTH,45.0,14.5,0.0,67.6,5.0
2023-07-05,STN_NORTH,45.0,19.7,0.0,56.8,2.1
2023-07-06,STN_NORTH,45.0,16.7,0.0,62.6,5.5
2023-07-07,STN_NORTH,45.0,21.7,1.5,95.6,12.6
2023-07-08,STN_NORTH,45.0,19.2,0.0,76.6,5.3
2023-07-09,STN_NORTH,45.0,19.4,9.2,78.6,2.4
2023-07-10,STN_NORTH,45.0,17.1,0.0,74.1,21.0
2023-07-11,STN_NORTH,45.0,24.3,0.0,54.4,8.2
2023-07-12,STN_NORTH,45.0,17.9,0.0,55.1,21.1
2023-07-13,STN_NORTH,45.0,20.1,0.0,68.6,2.6
2023-07-14,STN_NORTH,45.0,18.9,6.1,77.2,12.5
2023-07-15,STN_NORTH,45.0,19.7,0.0,47.6,3.8
2023-07-16,STN_NORTH,45.0,18.5,3.4,76.1,3.6
2023-07-17,STN_NORTH,45.0,17.9,0.0,54.5,4.0
2023-07-18,STN_NORTH,45.0,17.9,0.0,64.1,3.2
2023-07-19,STN_NORTH,45.0,20.3,0.0,59.6,32.1
2023-07-20,STN_NORTH,45.0,18.8,0.0,51.7,4.1
2023-07-21,STN_NORTH,45.0,20.3,0.0,60.0,2.6
2023-07-22,STN_NORTH,45.0,21.3,0.0,58.1,23.0
2023-07-23,STN_NORTH,45.0,14.0,0.0,50.5,19.3
2023-07-24,STN_NORTH,45.0,19.0,0.0,57.3,6.3
2023-07-25,STN_NORTH,45.0,22.1,0.0,59.9,2.9
2023-07-26,STN_NORTH,45.0,14.6,0.0,75.4,9.9
2023-07-27,STN_NORTH,45.0,19.1,0.0,55.0,2.3
2023-07-28,STN_NORTH,45.0,14.6,0.0,61.2,7.7
2023-07-29,STN_NORTH,45.0,23.5,0.0,59.4,8.3
2023-07-30,STN_NORTH,45.0,19.3,0.9,65.9,8.2
2023-07-31,STN_NORTH,45.0,17.6,0.0,72.4,20.9
2023-08-01,STN_NORTH,45.0,15.7,0.0,46.1,25.8
2023-08-02,STN_NORTH,45.0,18.9,0.4,83.0,16.6
2023-08-03,STN_NORTH,45.0,15.0,0.0,39.7,6.9
2023-08-04,STN_NORTH,45.0,25.6,0.0,75.1,1.5
2023-08-05,STN_NORTH,45.0,18.2,0.0,38.6,23.8
2023-08-06,STN_NORTH,45.0,14.4,0.0,61.0,7.8
2023-08-07,STN_NORTH,45.0,21.9,9.4,85.5,22.4
2023-08-08,STN_NORTH,45.0,22.7,0.0,67.2,12.7
2023-08-09,STN_NORTH,45.0,18.0,0.0,49.8,12.6
2023-08-10,STN_NORTH,45.0,11.6,0.0,68.6,1.3
2023-08-11,STN_NORTH,45.0,11.3,0.0,54.7,8.0
2023-08-12,STN_NORTH,45.0,12.1,0.0,58.4,15.2
2023-08-13,STN_NORTH,45.0,15.9,0.0,58.5,7.2
2023-08-14,STN_NORTH,45.0,14.7,0.0,49.7,35.6
2023-08-15,STN_NORTH,45.0,19.1,0.0,45.1,24.7
2023-08-16,STN_NORTH,45.0,13.8,4.7,71.6,4.7
2023-08-17,STN_NORTH,45.0,17.2,0.0,62.7,14.8
2023-08-18,STN_NORTH,45.0,14.6,0.0,72.2,31.0
2023-08-19,STN_NORTH,45.0,14.2,0.0,65.6,20.8
2023-08-20,STN_NORTH,45.0,20.0,0.0,55.9,56.7
2023-08-21,STN_NORTH,45.0,13.0,0.0,60.6,1.4
2023-08-22,STN_NORTH,45.0,18.5,1.2,96.8,18.6
2023-08-23,STN_NORTH,45.0,10.2,0.1,90.3,5.0
2023-08-24,STN_NORTH,45.0,12.3,0.0,49.0,12.6
2023-08-25,STN_NORTH,45.0,12.8,0.0,66.7,4.5
2023-08-26,STN_NORTH,45.0,17.5,0.0,71.6,8.5
2023-08-27,STN_NORTH,45.0,5.3,1.1,79.0,12.4
2023-08-28,STN_NORTH,45.0,13.9,0.0,68.6,1.1
2023-08-29,STN_NORTH,45.0,14.0,0.0,56.8,6.3
2023-08-30,STN_NORTH,45.0,12.9,0.0,63.7,8.0
2023-08-31,STN_NORTH,45.0,11.4,0.0,65.3,17.3
2023-09-01,STN_NORTH,45.0,13.1,1.3,84.8,35.7
2023-09-02,STN_NORTH,45.0,15.3,0.0,67.3,29.0
2023-09-03,STN_NORTH,45.0,16.2,0.0,53.0,29.6
2023-09-04,STN_NORTH,45.0,14.0,15.5,78.9,22.2
2023-09-05,STN_NORTH,45.0,9.9,0.0,63.7,10.0
2023-09-06,STN_NORTH,45.0,12.0,0.0,68.6,5.2
2023-09-07,STN_NORTH,45.0,1.3,4.2,84.2,10.7
2023-09-08,STN_NORTH,45.0,7.8,0.1,84.5,12.8
2023-09-09,STN_NORTH,45.0,11.3,0.0,72.8,4.3
2023-09-10,STN_NORTH,45.0,11.5,0.0,73.3,11.8
2023-09-11,STN_NORTH,45.0,11.0,0.0,58.8,34.6
2023-09-12,STN_NORTH,45.0,8.5,0.8,79.3,10.8
2023-09-13,STN_NORTH,45.0,12.7,3.5,86.3,26.0
2023-09-14,STN_NORTH,45.0,9.7,0.0,50.6,17.5
2023-09-15,STN_NORTH,45.0,10.1,0.0,70.9,27.5
2023-09-16,STN_NORTH,45.0,11.7,1.9,94.4,13.9
2023-09-17,STN_NORTH,45.0,11.3,0.0,63.4,12.4
2023-09-18,STN_NORTH,45.0,8.5,0.3,68.7,3.0
2023-09-19,STN_NORTH,45.0,8.9,0.0,73.2,44.0
2023-09-20,STN_NORTH,45.0,16.1,0.0,62.3,3.6
2023-09-21,STN_NORTH,45.0,5.2,0.0,47.4,32.2
2023-09-22,STN_NORTH,45.0,7.3,0.7,80.8,3.0
2023-09-23,STN_NORTH,45.0,13.1,0.9,60.3,2.2
2023-09-24,STN_NORTH,45.0,4.9,0.1,91.1,17.2
2023-09-25,STN_NORTH,45.0,5.5,0.9,74.2,5.4
2023-09-26,STN_NORTH,45.0,5.1,0.0,55.1,0.7
2023-09-27,STN_NORTH,45.0,,0.0,46.3,28.6
2023-09-28,STN_NORTH,45.0,5.9,0.0,47.8,10.3
2023-09-29,STN_NORTH,45.0,5.2,0.0,76.4,21.0
2023-09-30,STN_NORTH,45.0,6.0,0.0,77.1,0.6
2023-10-01,STN_NORTH,45.0,3.1,0.0,72.6,28.0
2023-10-02,STN_NORTH,45.0,4.9,0.0,65.0,6.4
2023-10-03,STN_NORTH,45.0,8.2,0.0,52.8,15.3
2023-10-04,STN_NORTH,45.0,6.8,0.0,49.9,0.0
2023-10-05,STN_NORTH,45.0,4.4,1.7,78.6,10.9
2023-10-06,STN_NORTH,45.0,3.6,0.0,56.3,10.6
2023-10-07,STN_NORTH,45.0,1.2,1.6,79.5,10.5
2023-10-08,STN_NORTH,45.0,,0.6,97.0,8.3
2023-10-09,STN_NORTH,45.0,1.2,0.0,79.0,2.9
2023-10-10,STN_NORTH,45.0,0.2,0.0,78.6,9.2
2023-10-11,STN_NORTH,45.0,-0.4,0.0,66.7,31.6
2023-10-12,STN_NORTH,45.0,1.7,2.6,63.8,31.6
2023-10-13,STN_NORTH,45.0,6.7,0.0,46.5,10.0
2023-10-14,STN_NORTH,45.0,,2.1,91.9,11.7
2023-10-15,STN_NORTH,45.0,7.3,0.0,65.6,16.5
2023-10-16,STN_NORTH,45.0,3.0,0.0,71.6,10.3
2023-10-17,STN_NORTH,45.0,5.0,0.0,75.8,5.6
2023-10-18,STN_NORTH,45.0,3.3,0.0,80.6,6.6
2023-10-19,STN_NORTH,45.0,5.7,0.0,59.2,1.4
2023-10-20,STN_NORTH,45.0,5.1,0.8,86.9,21.3
2023-10-21,STN_NORTH,45.0,1.7,0.0,48.7,21.7
2023-10-22,STN_NORTH,45.0,4.4,0.0,63.5,11.4
2023-10-23,STN_NORTH,45.0,6.1,0.0,70.7,16.1
2023-10-24,STN_NORTH,45.0,-1.4,0.0,75.0,0.2
2023-10-25,STN_NORTH,45.0,7.9,0.0,45.7,9.0
2023-10-26,STN_NORTH,45.0,1.9,0.0,58.6,26.9
2023-10-27,STN_NORTH,45.0,,6.5,98.8,19.3
2023-10-28,STN_NORTH,45.0,-4.6,0.0,57.1,6.1
2023-10-29,STN_NORTH,45.0,0.9,0.0,54.5,8.8
2023-10-30,STN_NORTH,45.0,2.2,0.0,76.2,19.7
2023-10-31,STN_NORTH,45.0,2.1,0.0,62.5,21.7
2023-11-01,STN_NORTH,45.0,-1.4,0.0,51.0,20.6
2023-11-02,STN_NORTH,45.0,0.6,0.0,61.9,5.1
2023-11-03,STN_NORTH,45.0,3.0,0.0,80.3,7.7
2023-11-04,STN_NORTH,45.0,0.8,0.0,55.2,4.8
2023-11-05,STN_NORTH,45.0,-4.8,0.0,59.9,22.8
2023-11-06,STN_NORTH,45.0,-2.5,0.0,64.9,3.7
2023-11-07,STN_NORTH,45.0,-7.0,0.4,93.2,0.9
2023-11-08,STN_NORTH,45.0,2.0,5.7,86.6,0.2
2023-11-09,STN_NORTH,45.0,-3.3,3.2,68.6,30.3
2023-11-10,STN_NORTH,45.0,0.0,0.0,57.1,19.9
2023-11-11,STN_NORTH,45.0,-4.0,0.0,56.6,8.0
2023-11-12,STN_NORTH,45.0,2.0,0.0,67.8,20.9
2023-11-13,STN_NORTH,45.0,-2.4,0.0,66.5,2.9
2023-11-14,STN_NORTH,45.0,3.9,0.0,67.2,31.4
2023-11-15,STN_NORTH,45.0,-6.5,0.0,52.1,1.4
2023-11-16,STN_NORTH,45.0,,5.1,69.0,10.3
2023-11-17,STN_NORTH,45.0,0.9,0.0,71.5,1.3
2023-11-18,STN_NORTH,45.0,-4.4,0.0,56.2,7.3
2023-11-19,STN_NORTH,45.0,-4.3,0.0,43.5,7.0
2023-11-20,STN_NORTH,45.0,-8.3,0.0,60.8,11.0
2023-11-21,STN_NORTH,45.0,1.9,0.0,50.9,34.5
2023-11-22,STN_NORTH,45.0,3.0,0.0,58.8,7.0
2023-11-23,STN_NORTH,45.0,-1.3,0.0,69.4,5.0
2023-11-24,STN_NORTH,45.0,-4.8,0.0,69.3,3.5
2023-11-25,STN_NORTH,45.0,-5.5,0.0,62.7,7.5
2023-11-26,STN_NORTH,45.0,2.9,0.0,76.9,5.7
2023-11-27,STN_NORTH,45.0,1.0,0.0,42.1,8.1
2023-11-28,STN_NORTH,45.0,-1.4,0.0,65.0,8.9
2023-11-29,STN_NORTH,45.0,-3.7,0.0,58.2,4.3
2023-11-30,STN_NORTH,45.0,-4.7,7.5,71.1,24.2
2023-12-01,STN_NORTH,45.0,-7.9,0.0,73.5,12.9
2023-12-02,STN_NORTH,45.0,-4.9,0.0,49.1,15.0
2023-12-03,STN_NORTH,45.0,-1.8,0.0,44.9,14.4
2023-12-04,STN_NORTH,45.0,-0.7,0.0,58.9,10.3
2023-12-05,STN_NORTH,45.0,-1.9,0.0,63.2,8.9
2023-12-06,STN_NORTH,45.0,-5.4,0.0,48.1,2.7
2023-12-07,STN_NORTH,45.0,-5.6,2.8,95.2,8.6
2023-12-08,STN_NORTH,45.0,-3.7,0.0,66.4,1.6
2023-12-09,STN_NORTH,45.0,-4.2,0.0,50.3,15.3
2023-12-10,STN_NORTH,45.0,-3.8,2.0,69.9,0.6
2023-12-11,STN_NORTH,45.0,-6.0,0.0,38.3,1.1
2023-12-12,STN_NORTH,45.0,-5.6,0.0,44.4,9.3
2023-12-13,STN_NORTH,45.0,-0.7,0.0,49.7,1.0
2023-12-14,STN_NORTH,45.0,-10.5,0.0,58.0,5.2
2023-12-15,STN_NORTH,45.0,-9.3,1.3,84.6,3.5
2023-12-16,STN_NORTH,45.0,-6.3,0.0,47.2,3.6
2023-12-17,STN_NORTH,45.0,-5.2,0.7,73.6,1.5
2023-12-18,STN_NORTH,45.0,-6.6,0.0,52.2,15.5
2023-12-19,STN_NORTH,45.0,-3.0,0.0,84.1,1.7
2023-12-20,STN_NORTH,45.0,-2.5,0.0,,10.0
2023-12-21,STN_NORTH,45.0,3.7,0.0,55.3,47.9
2023-12-22,STN_NORTH,45.0,-6.5,1.5,95.8,11.5
2023-12-23,STN_NORTH,45.0,-5.0,0.0,60.6,5.1
2023-12-24,STN_NORTH,45.0,-6.9,2.9,91.1,5.5
2023-12-25,STN_NORTH,45.0,-1.0,0.0,53.5,1.1
2023-12-26,STN_NORTH,45.0,-3.3,0.0,59.0,13.9
2023-12-27,STN_NORTH,45.0,-0.5,0.0,65.5,4.5
2023-12-28,STN_NORTH,45.0,-4.4,0.0,64.6,8.9
2023-12-29,STN_NORTH,45.0,-9.7,2.0,93.2,11.3
2023-12-30,STN_NORTH,45.0,-4.4,3.0,94.8,27.0
2023-12-31,STN_NORTH,45.0,-6.0,11.6,76.5,18.4
2023-01-01,STN_SOUTH,30.0,7.6,5.0,,47.0
2023-01-02,STN_SOUTH,30.0,2.5,0.1,85.8,2.6
2023-01-03,STN_SOUTH,30.0,11.4,0.7,67.5,42.6
2023-01-04,STN_SOUTH,30.0,9.0,0.0,64.9,15.6
2023-01-05,STN_SOUTH,30.0,1.0,2.1,64.4,3.4
2023-01-06,STN_SOUTH,30.0,4.4,4.6,76.3,10.9
2023-01-07,STN_SOUTH,30.0,10.8,0.0,54.7,3.3
2023-01-08,STN_SOUTH,30.0,7.2,0.0,78.6,11.1
2023-01-09,STN_SOUTH,30.0,9.5,0.0,66.5,1.7
2023-01-10,STN_SOUTH,30.0,10.2,0.0,75.4,1.1
2023-01-11,STN_SOUTH,30.0,1.6,0.0,55.7,15.7
2023-01-12,STN_SOUTH,30.0,4.3,0.0,53.3,2.1
2023-01-13,STN_SOUTH,30.0,9.1,0.0,67.0,10.0
2023-01-14,STN_SOUTH,30.0,3.9,0.0,50.3,6.0
2023-01-15,STN_SOUTH,30.0,5.8,0.0,54.6,26.7
2023-01-16,STN_SOUTH,30.0,13.1,0.0,51.5,0.2
2023-01-17,STN_SOUTH,30.0,5.8,4.3,70.5,4.4
2023-01-18,STN_SOUTH,30.0,9.1,0.0,54.2,4.4
2023-01-19,STN_SOUTH,30.0,7.8,0.0,66.6,12.1
2023-01-20,STN_SOUTH,30.0,2.9,0.0,75.0,18.3
2023-01-21,STN_SOUTH,30.0,3.9,0.0,59.4,2.0
2023-01-22,STN_SOUTH,30.0,5.9,1.5,81.0,4.1
2023-01-23,STN_SOUTH,30.0,7.7,0.1,82.8,3.2
2023-01-24,STN_SOUTH,30.0,10.3,0.0,59.6,1.9
2023-01-25,STN_SOUTH,30.0,4.2,0.0,56.2,0.2
2023-01-26,STN_SOUTH,30.0,9.7,5.6,,10.0
2023-01-27,STN_SOUTH,30.0,8.5,0.0,57.7,15.6
2023-01-28,STN_SOUTH,30.0,8.4,0.0,56.9,9.3
2023-01-29,STN_SOUTH,30.0,2.4,2.9,76.9,8.8
2023-01-30,STN_SOUTH,30.0,4.2,0.0,46.3,31.1
