exp_id,temp_C,conc_mM,cat,rep,yield_pct,react_time_min,purity_pct,batch
55,20,0.5,TypeA,6,53.56549976124797,37.4,94.3,C
56,20,0.5,TypeA,7,51.365640059558096,52.9,97.1,A
57,20,0.5,TypeA,8,48.30039123838868,60.0,77.7,B
58,20,0.5,TypeA,9,48.07539381207439,53.2,96.1,C
59,20,0.5,TypeA,10,58.50563171570179,42.7,91.6,B
60,20,0.5,TypeA,11,55.36777256356118,38.9,94.8,B
61,20,0.5,TypeB,1,54.700412881077355,54.1,95.0,C
62,20,0.5,TypeB,2,53.41717051166809,59.4,84.5,B
63,20,0.5,TypeB,3,57.03683251299699,53.0,89.6,C
64,20,0.5,TypeB,4,51.81189668795966,34.5,93.1,B
65,20,0.5,TypeB,5,62.2862629111971,42.5,82.2,C
66,20,0.5,TypeB,6,55.24812001428541,27.0,98.8,A
67,20,0.5,TypeB,7,57.96399493920983,50.1,81.0,C
68,20,0.5,TypeB,8,51.63176644894602,32.0,90.6,C
69,20,0.5,TypeC,1,48.63081801252382,38.7,97.0,C
70,20,0.5,TypeC,2,45.40744012269744,56.6,94.9,C
71,20,0.5,TypeC,3,46.46069780275421,40.5,99.9,B
72,20,0.5,TypeC,4,51.23901828323298,32.0,91.2,A
73,20,0.5,TypeC,5,48.062086980445024,52.0,88.4,C
74,20,0.5,TypeC,6,52.572321827907004,41.5,88.7,B
75,20,0.5,TypeC,7,51.19012744795513,48.5,82.8,A
76,20,0.5,TypeC,8,50.140951252187605,44.7,93.7,A
77,20,0.5,TypeC,9,52.953523534119086,29.4,95.2,A
78,20,0.5,TypeC,10,47.920496324767065,53.5,87.3,A
79,20,1.0,,1,54.905880388267754,44.7,,C
80,20,1.0,,2,41.04621554269955,32.9,86.5,C
81,20,1.0,,3,49.05016405608124,42.3,95.5,B
82,20,1.0,,4,46.708556285755876,65.0,99.9,B
83,20,1.0,,5,48.77894702237076,52.8,99.9,B
84,20,1.0,,6,48.88086489086318,47.8,97.9,A
85,20,1.0,,7,53.555753198553404,48.2,91.8,A
86,20,1.0,,8,51.699121478207736,44.6,98.1,C
87,20,1.0,,9,50.137701058851036,41.7,,A
88,20,1.0,,10,55.92437555482984,40.9,85.7,A
89,20,1.0,TypeA,1,61.69511989811648,39.7,95.4,A
90,20,1.0,TypeA,2,60.086633716556676,45.9,92.2,B
91,20,1.0,TypeA,3,61.20853877467402,43.5,87.6,B
92,20,1.0,TypeA,4,61.43432249526645,50.2,83.5,C
93,20,1.0,TypeA,5,58.48897345306133,48.1,96.0,A
94,20,1.0,TypeA,6,65.27616892670112,54.8,95.8,A
95,20,1.0,TypeA,7,60.23394592343392,48.9,91.8,C
96,20,1.0,TypeA,8,61.31824252593394,24.2,91.4,A
97,20,1.0,TypeA,9,65.46806013853228,39.1,84.9,A
98,20,1.0,TypeA,10,58.450527636089944,43.7,97.3,B
99,20,1.0,TypeA,11,54.07255672832123,42.3,98.4,C
100,20,1.0,TypeB,1,61.432706433312426,58.2,92.5,C
101,20,1.0,TypeB,2,63.09231462897479,45.8,89.5,C
102,20,1.0,TypeB,3,66.88967733861732,56.7,93.3,C
103,20,1.0,TypeB,4,66.25864274173662,45.8,90.5,B
104,20,1.0,TypeB,5,64.1888613653892,41.8,91.9,B
105,20,1.0,TypeB,6,63.71935714416699,60.3,83.8,A
106,20,1.0,TypeB,7,63.08202542840727,52.7,88.5,A
107,20,1.0,TypeB,8,64.49309295060526,45.2,91.4,A
108,20,1.0,TypeB,9,64.62728890641593,37.1,89.6,A
109,20,1.0,TypeB,10,60.93877519536139,40.8,87.7,B
110,20,1.0,TypeC,1,52.05277704211692,43.2,92.1,C
111,20,1.0,TypeC,2,56.620614392350475,45.3,95.6,B
112,20,1.0,TypeC,3,57.89674306227539,46.1,97.3,A
113,20,1.0,TypeC,4,57.380115104970514,36.4,95.8,B
114,20,1.0,TypeC,5,58.56162105624264,28.5,89.7,C
115,20,1.0,TypeC,6,53.713819517609444,48.3,90.4,C
116,20,1.0,TypeC,7,51.2207736711668,33.1,97.8,B
117,20,1.0,TypeC,8,56.81264411514738,45.4,90.0,B
118,20,1.0,TypeC,9,56.425660981190234,55.4,93.3,B
119,20,1.0,TypeC,10,56.25141140725751,44.5,99.1,A
120,20,1.0,TypeC,11,58.855966516343386,42.5,,B
121,20,5.0,,1,59.325515973521526,41.3,92.5,B
122,20,5.0,,2,66.39530627260262,29.6,91.4,B
123,20,5.0,,3,65.26139715546805,55.1,96.7,C
124,20,5.0,,4,65.62907446860386,35.0,93.9,C
125,20,5.0,,5,66.47342854690014,44.4,92.8,A
126,20,5.0,,6,70.22522781290499,35.6,85.1,A
127,20,5.0,,7,66.20473183743466,50.1,92.2,C
128,20,5.0,,8,60.516851135198614,42.3,88.8,C
129,20,5.0,TypeA,1,83.94982568254383,45.7,86.2,C
130,20,5.0,TypeA,2,81.9982621729419,35.1,90.1,B
131,20,5.0,TypeA,3,85.99466828446693,32.9,93.5,B
132,20,5.0,TypeA,4,84.664281487403,34.8,95.9,C
133,20,5.0,TypeA,5,75.80884814313696,62.2,97.9,B
134,20,5.0,TypeA,6,83.2467962153176,33.6,,B
135,20,5.0,TypeA,7,79.8502878828831,61.8,85.4,A
136,20,5.0,TypeA,8,85.71496720250877,29.1,91.7,C
137,20,5.0,TypeA,9,84.94837335383188,40.2,97.4,C
138,20,5.0,TypeB,1,89.74896924189716,43.1,86.5,B
139,20,5.0,TypeB,2,87.77675860868484,48.8,95.9,C
140,20,5.0,TypeB,3,85.73456784178302,34.9,90.4,A
141,20,5.0,TypeB,4,86.03372996730207,43.0,89.4,A
142,20,5.0,TypeB,5,89.47357137714121,50.3,86.5,A
143,20,5.0,TypeB,6,87.69625838271939,38.6,96.3,C
144,20,5.0,TypeB,7,85.60231692926615,34.8,85.0,C
145,20,5.0,TypeB,8,86.9499413971242,43.8,87.1,C
146,20,5.0,TypeB,9,88.16091143588865,18.7,92.0,C
147,20,5.0,TypeC,1,80.02152464456096,22.6,98.3,C
148,20,5.0,TypeC,2,81.48977169345787,49.8,97.0,A
149,20,5.0,TypeC,3,79.24097078280845,31.5,99.9,B
150,20,5.0,TypeC,4,79.0384923366166,24.9,81.6,A
151,20,5.0,TypeC,5,87.36524642517293,45.3,93.3,C
152,20,5.0,TypeC,6,81.69322410474848,49.0,99.9,A
153,20,5.0,TypeC,7,79.18998763921076,54.9,92.6,C
154,20,5.0,TypeC,8,79.5561268485805,36.2,91.3,C
155,20,5.0,TypeC,9,79.26653623664934,54.6,99.9,A
156,20,5.0,TypeC,10,82.23282429098683,39.3,85.1,C
157,30,0.1,,1,36.532887255572376,52.1,98.5,B
158,30,0.1,,2,30.186916460455894,44.3,98.2,C
159,30,0.1,,3,33.254348251398675,34.1,87.5,B
160,30,0.1,,4,28.518276804316915,31.4,98.9,B
161,30,0.1,,5,28.92265916488634,59.1,97.4,C
162,30,0.1,,6,34.50354230187123,36.8,99.9,A
163,30,0.1,,7,36.13929778950371,56.0,92.2,B
164,30,0.1,,8,27.989658840824145,50.4,95.6,A
165,30,0.1,,9,29.171688064622163,44.7,93.0,B
166,30,0.1,TypeA,1,37.48639046346825,46.3,91.9,C
167,30,0.1,TypeA,2,42.841030079997246,44.0,89.9,C
168,30,0.1,TypeA,3,41.438396491326976,39.6,99.2,B
169,30,0.1,TypeA,4,42.227305941998566,37.5,91.1,C
170,30,0.1,TypeA,5,43.803131917821254,57.6,88.0,B
171,30,0.1,TypeA,6,43.14524278518724,51.5,94.9,C
172,30,0.1,TypeA,7,38.25209485751728,57.8,89.9,A
173,30,0.1,TypeA,8,37.90144914529294,68.3,94.3,C
174,30,0.1,TypeB,1,52.54057598740832,27.7,88.3,A
175,30,0.1,TypeB,2,39.40834539966501,40.8,99.9,C
176,30,0.1,TypeB,3,47.183591624518016,52.8,88.6,A
177,30,0.1,TypeB,4,42.786500945938954,36.4,99.9,C
178,30,0.1,TypeB,5,46.306767038578656,52.5,82.6,A
179,30,0.1,TypeB,6,46.80767158338102,29.7,91.0,B
180,30,0.1,TypeB,7,48.54008458329481,49.6,95.6,B
181,30,0.1,TypeB,8,43.2428336738825,36.3,94.3,A
182,30,0.1,TypeB,9,48.67142122179186,44.5,92.4,C
183,30,0.1,TypeB,10,45.07455375096944,41.8,92.9,A
184,30,0.1,TypeB,11,43.70123620762159,42.7,,C
185,30,0.1,TypeC,1,34.50826860733707,43.3,91.5,B
186,30,0.1,TypeC,2,38.59700024704605,38.5,92.4,C
187,30,0.1,TypeC,3,40.19661881228677,54.9,82.3,B
188,30,0.1,TypeC,4,39.15358554367156,40.4,98.8,C
189,30,0.1,TypeC,5,34.506603140965794,40.5,93.1,C
190,30,0.1,TypeC,6,31.222576387657067,62.9,96.2,C
191,30,0.1,TypeC,7,36.73674252396649,30.4,92.9,A
192,30,0.1,TypeC,8,40.36819939716173,50.8,94.9,A
193,30,0.5,,1,51.1170468720651,14.6,99.9,B
194,30,0.5,,2,50.99713061064401,39.0,92.2,B
195,30,0.5,,3,51.01659046292559,31.7,99.9,A
196,30,0.5,,4,47.262658689864416,45.2,87.1,B
197,30,0.5,,5,48.48807128189943,61.7,98.5,A
198,30,0.5,,6,47.786862552972764,23.7,90.3,C
199,30,0.5,,7,45.869104359223,44.3,85.7,B
200,30,0.5,,8,52.05851485108469,49.9,90.5,B
201,30,0.5,,9,47.54889368017414,46.2,96.2,A
202,30,0.5,TypeA,1,54.56039226318412,39.4,91.8,B
203,30,0.5,TypeA,2,57.411525621587636,52.7,,B
204,30,0.5,TypeA,3,61.576901026017445,38.2,86.0,C
205,30,0.5,TypeA,4,56.23116531602145,20.9,88.7,B
206,30,0.5,TypeA,5,59.55108748004244,59.4,85.5,C
207,30,0.5,TypeA,6,57.52751763360433,49.3,82.8,A
208,30,0.5,TypeA,7,60.59689297545611,51.5,97.3,B
209,30,0.5,TypeA,8,60.927523843153025,37.9,85.5,C
210,30,0.5,TypeA,9,60.406365745327356,48.7,99.9,A
211,30,0.5,TypeB,1,58.60544525534658,45.2,89.2,B
212,30,0.5,TypeB,2,57.9377828200903,36.2,97.2,A
213,30,0.5,TypeB,3,61.9970008817466,52.2,92.3,B
214,30,0.5,TypeB,4,69.31569562565289,39.8,,A
215,30,0.5,TypeB,5,59.96236537767982,36.1,86.7,A
216,30,0.5,TypeB,6,58.419484610246634,38.8,88.7,C
217,30,0.5,TypeB,7,57.82358739273121,36.3,94.0,A
218,30,0.5,TypeB,8,58.09159069662999,56.0,96.0,B
219,30,0.5,TypeB,9,61.70731822608545,42.4,98.7,B
220,30,0.5,TypeC,1,58.860937069693165,65.2,99.7,C
221,30,0.5,TypeC,2,56.49732928333676,33.8,89.6,B
222,30,0.5,TypeC,3,48.186367403704125,41.4,90.5,B
223,30,0.5,TypeC,4,56.89313009518725,38.5,96.8,B
224,30,0.5,TypeC,5,55.973642064405176,41.3,91.9,A
225,30,0.5,TypeC,6,53.45403406710528,43.2,89.3,A
226,30,0.5,TypeC,7,52.27447529848368,38.4,94.4,B
227,30,0.5,TypeC,8,51.72214000954773,35.2,91.0,C
228,30,0.5,TypeC,9,60.00112761103534,50.5,91.6,A
229,30,0.5,TypeC,10,56.94234814537001,48.7,78.7,C
230,30,1.0,,1,57.45979887446734,55.3,95.9,B
231,30,1.0,,2,57.124816684141436,28.0,89.4,B
232,30,1.0,,3,55.45822929479099,62.6,88.4,A
233,30,1.0,,4,57.782785919951905,55.8,99.9,B
234,30,1.0,,5,57.17419982619709,60.0,93.8,A
235,30,1.0,,6,53.24197204466267,31.5,95.3,B
236,30,1.0,,7,51.80695951115901,63.0,97.1,B
237,30,1.0,,8,55.377428706671196,42.2,92.1,A
238,30,1.0,,9,58.11322715738471,49.1,,A
239,30,1.0,TypeA,1,70.6091067676158,44.2,89.7,A
240,30,1.0,TypeA,2,66.89621666739811,44.6,99.7,B
241,30,1.0,TypeA,3,66.37373963078365,41.8,92.3,B
242,30,1.0,TypeA,4,66.92263177926655,34.8,83.9,C
243,30,1.0,TypeA,5,64.57249363949022,45.4,83.6,A
244,30,1.0,TypeA,6,61.83287759708506,39.9,92.6,B
245,30,1.0,TypeA,7,66.87985179647211,34.7,95.8,B
246,30,1.0,TypeA,8,60.772749382079525,41.1,,A
247,30,1.0,TypeA,9,71.80252734441953,53.4,85.6,C
248,30,1.0,TypeB,1,68.80333538371313,45.0,97.3,A
249,30,1.0,TypeB,2,70.11272712014055,34.1,91.1,C
250,30,1.0,TypeB,3,71.09249085548048,44.2,87.6,B
251,30,1.0,TypeB,4,68.19955802283248,42.0,91.3,C
252,30,1.0,TypeB,5,72.65893097352739,55.9,90.2,B
253,30,1.0,TypeB,6,67.43107809850632,48.9,88.0,A
254,30,1.0,TypeB,7,74.51623263027557,47.9,94.9,A
255,30,1.0,TypeB,8,62.310315017022994,42.3,94.7,A
256,30,1.0,TypeB,9,65.26788296356688,42.5,97.3,C
257,30,1.0,TypeB,10,72.27345557459331,33.2,95.7,B
258,30,1.0,TypeC,1,64.51616526719062,50.8,93.0,A
259,30,1.0,TypeC,2,63.77190971407311,40.9,88.2,A
260,30,1.0,TypeC,3,57.90731702671467,48.3,92.9,B
261,30,1.0,TypeC,4,62.006534764210954,48.1,94.2,A
262,30,1.0,TypeC,5,60.2502373219691,43.3,94.0,B
263,30,1.0,TypeC,6,65.78936632996546,41.0,92.6,B
264,30,1.0,TypeC,7,60.527806179332856,38.1,98.1,B
265,30,1.0,TypeC,8,55.64371592430342,54.3,88.2,B
266,30,1.0,TypeC,9,60.916108409017575,44.7,92.4,B
267,30,1.0,TypeC,10,65.81620565196582,54.4,97.1,C
268,30,5.0,,1,70.23492931101968,47.9,,A
269,30,5.0,,2,66.3899777566515,59.3,96.4,C
270,30,5.0,,3,70.79537028864306,73.9,86.4,A
271,30,5.0,,4,70.83063664453306,42.6,94.7,C
272,30,5.0,,5,68.24206892441028,38.1,97.5,B
273,30,5.0,,6,70.95158187607748,54.3,98.8,A
274,30,5.0,,7,70.2551165305098,35.6,89.6,A
275,30,5.0,,8,72.12924567447602,56.2,93.6,C
276,30,5.0,,9,67.70105173713164,47.7,99.9,C
277,30,5.0,TypeA,1,98.99952984778675,38.4,93.4,A
278,30,5.0,TypeA,2,95.0498915614206,29.5,94.1,C
279,30,5.0,TypeA,3,88.96490104249501,29.0,87.6,C
280,30,5.0,TypeA,4,89.36734320156913,45.7,93.6,C
281,30,5.0,TypeA,5,92.15675867262561,41.2,95.5,B
282,30,5.0,TypeA,6,95.18106533726052,65.2,98.6,B
283,30,5.0,TypeA,7,89.40300840807268,41.6,87.6,C
284,30,5.0,TypeA,8,89.30109225058658,55.3,91.8,C
285,30,5.0,TypeB,1,103.72651668732813,59.9,90.7,B
286,30,5.0,TypeB,2,98.88395610023875,39.4,91.8,B
287,30,5.0,TypeB,3,93.3041074524822,41.1,93.0,A
288,30,5.0,TypeB,4,95.95415860324229,59.4,86.8,A
289,30,5.0,TypeB,5,99.05049593386751,47.2,83.9,B
290,30,5.0,TypeB,6,101.2986502400897,46.7,97.2,C
291,30,5.0,TypeB,7,98.52593887482136,48.4,99.9,C
292,30,5.0,TypeB,8,97.87349953267059,48.3,89.2,C
293,30,5.0,TypeB,9,98.5953176215279,43.4,91.8,C
294,30,5.0,TypeC,1,95.36480104851051,39.7,92.1,A
295,30,5.0,TypeC,2,90.08850774298251,69.3,91.7,B
296,30,5.0,TypeC,3,89.63354520236967,46.2,84.3,C
297,30,5.0,TypeC,4,96.10979993771662,35.1,87.5,A
298,30,5.0,TypeC,5,93.0436497604383,32.9,99.0,C
299,30,5.0,TypeC,6,92.17643105941947,58.9,82.8,B
300,30,5.0,TypeC,7,90.74481442096182,49.9,88.2,A
301,30,5.0,TypeC,8,95.76550249453896,47.1,90.7,B
302,30,5.0,TypeC,9,91.56990947990151,54.1,,B
303,30,5.0,TypeC,10,91.64364680256163,42.2,94.7,A
304,30,5.0,TypeC,11,91.61518513271673,44.5,98.1,A
305,40,0.1,,1,34.799549203017925,42.8,89.2,A
306,40,0.1,,2,35.428663691654386,51.7,92.0,A
307,40,0.1,,3,38.87883244789421,59.2,95.3,A
308,40,0.1,,4,38.39421430558208,41.2,97.0,A
309,40,0.1,,5,37.02354869058502,59.1,97.6,A
310,40,0.1,,6,37.12890367378305,51.5,95.8,C
311,40,0.1,,7,37.92115939838639,49.5,98.7,B
312,40,0.1,,8,33.4393884259936,48.0,94.5,A
313,40,0.1,TypeA,1,48.052708174494015,38.2,90.5,C
314,40,0.1,TypeA,2,46.296754818000316,63.7,88.5,C
315,40,0.1,TypeA,3,49.48273940357716,56.4,92.0,C
316,40,0.1,TypeA,4,52.40050192081638,43.4,88.2,B
317,40,0.1,TypeA,5,45.44097648564748,47.8,96.9,A
318,40,0.1,TypeA,6,42.984866621703276,35.6,97.7,C
319,40,0.1,TypeA,7,48.442083176244225,38.9,85.9,B
320,40,0.1,TypeA,8,41.01492847281616,35.3,96.1,B
321,40,0.1,TypeA,9,44.60849798249636,57.6,92.7,B
322,40,0.1,TypeA,10,42.86757851271846,55.4,92.8,C
323,40,0.1,TypeB,1,52.42088965838326,40.0,99.9,A
324,40,0.1,TypeB,2,49.776193637842724,44.6,92.4,C
325,40,0.1,TypeB,3,55.77699130925015,49.7,87.6,C
326,40,0.1,TypeB,4,53.13290569360613,43.8,91.9,A
327,40,0.1,TypeB,5,49.029055436750035,58.8,94.8,A
328,40,0.1,TypeB,6,49.27583134698147,42.7,97.3,A
329,40,0.1,TypeB,7,46.73205990852608,56.2,82.7,B
330,40,0.1,TypeB,8,52.26417275463214,42.0,94.7,A
331,40,0.1,TypeB,9,50.13387661357655,65.9,90.8,C
332,40,0.1,TypeB,10,48.28137281425708,45.9,87.2,A
333,40,0.1,TypeC,1,38.527902279096864,39.9,91.1,C
334,40,0.1,TypeC,2,39.53141914424394,48.8,89.5,B
335,40,0.1,TypeC,3,47.107559866708876,50.6,79.7,C
336,40,0.1,TypeC,4,43.43647130924893,45.6,84.1,C
337,40,0.1,TypeC,5,44.88725140160374,29.9,89.8,A
338,40,0.1,TypeC,6,41.7593070791735,60.3,86.9,A
339,40,0.1,TypeC,7,45.28646572713781,43.4,91.3,C
340,40,0.1,TypeC,8,38.44813772359801,75.7,82.9,A
341,40,0.1,TypeC,9,41.24888980221678,56.6,90.3,B
342,40,0.1,TypeC,10,44.20184360574596,37.2,95.1,B
343,40,0.5,,1,55.032483285554356,38.6,89.0,A
344,40,0.5,,2,51.456528412314434,17.5,89.2,B
345,40,0.5,,3,57.54448084719084,31.7,96.1,A
346,40,0.5,,4,52.976024968678814,42.5,84.0,C
347,40,0.5,,5,56.01595782925134,36.3,92.2,C
348,40,0.5,,6,54.27626811281172,55.8,93.1,B
349,40,0.5,,7,53.13077788937378,42.4,98.3,A
350,40,0.5,,8,48.823276424144076,41.6,89.9,A
351,40,0.5,,9,54.285453782799,46.6,94.3,B
352,40,0.5,,10,51.53767810847477,39.2,95.9,C
353,40,0.5,,11,59.238829811601015,42.9,88.5,B
354,40,0.5,TypeA,1,65.29003073501829,45.1,83.5,C
355,40,0.5,TypeA,2,66.94049189604866,43.0,95.8,A
356,40,0.5,TypeA,3,60.47873531768109,28.3,92.5,C
357,40,0.5,TypeA,4,63.8507434320038,50.2,94.0,B
358,40,0.5,TypeA,5,68.53567068053994,56.0,94.5,A
359,40,0.5,TypeA,6,62.301359280169045,33.2,95.1,B
360,40,0.5,TypeA,7,62.79638452822384,47.3,89.3,B
361,40,0.5,TypeA,8,64.08967325712058,47.9,92.7,C
362,40,0.5,TypeA,9,63.776369456501286,39.6,95.5,B
363,40,0.5,TypeB,1,63.74561992577157,37.5,88.3,C
364,40,0.5,TypeB,2,65.61085586104947,38.4,86.9,A
365,40,0.5,TypeB,3,62.305071995855556,57.0,88.4,C
366,40,0.5,TypeB,4,66.42938976405708,57.4,94.8,A
367,40,0.5,TypeB,5,71.33204624090521,37.4,92.6,C
368,40,0.5,TypeB,6,70.52629620039089,44.0,88.5,B
369,40,0.5,TypeB,7,68.64883804927442,58.2,84.1,C
370,40,0.5,TypeB,8,69.67349510807227,51.0,86.6,C
371,40,0.5,TypeB,9,65.74225508712948,49.7,81.9,A
372,40,0.5,TypeB,10,66.91899914562272,46.8,90.1,B
373,40,0.5,TypeC,1,60.04557180389752,22.7,84.1,C
374,40,0.5,TypeC,2,59.4396354130426,70.0,92.2,B
375,40,0.5,TypeC,3,62.57659122875578,45.8,95.5,C
376,40,0.5,TypeC,4,56.446326218555974,67.8,89.1,C
377,40,0.5,TypeC,5,55.986160318360334,41.4,93.1,B
378,40,0.5,TypeC,6,60.961671002869174,31.4,94.1,C
379,40,0.5,TypeC,7,60.324901466608836,61.7,91.0,B
380,40,0.5,TypeC,8,64.92585085732242,30.2,93.2,C
381,40,0.5,TypeC,9,65.39013907890961,57.1,96.3,A
382,40,0.5,TypeC,10,60.670303677277985,51.9,97.4,B
383,40,1.0,,1,61.5480521378451,53.6,88.6,C
384,40,1.0,,2,62.247122489159615,36.7,89.6,C
385,40,1.0,,3,61.930433669223156,20.2,,A
386,40,1.0,,4,56.0951968932381,38.7,85.6,B
387,40,1.0,,5,58.43087798788858,44.6,,C
388,40,1.0,,6,62.45808541960795,58.5,97.6,A
389,40,1.0,,7,63.72521191909303,40.8,92.1,C
390,40,1.0,,8,61.9615481721688,28.9,89.3,B
391,40,1.0,,9,59.07079266432582,40.9,92.1,C
392,40,1.0,,10,60.26595958575326,61.7,89.8,C
393,40,1.0,TypeA,1,66.43988339648968,31.1,86.4,C
394,40,1.0,TypeA,2,73.19572938292718,53.7,94.2,C
395,40,1.0,TypeA,3,69.91972006036065,50.1,99.9,A
396,40,1.0,TypeA,4,70.78541217394765,42.8,96.1,A
397,40,1.0,TypeA,5,72.71343273545456,33.9,78.3,B
398,40,1.0,TypeA,6,68.2369361870827,57.5,84.6,A
399,40,1.0,TypeA,7,72.1427300773737,43.6,88.5,A
400,40,1.0,TypeA,8,68.60890815598673,39.5,88.7,B
401,40,1.0,TypeB,1,75.59278617060282,70.8,97.9,A
402,40,1.0,TypeB,2,76.84031248852311,29.1,91.4,A
403,40,1.0,TypeB,3,73.9726218498591,46.0,88.4,B
404,40,1.0,TypeB,4,74.14349029688238,63.1,91.3,B
405,40,1.0,TypeB,5,76.30496726426038,40.1,92.8,B
406,40,1.0,TypeB,6,81.81142496617375,32.9,92.1,C
407,40,1.0,TypeB,7,74.2761897853087,52.1,84.8,C
408,40,1.0,TypeB,8,80.41881025748935,50.9,93.3,B
409,40,1.0,TypeB,9,73.09014781585596,46.1,99.9,B
410,40,1.0,TypeB,10,78.44721941702937,36.8,87.2,B
411,40,1.0,TypeC,1,65.50580743904445,57.6,87.8,C
412,40,1.0,TypeC,2,66.74767895408107,47.5,82.5,C
413,40,1.0,TypeC,3,67.84294291463219,54.3,99.4,A
414,40,1.0,TypeC,4,71.46883841094925,37.8,94.7,A
415,40,1.0,TypeC,5,69.0361570059898,45.0,95.5,B
416,40,1.0,TypeC,6,64.09575673172172,32.1,99.9,C
417,40,1.0,TypeC,7,66.62557598776125,45.0,83.5,C
418,40,1.0,TypeC,8,69.45783731714644,49.1,84.3,C
419,40,5.0,,1,75.9396485920319,65.7,87.1,B
420,40,5.0,,2,77.29375924070506,60.6,,A
421,40,5.0,,3,81.60037396244098,54.5,92.7,B
422,40,5.0,,4,79.65767042122161,49.9,89.3,A
423,40,5.0,,5,77.93551792576046,56.1,96.2,A
424,40,5.0,,6,68.59578547547717,45.1,92.1,B
425,40,5.0,,7,77.34268797479257,52.9,97.5,A
426,40,5.0,,8,80.12431577876617,48.8,,A
427,40,5.0,,9,73.42753826970994,49.1,99.9,C
428,40,5.0,,10,78.16302572999922,37.1,92.8,A
429,40,5.0,,11,76.4792122434248,34.7,92.4,B
430,40,5.0,TypeA,1,105.19063025678844,34.8,95.3,B
431,40,5.0,TypeA,2,96.2683707436671,38.4,93.8,A
432,40,5.0,TypeA,3,104.29038391111995,54.1,90.8,C
433,40,5.0,TypeA,4,102.26529658277772,23.2,88.7,C
434,40,5.0,TypeA,5,101.40877112789798,55.4,95.5,A
435,40,5.0,TypeA,6,105.56117852604801,56.2,99.9,A
436,40,5.0,TypeA,7,106.83704739020989,41.3,88.4,B
437,40,5.0,TypeA,8,107.78430777278564,68.1,95.4,A
