order_id,customer_id,order_date,category,unit_price,quantity,total_amount,channel,returned,rating
10325,796,2023-03-31,Sports,113.34,2,226.68,In-Store,0,3
10326,532,2023-06-03,Electronics,5,5,25,In-Store,0,5
10327,826,2023-08-24,Home & Garden,87.49,1,87.49,Mobile,0,1
10328,165,2023-06-16,Home & Garden,5,4,20,Web,0,4
10329,758,2023-02-03,Home & Garden,148.51,3,445.53,Web,0,5
10330,886,2023-12-09,Books,5.24,1,5.24,Mobile,0,5
10331,434,2023-11-09,Electronics,160.47,1,160.47,Web,0,4
10332,308,2023-10-11,Toys,43.97,3,131.91,Web,0,5
10333,166,2023-08-22,Electronics,327.62,2,655.24,Web,0,3
10334,193,2023-10-22,Sports,21.9,1,21.9,Web,0,4
10335,481,2023-02-14,Home & Garden,154.17,2,308.34,Mobile,0,4
10336,847,2023-08-06,Books,5.39,2,10.78,In-Store,0,5
10337,837,2023-12-08,Home & Garden,16.54,2,33.08,Web,0,
10338,652,2023-08-22,Electronics,293.83,1,293.83,In-Store,0,
10339,823,2023-04-09,Toys,38.8,1,38.8,Web,0,3
10340,456,2023-12-03,Toys,26.27,1,26.27,Web,0,5
10341,234,2023-11-03,Toys,19.52,1,19.52,Web,0,5
10342,943,2023-05-11,Toys,47.47,1,47.47,In-Store,0,4
10343,720,2023-10-04,Clothing,48.8,1,48.8,In-Store,0,4
10344,223,2023-06-09,Sports,31.88,1,31.88,Mobile,0,5
10345,494,2023-04-25,Books,28.91,2,57.82,Mobile,0,3
10346,344,2023-01-03,Electronics,476.06,1,476.06,Web,0,5
10347,651,2023-03-01,Books,14.23,1,14.23,Mobile,1,1
10348,191,2023-09-19,Clothing,5,1,5,Web,0,4
10349,199,2023-11-10,Electronics,191.51,3,574.53,Mobile,0,5
10350,906,2023-11-25,Home & Garden,82.73,4,330.92,In-Store,0,5
10351,781,2023-10-06,Sports,107.77,2,215.54,Web,0,2
10352,863,2023-01-05,Books,16.21,1,16.21,Mobile,0,4
10353,559,2023-11-12,Sports,5,1,5,Mobile,0,5
10354,203,2023-03-26,Clothing,88.44,1,88.44,Web,0,4
10355,358,2023-04-16,Clothing,30.45,4,121.8,Mobile,0,4
10356,551,2023-03-17,Home & Garden,21.58,1,21.58,Web,0,5
10357,776,2023-08-13,Toys,44.43,1,44.43,Mobile,0,5
10358,703,2023-10-11,Electronics,397.33,1,397.33,In-Store,0,5
10359,248,2023-07-04,Books,13.97,1,13.97,Web,0,5
10360,141,2023-12-06,Books,20.02,2,40.04,Mobile,0,1
10361,442,2023-09-14,Toys,14.79,1,14.79,Web,1,2
10362,290,2023-01-25,Electronics,98.12,1,98.12,Web,0,5
10363,661,2023-10-25,Home & Garden,32.72,2,65.44,In-Store,0,2
10364,910,2023-03-08,Electronics,227.62,1,227.62,Mobile,0,4
10365,955,2023-04-11,Home & Garden,5,2,10,Mobile,1,3
10366,997,2023-10-07,Home & Garden,111.25,4,445.0,Mobile,0,4
10367,301,2023-03-26,Toys,9.46,5,47.3,Web,0,5
10368,747,2023-06-04,Books,38.48,4,153.92,Web,0,4
10369,310,2023-05-05,Toys,36.54,2,73.08,Web,0,5
10370,334,2023-08-29,Books,40.66,2,81.32,Web,0,3
10371,497,2023-03-11,Home & Garden,90.59,1,90.59,Web,0,3
10372,109,2023-03-04,Sports,56.03,3,168.09,Web,0,5
10373,890,2023-05-07,Toys,5.48,1,5.48,Web,0,3
10374,359,2023-04-07,Home & Garden,77.0,2,154.0,In-Store,0,4
10375,461,2023-05-25,Clothing,41.89,3,125.67,Mobile,1,3
10376,523,2023-03-19,Sports,71.33,3,213.99,Web,1,2
10377,498,2023-10-05,Clothing,42.2,2,84.4,Mobile,0,4
10378,542,2023-04-25,Books,35.41,2,70.82,Web,0,
10379,570,2023-06-17,Books,40.35,1,40.35,Web,0,2
10380,422,2023-02-06,Books,22.17,1,22.17,Web,1,1
10381,476,2023-10-17,Toys,5.73,1,5.73,In-Store,0,5
10382,708,2023-09-28,Sports,40.47,2,80.94,Web,0,3
10383,312,2023-01-27,Sports,27.04,1,27.04,Mobile,0,5
10384,272,2023-08-07,Electronics,371.52,1,371.52,In-Store,0,5
10385,304,2023-03-06,Toys,5,3,15,Web,0,5
10386,490,2023-03-08,Books,33.83,1,33.83,Web,0,3
10387,175,2023-08-26,Home & Garden,161.66,1,161.66,In-Store,0,5
10388,627,2023-04-02,Sports,75.64,2,151.28,Web,0,5
10389,836,2023-04-17,Toys,26.87,2,53.74,Web,0,4
10390,990,2023-11-01,Home & Garden,41.72,1,41.72,Web,0,5
10391,814,2023-08-20,Sports,58.03,1,58.03,In-Store,0,4
10392,324,2023-11-22,Clothing,59.71,1,59.71,Mobile,0,5
10393,579,2023-02-12,Clothing,5,1,5,Web,0,5
10394,499,2023-02-19,Electronics,110.26,1,110.26,Web,0,4
10395,822,2023-07-20,Electronics,256.73,1,256.73,Web,0,5
10396,876,2023-01-20,Sports,64.37,1,64.37,In-Store,0,3
10397,863,2023-10-02,Electronics,264.34,1,264.34,Web,0,4
10398,370,2023-03-23,Books,30.47,2,60.94,Web,0,4
10399,707,2023-07-17,Books,21.59,1,21.59,In-Store,0,5
10400,604,2023-09-28,Electronics,386.73,1,386.73,Web,0,4
10401,332,2023-10-18,Sports,79.68,3,239.04,Web,0,4
10402,302,2023-01-24,Electronics,112.75,3,338.25,Web,1,2
10403,418,2023-02-16,Home & Garden,131.89,2,263.78,Web,0,5
10404,440,2023-11-14,Home & Garden,42.74,1,42.74,Web,0,5
10405,512,2023-02-05,Clothing,47.7,1,47.7,Mobile,0,5
