session_id,user_id,timestamp,device,traffic_source,duration_seconds,pages_viewed,bounce,converted,cart_value
S000071,1195,2024-01-09 05:00,Mobile,Organic,214,4,0,0,0.0
S000072,1021,2024-01-10 08:00,Tablet,Direct,96,2,0,0,0.0
S000073,1071,2024-01-11 03:00,Tablet,Organic,136,1,1,0,0.0
S000074,1018,2024-01-18 03:00,Mobile,Direct,123,9,0,1,71.49
S000075,1092,2024-03-10 00:00,Desktop,Direct,41,5,0,0,0.0
S000076,1108,2024-02-10 06:00,Desktop,Social,660,8,0,1,127.9
S000077,1105,2024-01-30 13:00,Mobile,Organic,739,3,0,0,0.0
S000078,1197,2024-01-06 12:00,Mobile,Paid,61,1,1,0,0.0
S000079,1121,2024-02-14 14:00,Desktop,Organic,370,6,0,0,0.0
S000080,1045,2024-01-22 16:00,Desktop,Email,709,7,0,0,0.0
S000081,1187,2024-03-08 20:00,Desktop,Social,294,4,0,0,0.0
S000082,1066,2024-02-29 11:00,Mobile,Organic,106,5,0,0,0.0
S000083,1126,2024-02-04 14:00,Tablet,Paid,824,7,0,1,28.34
S000084,1166,2024-01-17 22:00,Desktop,Organic,727,3,0,0,0.0
S000085,1130,2024-03-10 00:00,Desktop,Email,86,4,0,0,0.0
S000086,1137,2024-03-11 20:00,Tablet,Direct,42,6,0,0,0.0
S000087,1103,2024-03-30 01:00,Tablet,Organic,259,8,0,0,0.0
S000088,1067,2024-01-23 07:00,Mobile,Email,10,5,0,0,0.0
S000089,1184,2024-01-18 18:00,Mobile,Email,129,3,0,0,0.0
S000090,1148,2024-02-01 22:00,Tablet,Social,332,10,0,0,0.0
S000091,1084,2024-03-24 00:00,Desktop,Organic,230,3,0,0,0.0
S000092,1150,2024-01-08 18:00,Mobile,Organic,252,2,0,0,0.0
S000093,1056,2024-01-04 13:00,Desktop,Direct,61,3,0,0,0.0
S000094,1035,2024-02-11 06:00,Desktop,Direct,1076,3,0,0,0.0
S000095,1171,2024-01-01 22:00,Desktop,Organic,207,6,0,0,0.0
S000096,1028,2024-02-25 17:00,Mobile,Organic,442,4,0,0,0.0
S000097,1031,2024-01-06 20:00,Desktop,Organic,2860,2,0,1,30.59
S000098,1079,2024-02-13 17:00,Mobile,Social,690,8,0,0,0.0
S000099,1062,2024-01-10 05:00,Desktop,Direct,15,2,0,1,110.34
S000100,1096,2024-03-09 17:00,Desktop,Organic,129,4,0,0,0.0
S000101,1102,2024-03-14 14:00,Mobile,Direct,421,5,0,1,34.86
S000102,1054,2024-03-23 13:00,Mobile,Paid,180,8,0,0,0.0
S000103,1065,2024-01-02 06:00,Desktop,Direct,98,3,0,0,0.0
S000104,1172,2024-01-03 14:00,Tablet,Organic,57,7,0,0,0.0
S000105,1101,2024-01-25 21:00,Desktop,Organic,182,6,0,0,0.0
S000106,1193,2024-01-20 00:00,Mobile,Paid,1017,5,0,1,28.08
S000107,1141,2024-02-24 10:00,Desktop,Paid,154,3,0,0,0.0
S000108,1003,2024-03-21 14:00,Mobile,Paid,177,3,0,1,78.27
S000109,1094,2024-01-02 00:00,Tablet,Direct,35,2,0,0,0.0
S000110,1007,2024-01-21 03:00,Desktop,Paid,118,5,0,0,0.0
S000111,1098,2024-02-05 21:00,Mobile,Organic,31,2,0,0,0.0
S000112,1087,2024-01-06 12:00,Mobile,Organic,231,8,0,1,102.28
S000113,1070,2024-02-16 18:00,Desktop,Paid,341,10,0,0,0.0
S000114,1162,2024-03-09 10:00,Mobile,Direct,156,3,0,0,0.0
S000115,1090,2024-02-14 06:00,Desktop,Organic,284,8,0,0,0.0
S000116,1055,2024-02-12 19:00,Mobile,Organic,35,6,0,0,0.0
S000117,1106,2024-01-24 10:00,Desktop,Direct,141,3,0,0,0.0
S000118,1141,2024-03-26 07:00,Desktop,Paid,361,3,0,1,144.81
S000119,1097,2024-01-01 07:00,Mobile,Direct,317,6,0,0,0.0
S000120,1152,2024-03-22 23:00,Mobile,Organic,466,4,0,0,0.0
S000121,1010,2024-01-08 14:00,Mobile,Organic,325,5,0,0,0.0
S000122,1144,2024-02-08 02:00,Mobile,Social,30,3,0,1,23.0
S000123,1128,2024-01-02 11:00,Mobile,Paid,86,4,0,0,0.0
S000124,1018,2024-02-02 14:00,Desktop,Organic,303,6,0,0,0.0
S000125,1163,2024-03-25 01:00,Desktop,Direct,284,5,0,0,0.0
S000126,1042,2024-01-09 19:00,Tablet,Organic,1382,6,0,1,18.41
S000127,1108,2024-03-07 19:00,Mobile,Social,44,9,0,0,0.0
S000128,1196,2024-03-26 21:00,Desktop,Organic,227,4,0,0,0.0
S000129,1065,2024-02-29 08:00,Mobile,Paid,432,4,0,0,0.0
S000130,1156,2024-03-29 11:00,Desktop,Organic,186,8,0,0,0.0
S000131,1116,2024-02-27 09:00,Desktop,Paid,425,5,0,1,43.57
S000132,1145,2024-01-28 22:00,Desktop,Organic,610,1,1,0,0.0
S000133,1054,2024-02-08 08:00,Mobile,Paid,398,1,1,0,0.0
S000134,1025,2024-01-18 04:00,Mobile,Paid,27,4,0,0,0.0
S000135,1144,2024-02-21 07:00,Desktop,Paid,426,3,0,1,62.28
S000136,1105,2024-01-05 07:00,Mobile,Email,100,5,0,0,0.0
S000137,1193,2024-03-26 21:00,Desktop,Social,57,11,0,0,0.0
S000138,1057,2024-02-13 01:00,Mobile,Direct,125,6,0,1,61.55
S000139,1076,2024-03-18 23:00,Tablet,Direct,167,6,0,0,0.0
S000140,1173,2024-03-23 02:00,Mobile,Organic,595,7,0,0,0.0
S000141,1171,2024-01-24 14:00,Desktop,Social,719,3,0,0,0.0
S000142,1015,2024-01-05 23:00,Mobile,Organic,206,3,0,0,0.0
S000143,1018,2024-01-24 12:00,Desktop,Direct,93,5,0,0,0.0
S000144,1152,2024-01-29 12:00,Desktop,Organic,268,9,0,0,0.0
S000145,1128,2024-01-16 14:00,Desktop,Paid,257,2,0,0,0.0
S000146,1039,2024-01-05 09:00,Mobile,Social,147,3,0,0,0.0
S000147,1070,2024-01-16 03:00,Desktop,Organic,26,1,1,0,0.0
S000148,1077,2024-02-16 02:00,Tablet,Direct,174,4,0,0,0.0
S000149,1138,2024-03-30 06:00,Mobile,Social,118,6,0,0,0.0
S000150,1057,2024-03-22 14:00,Desktop,Direct,53,6,0,0,0.0
S000151,1042,2024-02-24 07:00,Mobile,Direct,138,5,0,0,0.0
S000152,1058,2024-02-09 19:00,Desktop,Direct,70,6,0,0,0.0
S000153,1073,2024-02-03 14:00,Desktop,Paid,275,5,0,0,0.0
S000154,1181,2024-03-24 16:00,Tablet,Social,467,2,0,0,0.0
S000155,1053,2024-01-04 01:00,Mobile,Organic,41,5,0,0,0.0
S000156,1131,2024-01-27 22:00,Desktop,Direct,703,4,0,1,59.54
S000157,1131,2024-03-01 07:00,Desktop,Organic,323,6,0,0,0.0
S000158,1041,2024-01-29 03:00,Mobile,Email,532,5,0,0,0.0
S000159,1062,2024-01-26 04:00,Tablet,Organic,144,6,0,0,0.0
S000160,1183,2024-03-22 10:00,Mobile,Paid,82,6,0,1,49.52
S000161,1022,2024-03-25 06:00,Desktop,Direct,481,6,0,1,39.05
S000162,1082,2024-03-22 01:00,Desktop,Direct,52,5,0,0,0.0
S000163,1106,2024-02-23 18:00,Desktop,Paid,5,5,0,0,0.0
S000164,1060,2024-03-09 03:00,Desktop,Direct,254,7,0,0,0.0
S000165,1087,2024-01-30 22:00,Mobile,Paid,204,7,0,0,0.0
S000166,1103,2024-02-27 23:00,Mobile,Paid,92,1,1,0,0.0
S000167,1009,2024-03-23 14:00,Mobile,Paid,93,6,0,0,0.0
S000168,1082,2024-03-16 13:00,Tablet,Direct,14,6,0,0,0.0
S000169,1060,2024-03-29 13:00,Mobile,Direct,454,6,0,0,0.0
S000170,1170,2024-01-28 17:00,Mobile,Social,414,3,0,0,0.0
S000171,1018,2024-03-11 17:00,Desktop,Social,406,8,0,0,0.0
S000172,1172,2024-03-07 07:00,Desktop,Email,6,7,0,0,0.0
S000173,1198,2024-03-02 22:00,Tablet,Organic,188,6,0,0,0.0
S000174,1115,2024-01-08 00:00,Mobile,Email,261,6,0,1,19.43
S000175,1174,2024-03-08 13:00,Mobile,Paid,235,4,0,1,32.98
S000176,1001,2024-01-07 06:00,Tablet,Paid,621,5,0,0,0.0
S000177,1115,2024-01-28 21:00,Mobile,Direct,375,6,0,0,0.0
S000178,1144,2024-03-19 02:00,Mobile,Organic,208,5,0,0,0.0
S000179,1062,2024-02-21 20:00,Mobile,Paid,109,8,0,0,0.0
S000180,1032,2024-03-24 13:00,Mobile,Paid,936,6,0,1,20.57
S000181,1084,2024-02-26 21:00,Mobile,Organic,612,6,0,0,0.0
S000182,1100,2024-03-15 13:00,Desktop,Organic,235,6,0,0,0.0
S000183,1014,2024-02-25 01:00,Mobile,Organic,274,3,0,0,0.0
S000184,1146,2024-01-05 08:00,Mobile,Social,463,5,0,0,0.0
S000185,1127,2024-01-15 09:00,Desktop,Organic,510,10,0,0,0.0
S000186,1019,2024-02-17 02:00,Desktop,Paid,142,3,0,0,0.0
S000187,1165,2024-02-09 18:00,Desktop,Organic,497,5,0,1,23.97
S000188,1123,2024-03-30 15:00,Mobile,Organic,531,3,0,1,32.61
S000189,1113,2024-01-31 11:00,Mobile,Direct,77,7,0,0,0.0
S000190,1062,2024-03-10 09:00,Mobile,Email,93,3,0,0,0.0
S000191,1002,2024-01-10 02:00,Tablet,Organic,195,2,0,0,0.0
S000192,1084,2024-03-06 23:00,Mobile,Organic,594,5,0,0,0.0
S000193,1094,2024-03-27 05:00,Desktop,Direct,362,10,0,0,0.0
S000194,1029,2024-01-04 16:00,Desktop,Direct,527,7,0,0,0.0
S000195,1160,2024-03-07 20:00,Mobile,Organic,25,2,0,0,0.0
S000196,1041,2024-02-11 12:00,Mobile,Organic,1625,2,0,1,319.94
S000197,1179,2024-03-23 12:00,Desktop,Organic,121,4,0,0,0.0
S000198,1030,2024-02-27 14:00,Desktop,Organic,140,7,0,0,0.0
S000199,1012,2024-01-01 06:00,Tablet,Direct,374,8,0,0,0.0
S000200,1040,2024-01-05 00:00,Mobile,Organic,11,10,0,0,0.0
S000201,1087,2024-01-13 08:00,Desktop,Organic,404,5,0,0,0.0
S000202,1097,2024-03-19 06:00,Desktop,Paid,546,3,0,1,116.3
S000203,1129,2024-03-02 21:00,Desktop,Paid,699,5,0,1,61.62
S000204,1069,2024-03-07 00:00,Tablet,Paid,279,4,0,1,58.46
S000205,1158,2024-03-04 06:00,Desktop,Social,1235,8,0,1,58.55
S000206,1016,2024-02-16 02:00,Desktop,Direct,293,8,0,0,0.0
S000207,1060,2024-02-02 06:00,Tablet,Email,134,4,0,0,0.0
S000208,1004,2024-03-04 07:00,Tablet,Organic,895,8,0,1,98.44
S000209,1070,2024-03-09 17:00,Desktop,Paid,1111,3,0,0,0.0
S000210,1095,2024-01-10 22:00,Desktop,Paid,95,6,0,0,0.0
S000211,1040,2024-03-02 01:00,Desktop,Organic,168,3,0,0,0.0
S000212,1120,2024-03-19 18:00,Tablet,Email,377,7,0,1,132.95
S000213,1067,2024-02-21 03:00,Desktop,Paid,26,8,0,0,0.0
S000214,1114,2024-02-25 09:00,Desktop,Social,410,5,0,0,0.0
S000215,1119,2024-01-01 20:00,Mobile,Social,248,3,0,0,0.0
S000216,1021,2024-01-20 05:00,Mobile,Paid,191,1,1,0,0.0
S000217,1190,2024-02-06 16:00,Desktop,Organic,410,6,0,0,0.0
S000218,1057,2024-03-10 12:00,Desktop,Paid,122,9,0,0,0.0
S000219,1017,2024-02-03 05:00,Desktop,Social,5,5,0,1,38.5
S000220,1167,2024-03-06 11:00,Desktop,Direct,1019,3,0,0,0.0
S000221,1190,2024-02-01 07:00,Mobile,Paid,31,6,0,0,0.0
S000222,1102,2024-01-27 10:00,Desktop,Organic,86,2,0,0,0.0
S000223,1065,2024-03-08 09:00,Mobile,Paid,163,6,0,0,0.0
S000224,1025,2024-03-02 06:00,Desktop,Paid,604,9,0,1,22.16
S000225,1059,2024-02-15 20:00,Desktop,Paid,108,7,0,1,271.7
S000226,1033,2024-03-17 04:00,Desktop,Social,56,7,0,0,0.0
S000227,1066,2024-03-09 17:00,Desktop,Paid,37,3,0,0,0.0
S000228,1130,2024-03-27 20:00,Desktop,Organic,68,2,0,0,0.0
S000229,1144,2024-01-14 21:00,Desktop,Direct,203,3,0,0,0.0
S000230,1017,2024-03-02 03:00,Mobile,Paid,173,3,0,0,0.0
S000231,1033,2024-02-25 01:00,Mobile,Organic,139,10,0,0,0.0
S000232,1061,2024-02-22 04:00,Mobile,Direct,66,8,0,0,0.0
S000233,1050,2024-01-06 20:00,Desktop,Paid,63,6,0,0,0.0
S000234,1035,2024-02-29 09:00,Desktop,Organic,233,3,0,0,0.0
S000235,1180,2024-02-29 10:00,Tablet,Direct,629,3,0,0,0.0
S000236,1053,2024-01-27 03:00,Desktop,Social,60,7,0,0,0.0
S000237,1167,2024-02-25 01:00,Desktop,Email,339,1,1,0,0.0
S000238,1089,2024-01-17 02:00,Mobile,Organic,91,2,0,0,0.0
S000239,1023,2024-02-01 09:00,Mobile,Paid,75,2,0,0,0.0
S000240,1152,2024-01-28 04:00,Tablet,Email,785,2,0,0,0.0
S000241,1037,2024-01-24 15:00,Desktop,Paid,647,3,0,0,0.0
S000242,1062,2024-02-18 23:00,Desktop,Social,749,4,0,0,0.0
S000243,1025,2024-03-15 07:00,Mobile,Email,95,5,0,0,0.0
S000244,1091,2024-01-28 21:00,Desktop,Email,79,4,0,0,0.0
S000245,1112,2024-01-28 00:00,Tablet,Organic,1008,2,0,0,0.0
S000246,1163,2024-03-06 20:00,Desktop,Organic,651,3,0,1,98.71
S000247,1012,2024-03-15 22:00,Tablet,Organic,152,3,0,0,0.0
S000248,1151,2024-01-18 15:00,Desktop,Email,670,5,0,1,87.86
S000249,1067,2024-03-27 22:00,Desktop,Paid,44,5,0,0,0.0
S000250,1182,2024-03-04 18:00,Mobile,Organic,202,7,0,0,0.0
S000251,1070,2024-03-12 22:00,Desktop,Social,7,8,0,0,0.0
S000252,1188,2024-03-14 10:00,Desktop,Direct,190,6,0,0,0.0
S000253,1067,2024-01-23 06:00,Mobile,Paid,105,5,0,0,0.0
S000254,1050,2024-01-06 23:00,Mobile,Paid,110,2,0,0,0.0
S000255,1059,2024-01-06 16:00,Desktop,Email,413,6,0,0,0.0
S000256,1147,2024-02-06 06:00,Mobile,Organic,7,5,0,0,0.0
S000257,1127,2024-02-24 09:00,Mobile,Organic,619,5,0,0,0.0
S000258,1015,2024-02-10 22:00,Mobile,Organic,93,8,0,0,0.0
S000259,1012,2024-02-13 16:00,Mobile,Email,248,2,0,0,0.0
S000260,1053,2024-02-21 23:00,Desktop,Social,531,9,0,0,0.0
S000261,1046,2024-02-03 01:00,Desktop,Organic,152,6,0,0,0.0
S000262,1097,2024-01-26 10:00,Tablet,Direct,188,6,0,1,325.43
S000263,1046,2024-01-04 16:00,Mobile,Organic,644,5,0,0,0.0
S000264,1123,2024-01-11 02:00,Tablet,Organic,221,11,0,0,0.0
S000265,1006,2024-02-14 23:00,Mobile,Organic,19,11,0,0,0.0
S000266,1150,2024-02-18 12:00,Mobile,Organic,82,7,0,0,0.0
S000267,1046,2024-01-22 03:00,Desktop,Direct,494,5,0,0,0.0
S000268,1083,2024-03-08 14:00,Mobile,Email,91,3,0,0,0.0
S000269,1196,2024-02-17 13:00,Mobile,Organic,109,5,0,0,0.0
S000270,1161,2024-03-30 13:00,Mobile,Organic,824,6,0,0,0.0
S000271,1096,2024-02-12 11:00,Mobile,Organic,225,7,0,0,0.0
S000272,1026,2024-02-25 18:00,Desktop,Paid,722,6,0,0,0.0
S000273,1010,2024-01-24 15:00,Tablet,Paid,692,10,0,0,0.0
S000274,1042,2024-01-09 12:00,Desktop,Organic,5,4,0,0,0.0
S000275,1097,2024-02-07 12:00,Mobile,Organic,183,2,0,1,143.96
S000276,1149,2024-01-06 17:00,Mobile,Organic,512,5,0,0,0.0
S000277,1156,2024-01-25 15:00,Desktop,Organic,314,8,0,1,27.39
S000278,1138,2024-03-22 22:00,Desktop,Organic,63,3,0,0,0.0
S000279,1163,2024-03-24 13:00,Mobile,Organic,456,10,0,1,114.61
S000280,1189,2024-02-17 23:00,Desktop,Social,195,4,0,0,0.0
S000281,1052,2024-03-01 03:00,Desktop,Social,98,7,0,0,0.0
S000282,1084,2024-02-01 04:00,Mobile,Organic,92,6,0,0,0.0
S000283,1092,2024-03-10 00:00,Mobile,Paid,592,5,0,0,0.0
S000284,1127,2024-03-27 08:00,Desktop,Social,170,7,0,0,0.0
S000285,1196,2024-02-05 18:00,Desktop,Direct,218,5,0,0,0.0
S000286,1075,2024-02-02 20:00,Mobile,Organic,13,8,0,0,0.0
S000287,1072,2024-01-30 19:00,Desktop,Paid,213,8,0,0,0.0
S000288,1052,2024-01-15 21:00,Desktop,Organic,10,7,0,0,0.0
S000289,1185,2024-03-19 13:00,Desktop,Email,133,1,1,0,0.0
S000290,1071,2024-01-18 10:00,Mobile,Organic,377,3,0,1,29.59
S000291,1036,2024-01-27 01:00,Desktop,Social,25,5,0,0,0.0
S000292,1096,2024-01-24 16:00,Mobile,Paid,86,5,0,0,0.0
S000293,1155,2024-03-08 04:00,Desktop,Paid,336,3,0,0,0.0
S000294,1038,2024-03-16 15:00,Tablet,Paid,127,4,0,0,0.0
S000295,1195,2024-02-19 00:00,Mobile,Organic,1394,7,0,1,304.6
S000296,1110,2024-01-12 18:00,Desktop,Organic,12,4,0,0,0.0
S000297,1145,2024-02-15 03:00,Mobile,Organic,80,6,0,0,0.0
S000298,1168,2024-01-16 07:00,Mobile,Social,29,5,0,0,0.0
S000299,1079,2024-03-18 21:00,Desktop,Paid,71,9,0,0,0.0
S000300,1002,2024-03-21 08:00,Desktop,Social,307,2,0,0,0.0
S000301,1180,2024-02-07 01:00,Tablet,Organic,81,5,0,0,0.0
S000302,1102,2024-03-10 20:00,Tablet,Direct,94,5,0,0,0.0
S000303,1037,2024-03-17 23:00,Desktop,Paid,141,3,0,0,0.0
S000304,1079,2024-02-23 08:00,Desktop,Organic,470,5,0,0,0.0
S000305,1111,2024-02-23 23:00,Desktop,Social,72,3,0,0,0.0
S000306,1125,2024-03-25 22:00,Mobile,Direct,193,4,0,0,0.0
S000307,1048,2024-01-21 07:00,Mobile,Social,186,4,0,0,0.0
S000308,1012,2024-01-30 09:00,Mobile,Organic,1529,6,0,1,48.85
S000309,1015,2024-03-29 05:00,Mobile,Organic,53,10,0,0,0.0
S000310,1051,2024-01-28 09:00,Mobile,Organic,378,7,0,0,0.0
S000311,1027,2024-03-23 10:00,Mobile,Organic,497,3,0,0,0.0
S000312,1060,2024-01-20 07:00,Desktop,Email,237,2,0,0,0.0
S000313,1067,2024-02-11 09:00,Tablet,Organic,120,6,0,1,11.86
S000314,1194,2024-02-11 20:00,Desktop,Social,304,9,0,0,0.0
S000315,1054,2024-02-26 20:00,Desktop,Paid,124,8,0,0,0.0
S000316,1111,2024-02-24 02:00,Desktop,Social,203,8,0,1,113.98
S000317,1047,2024-03-03 17:00,Mobile,Organic,165,2,0,0,0.0
S000318,1021,2024-03-14 05:00,Tablet,Organic,60,7,0,0,0.0
S000319,1149,2024-02-19 23:00,Desktop,Direct,40,4,0,0,0.0
S000320,1102,2024-01-20 10:00,Desktop,Email,242,4,0,0,0.0
S000321,1013,2024-02-04 08:00,Desktop,Direct,686,5,0,1,14.67
S000322,1052,2024-02-08 07:00,Desktop,Organic,49,1,1,0,0.0
S000323,1115,2024-02-17 20:00,Desktop,Direct,441,2,0,0,0.0
S000324,1123,2024-03-26 20:00,Mobile,Organic,147,6,0,0,0.0
S000325,1045,2024-01-10 23:00,Mobile,Direct,52,2,0,0,0.0
S000326,1184,2024-02-24 21:00,Desktop,Direct,184,4,0,0,0.0
S000327,1092,2024-01-01 03:00,Mobile,Organic,152,3,0,0,0.0
S000328,1083,2024-01-21 16:00,Mobile,Social,329,3,0,0,0.0
S000329,1146,2024-03-14 10:00,Mobile,Organic,148,8,0,0,0.0
S000330,1160,2024-03-07 20:00,Desktop,Direct,535,3,0,0,0.0
S000331,1056,2024-02-24 07:00,Desktop,Organic,444,8,0,0,0.0
S000332,1182,2024-01-02 06:00,Desktop,Paid,47,8,0,0,0.0
S000333,1102,2024-01-25 14:00,Desktop,Organic,25,4,0,0,0.0
S000334,1073,2024-01-06 22:00,Desktop,Paid,98,6,0,0,0.0
S000335,1074,2024-02-10 04:00,Mobile,Paid,981,5,0,0,0.0
S000336,1152,2024-01-04 07:00,Tablet,Organic,915,5,0,1,12.99
S000337,1069,2024-02-06 01:00,Desktop,Organic,121,1,1,0,0.0
S000338,1102,2024-03-29 18:00,Mobile,Paid,55,1,1,0,0.0
S000339,1029,2024-03-05 16:00,Desktop,Organic,123,6,0,0,0.0
S000340,1047,2024-01-14 07:00,Desktop,Direct,1080,4,0,1,24.52
S000341,1040,2024-02-08 05:00,Desktop,Paid,41,5,0,0,0.0
S000342,1159,2024-02-10 11:00,Mobile,Organic,355,4,0,0,0.0
S000343,1026,2024-02-28 23:00,Desktop,Paid,13,3,0,0,0.0
S000344,1075,2024-01-15 05:00,Mobile,Paid,123,4,0,0,0.0
S000345,1091,2024-01-19 01:00,Desktop,Organic,146,4,0,0,0.0
S000346,1013,2024-02-29 17:00,Mobile,Organic,14,4,0,0,0.0
S000347,1065,2024-02-28 17:00,Mobile,Organic,565,8,0,0,0.0
S000348,1051,2024-02-06 21:00,Desktop,Paid,360,2,0,0,0.0
S000349,1129,2024-02-27 19:00,Desktop,Direct,265,9,0,0,0.0
S000350,1186,2024-03-09 07:00,Desktop,Paid,97,2,0,0,0.0
S000351,1147,2024-03-18 20:00,Desktop,Paid,573,5,0,0,0.0
S000352,1090,2024-03-01 14:00,Desktop,Social,13,3,0,0,0.0
S000353,1178,2024-02-10 21:00,Desktop,Organic,152,6,0,1,58.55
S000354,1000,2024-03-02 18:00,Mobile,Paid,170,4,0,0,0.0
S000355,1050,2024-03-26 05:00,Desktop,Paid,304,8,0,0,0.0
S000356,1026,2024-02-27 21:00,Desktop,Social,302,6,0,0,0.0
S000357,1148,2024-03-05 21:00,Tablet,Email,83,2,0,0,0.0
S000358,1143,2024-02-24 13:00,Desktop,Direct,216,1,1,0,0.0
