loan_id,age,income,employment_years,loan_amount,interest_rate,loan_term_months,credit_score,dti_ratio,num_credit_lines,delinquencies_2yr,home_ownership,loan_purpose,defaulted
28,30,76286.16,10,1000,12.68,60,687,0.01,12,3,MORTGAGE,major_purchase,0
29,45,88443.78,9,16779.8,11.71,36,647,0.1663,6,0,OWN,small_business,0
30,49,31145.48,9,10383.1,9.54,36,664,0.0496,2,0,RENT,small_business,0
31,45,23595.93,7,4834.04,17.02,36,676,0.2718,9,0,OWN,small_business,0
32,62,47994.9,11,20723.43,13.48,60,600,0.1604,6,0,OWN,small_business,0
33,62,71075.93,0,21827.25,11.71,60,767,0.075,5,0,RENT,credit_card,0
34,34,35878.11,12,9954.9,7.03,36,594,0.2149,2,0,RENT,medical,0
35,26,,6,14632.97,6.72,36,784,0.1756,3,0,OWN,medical,0
36,65,64953.83,5,16978.29,7.39,36,690,0.0412,6,0,OWN,major_purchase,0
37,46,98134.07,17,1000,3.89,36,734,0.1706,0,0,MORTGAGE,debt_consolidation,0
38,39,54063.66,4,28025.27,10.03,60,727,0.2151,0,0,RENT,debt_consolidation,0
39,64,37045.41,4,20007.62,11.48,60,772,0.1368,8,1,MORTGAGE,credit_card,0
40,48,47910.46,6,1000,5.78,36,687,0.1977,6,1,RENT,medical,0
41,44,37791.88,5,7536.51,16.12,36,701,0.2847,1,0,OWN,small_business,0
42,49,76055.99,10,15676.96,3.76,36,649,0.2392,14,0,OWN,major_purchase,0
43,36,31610.59,4,16634.4,9.8,60,723,0.1228,4,1,MORTGAGE,home_improvement,0
44,44,53327.91,7,14690.7,14.41,36,696,0.105,4,2,OWN,debt_consolidation,0
45,64,23151.54,0,35317.12,11.24,36,543,0.1725,12,0,MORTGAGE,credit_card,0
46,53,80284.45,16,19807.13,22.14,36,651,0.1751,9,4,OWN,small_business,0
47,36,,3,4192.48,7.4,36,751,0.1915,4,1,RENT,home_improvement,0
48,68,59666.36,12,30701.86,14.41,36,686,0.2157,0,0,MORTGAGE,small_business,0
49,49,75984.8,0,43278.48,3.93,60,764,0.1027,13,0,RENT,debt_consolidation,0
50,43,77141.85,6,15045.31,13.35,60,760,0.1349,8,0,RENT,credit_card,0
51,53,61893.3,9,17846.4,5.54,60,663,0.1951,6,0,OWN,home_improvement,0
52,54,45448.56,11,16270.68,6.71,36,594,0.1489,5,0,MORTGAGE,home_improvement,0
53,47,12000,4,17257.0,16.05,36,769,0.1365,8,2,OWN,debt_consolidation,0
54,59,53169.2,0,18716.8,12.1,36,735,0.2259,10,0,OWN,debt_consolidation,0
55,29,80823.41,9,3686.88,10.0,60,692,0.1246,4,0,OWN,small_business,0
56,44,43164.65,0,15483.82,3.5,60,619,0.1239,1,3,MORTGAGE,home_improvement,0
57,53,62135.76,9,14205.56,8.66,60,636,0.01,0,0,OWN,home_improvement,0
58,43,42772.07,6,2457.79,16.88,60,644,0.1441,8,0,MORTGAGE,debt_consolidation,0
59,62,66038.01,8,24061.65,7.95,60,669,0.1899,9,4,MORTGAGE,small_business,0
60,48,58842.12,10,26396.57,14.22,60,747,0.0431,9,0,RENT,home_improvement,0
61,33,93463.77,7,35164.48,11.86,60,666,0.0819,7,0,OWN,small_business,0
62,66,45030.05,14,17495.19,14.62,60,615,0.2048,10,1,RENT,small_business,0
63,39,97812.16,3,19741.86,19.12,36,706,0.241,8,0,OWN,credit_card,1
64,53,56275.39,12,3128.7,9.12,36,743,0.1506,12,4,OWN,debt_consolidation,0
65,53,78969.32,1,9837.99,20.62,60,654,0.2435,12,1,MORTGAGE,major_purchase,0
66,65,55390.58,0,23847.4,10.4,36,645,0.2712,5,2,RENT,small_business,0
67,51,38467.8,7,15737.29,11.75,36,654,0.1999,0,0,OWN,debt_consolidation,0
68,33,47482.1,2,23390.13,5.0,36,561,0.2574,11,5,OWN,medical,0
69,30,60810.96,10,20419.11,6.8,36,629,0.3481,14,0,RENT,medical,0
70,58,53171.54,2,1000,6.99,60,657,0.193,5,0,OWN,medical,0
71,66,56251.63,0,10774.96,10.09,60,660,0.1978,5,0,RENT,home_improvement,0
72,57,70393.22,3,1851.17,14.04,36,820,0.0688,1,2,RENT,home_improvement,0
73,30,34796.26,6,25259.48,14.83,36,591,0.3703,6,0,MORTGAGE,home_improvement,0
74,27,60136.48,4,21184.96,15.3,36,573,0.1034,9,0,MORTGAGE,home_improvement,0
75,47,71598.36,12,31459.16,8.87,60,691,0.2566,6,0,OWN,home_improvement,0
76,40,92965.48,1,25262.79,3.5,60,674,0.2219,8,3,MORTGAGE,small_business,0
77,48,56984.65,13,17161.43,14.77,60,698,0.1637,11,0,OWN,major_purchase,0
78,65,85225.88,10,19196.79,8.97,60,765,0.1404,14,0,MORTGAGE,home_improvement,1
79,68,59632.22,8,9715.44,8.31,36,658,0.2355,13,0,MORTGAGE,debt_consolidation,0
80,68,88009.41,7,1000,7.0,36,633,0.2418,0,0,MORTGAGE,credit_card,0
81,37,61165.14,6,9772.37,8.95,60,718,0.1907,12,0,MORTGAGE,credit_card,0
82,45,31441.21,9,15040.05,8.63,60,754,0.2261,3,0,OWN,medical,0
83,57,51812.58,7,1907.49,13.59,60,603,0.2486,4,4,RENT,home_improvement,0
84,39,26289.3,15,15496.33,5.58,36,765,0.3469,8,0,OWN,small_business,0
85,55,48348.48,17,25345.21,13.11,60,702,0.1605,12,0,RENT,major_purchase,0
86,65,46941.01,5,11285.76,7.9,36,647,0.1784,0,0,RENT,home_improvement,0
87,41,52444.46,7,1058.24,11.29,36,593,0.1342,2,0,RENT,major_purchase,0
88,42,47258.66,15,13370.93,12.78,60,671,0.0984,10,5,RENT,home_improvement,0
89,40,39601.55,4,4435.23,3.5,36,704,0.1989,8,0,OWN,credit_card,0
90,34,40355.15,8,4672.95,7.18,60,666,0.1902,8,0,MORTGAGE,major_purchase,0
91,25,35208.96,4,17480.82,14.51,36,737,0.104,11,0,RENT,small_business,0
92,32,72255.55,0,21148.02,3.63,36,714,0.1037,3,0,OWN,credit_card,0
93,38,39329.35,9,24351.49,10.64,60,677,0.1311,7,5,MORTGAGE,credit_card,0
94,34,35865.98,9,20356.32,9.42,60,579,0.1437,12,0,RENT,debt_consolidation,0
95,28,46403.42,7,13392.05,16.99,36,592,0.0536,9,0,RENT,debt_consolidation,0
96,51,34449.49,0,30351.7,13.26,36,667,0.0249,0,0,OWN,debt_consolidation,0
97,32,18170.0,5,10314.14,9.57,36,748,0.3406,1,0,OWN,medical,0
98,67,60810.02,4,13754.85,14.34,36,611,0.2248,8,0,RENT,major_purchase,0
99,24,32324.42,4,21890.6,11.68,60,650,0.2634,17,0,RENT,home_improvement,0
100,48,50261.42,0,10452.79,10.99,36,646,0.2288,11,0,OWN,credit_card,0
101,45,63594.06,0,21780.54,15.41,36,743,0.2847,5,0,MORTGAGE,debt_consolidation,0
102,45,66720.19,3,11176.84,12.43,60,752,0.1576,10,0,OWN,medical,0
103,29,55748.06,0,1000,6.91,36,648,0.01,6,0,RENT,home_improvement,0
104,51,54882.93,17,4587.6,7.28,36,702,0.0407,11,0,OWN,medical,0
105,36,28991.96,4,22163.83,5.68,60,654,0.1762,9,0,MORTGAGE,medical,0
106,33,78851.6,7,17304.1,6.76,36,791,0.2118,5,3,MORTGAGE,small_business,0
107,48,64554.24,8,12546.76,3.5,36,673,0.2378,7,0,MORTGAGE,home_improvement,0
108,38,38684.8,9,1000,14.01,60,753,0.2137,4,0,MORTGAGE,major_purchase,0
109,58,65095.18,3,18994.18,8.26,60,694,0.1731,13,0,MORTGAGE,home_improvement,0
110,48,76903.16,1,25943.21,17.5,60,685,0.1202,8,0,OWN,medical,0
111,40,78123.34,0,2651.78,7.91,60,,0.2801,8,0,MORTGAGE,debt_consolidation,0
112,54,,4,10980.3,13.25,36,728,0.2185,9,0,OWN,credit_card,0
113,28,48432.41,5,33619.71,7.11,60,684,0.2123,6,0,RENT,debt_consolidation,0
114,52,43447.99,8,18669.04,14.03,36,662,0.2248,6,3,RENT,medical,0
115,46,29777.79,16,34700.18,8.2,60,591,0.1147,7,0,RENT,credit_card,0
116,42,12000,13,13130.85,5.55,60,649,0.204,8,0,OWN,major_purchase,0
117,27,51031.22,1,30671.52,10.68,36,670,0.2684,6,0,RENT,major_purchase,0
118,49,42907.79,11,5226.84,13.66,60,772,0.0978,7,0,RENT,credit_card,0
119,66,59726.1,7,14226.69,11.26,60,678,0.139,6,0,OWN,small_business,0
120,65,75433.29,10,19322.57,5.8,36,794,0.1114,0,0,OWN,medical,0
121,45,36530.12,3,20325.63,11.33,36,729,0.2234,5,2,OWN,credit_card,0
122,67,51992.86,7,1000,14.4,60,582,0.2741,2,0,MORTGAGE,medical,0
123,37,,2,20008.09,14.05,36,599,0.1105,8,0,OWN,debt_consolidation,0
124,31,84534.28,7,25766.6,12.24,60,710,0.2701,12,0,MORTGAGE,credit_card,0
125,40,29707.01,8,36276.94,6.36,60,778,0.1419,13,0,MORTGAGE,home_improvement,0
126,41,44440.63,8,2683.72,11.66,60,705,0.2214,10,3,MORTGAGE,credit_card,0
127,58,64003.45,5,10240.04,13.97,36,648,0.1537,13,0,MORTGAGE,major_purchase,0
128,32,94800.64,12,11750.43,9.34,36,745,0.189,2,1,MORTGAGE,debt_consolidation,0
129,61,45071.01,14,10877.32,13.73,60,580,0.1773,9,0,RENT,medical,0
130,43,96832.43,10,10722.02,16.68,36,737,0.2328,11,0,MORTGAGE,major_purchase,0
131,34,17274.88,10,11002.22,7.77,36,669,0.0605,9,0,MORTGAGE,major_purchase,0
132,22,48947.32,2,8309.87,12.88,36,804,0.2332,11,0,OWN,medical,0
133,24,18131.32,4,20505.4,5.49,60,786,0.0305,3,4,MORTGAGE,medical,0
134,27,42334.18,7,1000,12.09,36,702,0.1829,4,0,OWN,medical,0
135,67,83419.2,4,24780.83,6.34,36,686,0.0844,5,5,MORTGAGE,medical,0
136,62,34808.9,5,24508.34,11.21,60,576,0.1536,9,0,OWN,home_improvement,0
137,44,56885.34,4,15823.56,14.04,60,796,0.0781,3,0,RENT,major_purchase,0
138,42,64847.56,2,14129.17,18.71,36,719,0.2163,1,5,OWN,credit_card,0
139,47,26182.68,16,16337.81,10.77,36,698,0.01,8,0,OWN,major_purchase,0
140,49,31450.39,8,4208.04,9.59,36,632,0.0387,9,5,MORTGAGE,credit_card,0
141,40,62882.47,9,24423.11,14.14,60,742,0.1528,5,0,RENT,small_business,0
142,29,82944.16,5,25390.13,13.18,36,622,0.2428,8,0,OWN,debt_consolidation,0
143,59,29579.14,0,36813.01,16.3,60,615,0.2599,7,0,OWN,major_purchase,0
144,24,39775.99,4,6758.89,14.08,36,575,0.1974,17,0,MORTGAGE,credit_card,0
145,27,83263.36,1,23284.58,11.63,36,662,0.1709,9,0,OWN,small_business,0
146,67,25397.44,13,17676.54,7.35,36,752,0.225,8,0,OWN,home_improvement,0
147,40,12000,4,28940.46,13.51,36,509,0.1988,8,1,OWN,major_purchase,0
148,42,60581.84,7,21863.38,16.85,36,777,0.227,8,0,OWN,home_improvement,0
149,59,12000,7,28946.19,11.89,60,698,0.0803,7,0,MORTGAGE,small_business,0
150,47,81725.57,15,18585.74,14.93,60,,0.1796,6,4,MORTGAGE,small_business,0
151,59,45583.01,0,7662.99,15.53,60,685,0.2667,6,0,OWN,debt_consolidation,0
152,30,32833.21,6,17471.03,9.97,36,684,0.2228,8,4,MORTGAGE,debt_consolidation,0
153,67,61644.41,4,3263.91,12.23,36,598,0.1637,13,0,RENT,credit_card,0
154,66,44065.07,10,18992.09,9.96,60,713,0.1573,0,2,OWN,major_purchase,0
155,53,86657.11,6,1000,13.12,36,631,0.2409,8,3,OWN,debt_consolidation,0
156,22,45808.0,2,12271.14,8.11,60,700,0.1968,11,0,MORTGAGE,credit_card,0
157,32,92174.08,12,11146.64,9.33,36,782,0.2488,10,0,MORTGAGE,small_business,0
158,48,90630.1,7,22171.72,6.63,36,628,0.2424,3,0,MORTGAGE,credit_card,0
159,32,82844.16,2,20863.05,3.76,60,613,0.2074,9,0,MORTGAGE,major_purchase,0
160,27,37798.98,0,3575.32,12.01,60,631,0.3542,6,0,RENT,home_improvement,0
161,47,43047.0,5,13964.3,9.94,36,640,0.1668,11,0,OWN,major_purchase,0
162,29,50773.09,9,19934.48,14.22,36,717,0.298,12,0,RENT,home_improvement,0
163,55,51787.96,8,18200.13,11.53,60,638,0.01,7,0,OWN,credit_card,0
164,53,88600.97,10,5765.43,8.05,36,678,0.0613,16,0,RENT,medical,0
165,40,87793.86,7,25578.84,14.45,60,,0.3312,12,0,OWN,home_improvement,0
166,34,64534.58,13,32127.05,11.11,36,699,0.2837,9,0,RENT,credit_card,0
167,23,35142.73,3,16505.4,8.98,60,639,0.2736,7,0,MORTGAGE,small_business,0
168,44,97761.46,3,1000,11.37,60,689,0.2188,1,0,MORTGAGE,home_improvement,0
169,57,31162.15,15,11350.81,17.41,60,705,0.0103,8,0,OWN,credit_card,0
170,26,48206.62,6,18881.69,5.6,36,721,0.1819,7,0,MORTGAGE,medical,0
171,30,64482.03,7,16179.9,15.83,60,751,0.2399,13,2,OWN,major_purchase,0
172,66,81294.17,6,20781.04,13.71,60,698,0.2094,10,4,MORTGAGE,credit_card,0
173,55,37607.92,4,8164.71,9.61,36,660,0.2411,6,0,RENT,home_improvement,0
174,41,72132.88,2,25026.56,15.47,36,718,0.1851,11,0,MORTGAGE,small_business,0
175,67,34912.01,10,21099.66,13.42,36,735,0.1717,8,0,RENT,credit_card,0
176,32,42803.82,9,35384.71,9.04,36,618,0.2577,8,0,OWN,major_purchase,0
177,64,39358.54,8,25834.7,17.09,36,709,0.1974,4,0,OWN,major_purchase,0
178,58,73215.67,1,12456.27,7.99,60,751,0.2892,6,1,RENT,medical,0
179,46,52615.09,7,14779.2,6.55,60,638,0.24,4,5,OWN,credit_card,0
180,48,32979.51,4,24064.22,3.5,60,553,0.2107,13,0,OWN,medical,0
181,62,54950.48,9,27292.51,5.75,36,747,0.182,6,0,RENT,medical,0
182,38,34829.89,3,24907.24,3.5,60,792,0.1964,6,0,MORTGAGE,medical,0
183,29,69767.7,9,16311.92,7.85,36,689,0.143,7,0,MORTGAGE,major_purchase,0
184,61,60292.92,5,12818.93,8.74,36,635,0.2559,2,0,OWN,home_improvement,0
185,45,64648.89,8,19318.58,8.4,36,669,0.0967,11,0,OWN,debt_consolidation,0
186,61,93719.53,6,3961.74,12.85,60,760,0.151,5,3,RENT,home_improvement,0
187,55,114345.25,5,15823.21,12.86,60,689,0.1059,14,4,OWN,credit_card,0
188,61,27877.3,0,16812.86,12.8,60,656,0.1608,6,0,OWN,credit_card,0
189,27,61497.56,7,4173.15,14.13,60,715,0.1257,11,0,RENT,home_improvement,0
190,48,47370.69,7,9774.87,18.63,36,659,0.1644,4,0,MORTGAGE,debt_consolidation,0
191,33,54823.93,13,12245.69,7.31,60,703,0.2082,10,0,MORTGAGE,credit_card,0
192,60,66294.4,5,18175.36,9.51,60,773,0.2939,14,5,RENT,medical,0
193,66,31444.93,3,12746.5,10.33,36,702,0.0561,12,0,OWN,debt_consolidation,0
194,45,24260.88,13,19527.41,12.06,36,792,0.1639,10,1,OWN,small_business,0
195,24,51095.39,4,12395.77,11.31,60,607,0.208,6,0,RENT,small_business,0
196,39,91416.68,11,13378.93,18.98,36,686,0.1552,2,0,MORTGAGE,medical,0
197,64,60362.32,12,13163.05,7.77,60,555,0.2338,0,0,OWN,medical,0
198,36,64365.7,9,20690.63,10.21,36,581,0.3208,4,0,MORTGAGE,small_business,0
199,33,38520.2,2,8534.51,18.09,36,761,0.1386,8,0,MORTGAGE,small_business,0
200,44,51804.43,2,8858.28,13.62,60,800,0.1589,6,0,OWN,credit_card,0
201,62,49757.77,0,9186.43,14.49,36,666,0.2456,6,2,RENT,credit_card,0
202,32,83626.16,2,25177.88,10.53,36,731,0.1067,12,0,RENT,medical,0
203,63,42846.06,9,22570.83,11.38,60,628,0.1807,8,2,MORTGAGE,major_purchase,0
204,38,44102.09,11,15276.58,16.08,36,598,0.2924,4,0,OWN,small_business,0
205,45,36304.56,8,17943.16,8.9,36,711,0.1691,12,0,MORTGAGE,credit_card,0
206,27,32514.9,4,19740.37,13.0,36,628,0.234,8,0,OWN,debt_consolidation,0
207,46,78966.59,8,1000,8.15,60,645,0.1307,4,0,MORTGAGE,major_purchase,0
208,65,70895.53,12,29290.66,6.73,60,635,0.2323,8,0,MORTGAGE,credit_card,0
209,68,34536.72,1,21009.96,10.35,60,714,0.2491,4,0,MORTGAGE,small_business,0
210,56,23783.68,4,7469.44,14.28,60,787,0.1413,11,0,RENT,small_business,0
211,56,74160.87,6,16522.05,5.53,36,701,0.0728,7,0,RENT,debt_consolidation,0
212,34,38994.78,1,9570.01,10.14,36,722,0.2891,5,4,OWN,major_purchase,1
213,38,22280.29,4,24339.84,17.77,60,660,0.1088,1,0,OWN,home_improvement,0
214,43,82056.1,5,28185.48,10.62,36,779,0.1477,12,0,MORTGAGE,credit_card,0
215,33,54207.5,7,26932.96,12.43,36,672,0.1482,1,1,OWN,home_improvement,0
216,27,51656.06,0,1000,11.46,60,689,0.0713,11,0,OWN,home_improvement,0
217,67,38630.24,0,17872.16,16.69,60,804,0.2054,8,0,MORTGAGE,debt_consolidation,0
218,28,62525.34,8,6748.59,4.62,60,719,0.2153,10,4,RENT,major_purchase,1
219,64,70072.74,12,3796.85,9.95,36,606,0.205,2,0,OWN,credit_card,0
220,54,47854.75,6,14374.14,20.71,60,696,0.1798,6,0,RENT,credit_card,0
221,66,33808.03,11,38172.29,7.15,60,680,0.1838,9,0,MORTGAGE,credit_card,0
222,50,83670.36,0,15486.35,16.28,36,666,0.1487,2,0,MORTGAGE,major_purchase,0
223,65,55352.54,12,30167.17,17.93,60,655,0.248,10,0,MORTGAGE,small_business,0
224,57,65166.81,3,21913.54,14.75,60,706,0.2336,2,0,MORTGAGE,small_business,0
225,25,34540.72,1,16507.68,17.56,36,736,0.0476,8,0,OWN,medical,0
226,40,75194.33,13,11909.4,8.0,36,660,0.1267,9,0,MORTGAGE,credit_card,0
227,51,36825.23,5,27219.18,10.82,36,599,0.2288,4,0,OWN,major_purchase,0
228,40,83099.82,2,20609.68,14.17,60,573,0.199,5,0,RENT,debt_consolidation,0
229,56,44703.45,5,15923.31,12.61,36,712,0.1742,3,0,RENT,debt_consolidation,0
230,37,64113.06,11,12369.35,11.12,36,502,0.2231,5,0,RENT,small_business,0
231,57,63213.93,9,16345.98,14.82,60,549,0.3163,10,0,RENT,small_business,1
232,35,48206.15,5,11610.09,17.17,36,654,0.1834,9,5,RENT,medical,0
233,31,76687.98,0,7681.81,9.97,36,630,0.2241,10,0,MORTGAGE,medical,0
234,53,73748.15,1,21682.25,8.06,60,608,0.2975,8,0,RENT,credit_card,0
235,40,46877.34,1,1762.35,4.97,36,674,0.2231,5,0,MORTGAGE,major_purchase,0
236,40,56389.67,9,10832.28,10.65,60,661,0.063,10,0,OWN,major_purchase,0
237,50,79087.49,3,19968.06,6.87,60,534,0.0935,10,0,RENT,medical,0
238,65,34442.83,7,21169.94,4.16,36,682,0.2661,6,4,OWN,debt_consolidation,0
239,25,41676.11,2,18311.26,14.88,60,615,0.1598,12,0,MORTGAGE,small_business,0
240,56,49799.44,13,10029.84,11.04,60,532,0.01,12,0,RENT,small_business,0
241,31,79166.54,6,35619.0,14.0,60,691,0.0584,2,0,MORTGAGE,debt_consolidation,0
242,37,46802.23,5,13801.47,9.22,36,743,0.2514,0,5,RENT,small_business,0
243,39,53533.3,6,15346.93,7.31,36,506,0.2568,13,2,MORTGAGE,credit_card,0
244,24,73104.9,4,22597.44,13.97,60,666,0.2269,10,0,MORTGAGE,medical,0
245,33,64775.58,7,19289.04,9.9,36,607,0.3026,5,0,RENT,small_business,0
246,66,29507.41,15,27469.33,21.88,60,589,0.1309,0,0,MORTGAGE,medical,0
247,44,90978.05,0,24044.51,11.59,36,680,0.01,10,0,MORTGAGE,major_purchase,0
248,63,74651.02,4,34241.15,11.27,36,722,0.1639,9,0,OWN,small_business,0
249,43,52294.82,4,1521.82,10.41,60,644,0.2513,12,0,MORTGAGE,credit_card,0
250,56,18559.39,9,8812.78,13.59,36,751,0.1776,10,0,RENT,medical,0
251,57,49642.73,1,1000,14.12,60,752,0.21,6,0,OWN,small_business,0
252,42,86883.38,1,1000,8.62,60,723,0.0359,5,0,RENT,debt_consolidation,0
253,57,76259.47,0,39656.56,11.57,36,701,0.2637,3,0,OWN,major_purchase,0
254,22,103118.18,2,11892.98,12.07,60,601,0.0896,6,5,OWN,credit_card,0
255,54,52038.91,8,15484.72,10.2,36,648,0.1292,14,3,OWN,home_improvement,0
256,35,,8,13351.08,11.38,36,704,0.2673,8,0,RENT,small_business,0
257,63,50766.71,4,23970.86,10.55,60,690,0.1539,3,0,RENT,credit_card,0
258,54,52527.2,8,14363.16,10.98,36,637,0.0952,5,0,MORTGAGE,major_purchase,0
259,66,36158.25,7,18261.97,16.25,36,575,0.2045,11,4,RENT,small_business,0
260,30,47441.9,0,22304.34,15.51,60,658,0.0698,9,2,MORTGAGE,home_improvement,0
261,42,31160.63,12,24079.23,8.59,36,570,0.1379,3,0,RENT,credit_card,0
262,59,12000,5,18018.2,17.81,60,709,0.3074,4,0,MORTGAGE,small_business,0
263,63,62441.7,7,15490.5,7.75,36,581,0.0144,0,4,MORTGAGE,credit_card,0
264,50,45616.59,12,25839.01,11.72,36,678,0.0939,1,0,MORTGAGE,major_purchase,0
265,22,60122.41,2,2079.48,12.4,36,590,0.1752,7,0,MORTGAGE,medical,0
266,56,33802.97,12,25825.61,15.63,60,625,0.1975,16,0,RENT,small_business,0
267,36,80666.41,0,6548.85,10.68,60,663,0.1573,10,0,MORTGAGE,credit_card,0
268,49,68303.08,5,14652.77,9.29,36,650,0.1903,9,4,OWN,major_purchase,0
269,51,76126.99,2,5274.27,8.36,60,515,0.1094,6,0,RENT,medical,0
270,68,44011.26,10,13139.5,12.54,60,638,0.2135,7,4,OWN,debt_consolidation,0
271,44,64538.92,9,14208.65,13.21,60,783,0.079,13,3,RENT,medical,1
272,38,62435.26,0,19286.03,15.91,60,551,0.1688,5,0,OWN,home_improvement,0
273,59,62987.35,7,1000,14.63,60,636,0.1339,5,0,RENT,small_business,0
274,58,80364.66,5,17848.46,9.6,60,678,0.2381,6,0,MORTGAGE,major_purchase,0
275,22,36614.89,2,13643.57,8.33,60,621,0.1482,6,0,OWN,credit_card,0
276,38,56194.2,2,17458.09,15.27,36,652,0.369,6,1,MORTGAGE,credit_card,0
277,56,12000,10,23184.81,13.33,36,641,0.1048,7,0,MORTGAGE,major_purchase,0
278,24,55737.27,0,10590.76,15.77,36,744,0.0628,7,0,MORTGAGE,major_purchase,0
279,30,42105.69,9,8959.86,14.25,36,760,0.0864,10,0,MORTGAGE,medical,0
280,22,53861.81,2,9248.92,10.82,36,761,0.2883,6,0,OWN,medical,0
281,67,83283.25,10,24071.16,6.11,36,770,0.2139,13,0,OWN,major_purchase,0
282,23,76764.52,3,10182.99,9.72,36,597,0.1574,4,0,RENT,major_purchase,0
283,62,35328.87,8,26407.5,14.72,60,642,0.1494,0,5,OWN,medical,0
284,22,33670.79,0,21582.14,7.6,36,571,0.1956,3,0,MORTGAGE,small_business,0
285,23,57714.13,3,17104.79,10.95,60,760,0.1387,16,0,MORTGAGE,debt_consolidation,0
286,32,87409.37,3,10932.02,3.5,36,694,0.2534,12,0,RENT,home_improvement,0
287,38,22664.55,8,1376.39,12.76,36,604,0.1463,12,0,OWN,debt_consolidation,0
288,46,53161.7,0,22686.41,15.69,36,653,0.0735,3,0,OWN,major_purchase,0
289,41,60025.01,12,16574.78,10.75,60,639,0.0946,7,0,RENT,home_improvement,0
290,35,38448.3,2,21618.42,16.91,36,661,0.1422,7,0,RENT,credit_card,0
291,46,12000,3,20846.03,6.87,36,635,0.1154,3,0,MORTGAGE,home_improvement,0
292,50,41288.56,8,33514.43,21.72,36,575,0.2815,7,1,OWN,major_purchase,0
293,40,32956.12,16,16019.96,17.15,36,,0.2528,7,0,MORTGAGE,credit_card,0
294,58,63908.68,0,11409.15,12.22,60,668,0.0852,1,0,OWN,credit_card,0
295,33,69251.37,0,15577.43,15.61,60,698,0.2107,7,0,RENT,home_improvement,0
296,29,40459.65,9,30022.97,16.09,60,734,0.1641,6,1,OWN,credit_card,0
297,61,85957.28,7,12870.89,14.55,36,719,0.0625,8,0,RENT,small_business,0
298,38,50115.55,6,16094.57,11.44,60,669,0.1207,5,0,MORTGAGE,debt_consolidation,0
299,54,59989.44,5,18326.96,9.62,60,665,0.2882,5,0,MORTGAGE,small_business,0
300,44,76004.6,9,5125.9,9.98,60,624,0.155,4,0,RENT,home_improvement,0
301,31,52259.08,11,1000,15.28,36,,0.0592,8,0,OWN,credit_card,0
302,63,41020.98,0,18168.24,13.54,60,675,0.2499,9,1,MORTGAGE,home_improvement,0
303,39,76867.27,9,19630.97,12.41,36,706,0.1315,10,0,RENT,small_business,0
304,50,47519.87,4,29836.18,15.7,60,747,0.1459,10,0,OWN,major_purchase,0
305,59,31548.1,10,27171.59,15.51,36,631,0.1321,10,0,RENT,small_business,0
