date,ticker,close_price,daily_return,volume
2022-03-21,AAPL,134.24,0.00366,6936374
2022-03-22,AAPL,129.5,-0.03528,9044824
2022-03-23,AAPL,129.34,-0.00126,6504984
2022-03-24,AAPL,131.53,0.01696,4658915
2022-03-25,AAPL,127.83,-0.02819,5991891
2022-03-28,AAPL,127.74,-0.00068,4135133
2022-03-29,AAPL,125.0,-0.02146,5728380
2022-03-30,AAPL,124.83,-0.00134,6046052
2022-03-31,AAPL,126.9,0.01662,2830201
2022-04-01,AAPL,127.67,0.00607,6316285
2022-04-04,AAPL,128.57,0.00702,22787377
2022-04-05,AAPL,128.23,-0.00264,9356208
2022-04-06,AAPL,129.98,0.01366,4367061
2022-04-07,AAPL,131.35,0.01053,12751731
2022-04-08,AAPL,130.85,-0.00381,11764949
2022-04-11,AAPL,130.98,0.00096,5796203
2022-04-12,AAPL,127.7,-0.02501,13866303
2022-04-13,AAPL,131.62,0.03071,5732082
2022-04-14,AAPL,132.32,0.00531,4631538
2022-04-15,AAPL,131.03,-0.00976,6637507
2022-04-18,AAPL,128.18,-0.02178,8199187
2022-04-19,AAPL,130.31,0.01661,11271349
2022-04-20,AAPL,128.94,-0.01051,17363184
2022-04-21,AAPL,129.29,0.00277,21015200
2022-04-22,AAPL,126.11,-0.02464,38638982
2022-04-25,AAPL,125.57,-0.00426,4735253
2022-04-26,AAPL,123.03,-0.02026,13644903
2022-04-27,AAPL,124.9,0.01525,12854782
2022-04-28,AAPL,126.14,0.00993,4875822
2022-04-29,AAPL,125.69,-0.00359,2697047
2022-05-02,AAPL,123.59,-0.01672,11995629
2022-05-03,AAPL,119.29,-0.03475,28179375
2022-05-04,AAPL,121.91,0.02193,4854369
2022-05-05,AAPL,123.4,0.01223,11384399
2022-05-06,AAPL,123.0,-0.00326,11590262
2022-05-09,AAPL,122.32,-0.00554,8557362
2022-05-10,AAPL,123.44,0.00921,11015542
2022-05-11,AAPL,124.13,0.00555,10389509
2022-05-12,AAPL,126.26,0.01718,13014504
2022-05-13,AAPL,123.56,-0.02141,6033637
2022-05-16,AAPL,126.81,0.02636,19299343
2022-05-17,AAPL,128.1,0.01016,7717010
2022-05-18,AAPL,130.02,0.01497,12469074
2022-05-19,AAPL,126.43,-0.0276,9184465
2022-05-20,AAPL,123.28,-0.02493,7058723
2022-05-23,AAPL,123.39,0.00087,21003156
2022-05-24,AAPL,118.72,-0.0378,7435650
2022-05-25,AAPL,120.22,0.01258,12405915
2022-05-26,AAPL,122.09,0.01562,5406800
2022-05-27,AAPL,121.85,-0.00203,7051273
2022-05-30,AAPL,124.76,0.02388,8294507
2022-05-31,AAPL,124.83,0.00063,9776804
2022-06-01,AAPL,121.93,-0.02327,11510833
2022-06-02,AAPL,119.54,-0.0196,9738309
2022-06-03,AAPL,118.02,-0.01276,16177668
2022-06-06,AAPL,118.13,0.00098,23335181
2022-06-07,AAPL,113.42,-0.03991,17648639
2022-06-08,AAPL,115.21,0.01578,10285714
2022-06-09,AAPL,119.82,0.04003,4351229
2022-06-10,AAPL,120.31,0.00413,16578342
2022-06-13,AAPL,121.66,0.01123,7353847
2022-06-14,AAPL,123.12,0.01196,7220170
2022-06-15,AAPL,122.4,-0.00583,6381986
2022-06-16,AAPL,124.76,0.01928,10387058
2022-06-17,AAPL,130.45,0.0456,13571375
2022-06-20,AAPL,127.0,-0.0264,13273519
2022-06-21,AAPL,124.55,-0.0193,7740018
2022-06-22,AAPL,124.91,0.00284,5151556
2022-06-23,AAPL,123.81,-0.0088,6344374
2022-06-24,AAPL,124.16,0.00284,8565402
2022-06-27,AAPL,123.96,-0.00158,20856175
2022-06-28,AAPL,125.21,0.01006,11034011
2022-06-29,AAPL,127.72,0.02005,22547631
2022-06-30,AAPL,130.98,0.02547,5243380
2022-07-01,AAPL,132.26,0.00981,13084234
2022-07-04,AAPL,134.59,0.01765,8280794
2022-07-05,AAPL,134.81,0.0016,5705413
2022-07-06,AAPL,133.95,-0.00633,4959399
2022-07-07,AAPL,137.07,0.02323,6853462
2022-07-08,AAPL,134.81,-0.01649,10300147
2022-07-11,AAPL,135.11,0.00222,6305113
2022-07-12,AAPL,136.06,0.00708,6497348
2022-07-13,AAPL,137.35,0.00948,8766928
2022-07-14,AAPL,137.93,0.00421,7344561
2022-07-15,AAPL,136.31,-0.01175,10094830
2022-07-18,AAPL,132.5,-0.02798,17758415
2022-07-19,AAPL,131.45,-0.0079,25099005
2022-07-20,AAPL,133.08,0.01239,8482461
2022-07-21,AAPL,131.67,-0.01055,11520116
2022-07-22,AAPL,132.81,0.00863,11023790
2022-07-25,AAPL,134.86,0.01541,9439174
2022-07-26,AAPL,137.68,0.02091,6055173
2022-07-27,AAPL,137.21,-0.00336,12112611
2022-07-28,AAPL,135.33,-0.01374,9081041
2022-07-29,AAPL,139.11,0.02793,9368393
2022-08-01,AAPL,137.97,-0.00815,15629775
2022-08-02,AAPL,135.19,-0.02015,7528519
2022-08-03,AAPL,137.83,0.01949,6046380
2022-08-04,AAPL,138.51,0.00494,8581138
2022-08-05,AAPL,142.46,0.02851,4364687
2022-08-08,AAPL,141.11,-0.00945,7553532
2022-08-09,AAPL,142.11,0.00703,11710195
2022-08-10,AAPL,143.23,0.00792,18066487
2022-08-11,AAPL,145.01,0.0124,4683469
2022-08-12,AAPL,141.28,-0.02571,6792021
2022-08-15,AAPL,139.98,-0.00916,7142783
2022-08-16,AAPL,142.67,0.01918,6481053
2022-08-17,AAPL,145.56,0.02026,15781497
2022-08-18,AAPL,145.68,0.00086,6847495
2022-08-19,AAPL,149.11,0.02349,5821960
2022-08-22,AAPL,150.44,0.00892,10183493
2022-08-23,AAPL,153.99,0.02365,10632516
2022-08-24,AAPL,154.1,0.00068,15060484
2022-08-25,AAPL,153.09,-0.00654,11771607
2022-08-26,AAPL,153.5,0.00269,9042360
2022-08-29,AAPL,149.45,-0.02638,8867594
2022-08-30,AAPL,146.78,-0.0179,11582432
2022-08-31,AAPL,153.08,0.04296,7936333
2022-09-01,AAPL,155.65,0.0168,14714605
2022-09-02,AAPL,152.47,-0.02044,12661289
2022-09-05,AAPL,151.65,-0.00537,7131855
2022-09-06,AAPL,153.94,0.01507,6729698
2022-09-07,AAPL,152.58,-0.00885,12981056
2022-09-08,AAPL,156.16,0.02352,9186680
2022-09-09,AAPL,158.09,0.01231,4372133
2022-09-12,AAPL,157.85,-0.00153,11111174
2022-09-13,AAPL,155.5,-0.01487,12265143
2022-09-14,AAPL,156.33,0.00538,10251572
2022-09-15,AAPL,159.72,0.02163,16730655
2022-09-16,AAPL,156.27,-0.02158,6403624
2022-09-19,AAPL,157.83,0.00999,7644231
2022-09-20,AAPL,163.53,0.03612,15447064
2022-09-21,AAPL,161.17,-0.01447,6088972
2022-09-22,AAPL,157.54,-0.02248,10699466
2022-09-23,AAPL,155.87,-0.01059,6337978
2022-09-26,AAPL,152.37,-0.02248,13864711
2022-09-27,AAPL,150.37,-0.01315,5649541
2022-09-28,AAPL,145.31,-0.03366,10879356
2022-09-29,AAPL,145.95,0.00445,12808479
2022-09-30,AAPL,149.77,0.02614,9855762
2022-10-03,AAPL,148.88,-0.0059,3985242
2022-10-04,AAPL,149.22,0.00224,10598956
2022-10-05,AAPL,149.95,0.00493,3356243
2022-10-06,AAPL,153.33,0.02254,12122604
2022-10-07,AAPL,152.3,-0.00672,7709203
2022-10-10,AAPL,147.08,-0.03426,10444236
2022-10-11,AAPL,146.22,-0.00588,5049468
2022-10-12,AAPL,151.46,0.03584,19238749
2022-10-13,AAPL,153.48,0.01333,8792825
2022-10-14,AAPL,150.09,-0.02204,8801217
2022-10-17,AAPL,151.41,0.00876,8417637
2022-10-18,AAPL,151.36,-0.00033,9755563
2022-10-19,AAPL,148.29,-0.02029,13394106
2022-10-20,AAPL,151.02,0.01843,7166360
2022-10-21,AAPL,149.18,-0.0122,25659271
2022-10-24,AAPL,152.29,0.02084,2785739
2022-10-25,AAPL,152.05,-0.00154,5336110
2022-10-26,AAPL,149.6,-0.01611,6293767
2022-10-27,AAPL,149.76,0.00107,8318971
2022-10-28,AAPL,146.32,-0.02301,5162157
2022-10-31,AAPL,140.94,-0.03678,8493551
2022-11-01,AAPL,141.66,0.00513,13668014
2022-11-02,AAPL,144.2,0.01796,9334609
2022-11-03,AAPL,143.2,-0.00697,25909399
2022-11-04,AAPL,140.85,-0.01638,4509066
2022-11-07,AAPL,139.72,-0.00801,9794003
2022-11-08,AAPL,143.16,0.0246,7014623
2022-11-09,AAPL,139.03,-0.02887,12821177
2022-11-10,AAPL,137.94,-0.00783,5206866
2022-11-11,AAPL,135.72,-0.01613,9487414
2022-11-14,AAPL,131.44,-0.03152,18573270
2022-11-15,AAPL,131.08,-0.00275,9084042
2022-11-16,AAPL,133.58,0.01914,6105301
2022-11-17,AAPL,133.77,0.00135,8500548
2022-11-18,AAPL,134.95,0.00889,30134334
2022-11-21,AAPL,132.32,-0.01953,8570325
2022-11-22,AAPL,137.39,0.03833,5656442
2022-11-23,AAPL,141.42,0.02931,9236083
2022-11-24,AAPL,144.08,0.01881,11755742
2022-11-25,AAPL,144.94,0.00601,5687498
2022-11-28,AAPL,144.6,-0.00239,12507982
2022-11-29,AAPL,143.63,-0.00665,5161133
2022-11-30,AAPL,141.14,-0.01738,18014714
2022-12-01,AAPL,145.23,0.02902,6201430
2022-12-02,AAPL,145.22,-0.0001,16528924
2022-12-05,AAPL,146.03,0.00556,9184271
2022-12-06,AAPL,147.69,0.01141,5104392
2022-12-07,AAPL,145.92,-0.01203,13026739
2022-12-08,AAPL,146.49,0.00392,11196822
2022-12-09,AAPL,146.77,0.00195,4660395
2022-12-12,AAPL,147.94,0.00793,17011271
2022-12-13,AAPL,149.36,0.0096,12821371
2022-12-14,AAPL,146.88,-0.01658,7844554
2022-12-15,AAPL,145.72,-0.00787,6903101
2022-12-16,AAPL,144.14,-0.01084,11954017
2022-12-19,AAPL,145.62,0.01026,13565736
2022-12-20,AAPL,150.4,0.03276,9702424
2022-12-21,AAPL,151.71,0.00875,9731480
2022-12-22,AAPL,147.35,-0.02872,5235614
2022-12-23,AAPL,148.65,0.00877,7141470
2022-12-26,AAPL,148.56,-0.00058,4363194
2022-12-27,AAPL,149.38,0.00551,7667967
2022-12-28,AAPL,149.93,0.00369,9790653
2022-12-29,AAPL,145.59,-0.02892,15430403
2022-12-30,AAPL,142.32,-0.02246,7657611
2023-01-02,AAPL,141.19,-0.00799,14902920
2023-01-03,AAPL,141.51,0.00228,14390265
2023-01-04,AAPL,142.07,0.00401,8790492
2023-01-05,AAPL,140.06,-0.01417,7029917
2023-01-06,AAPL,140.2,0.00102,10119138
2023-01-09,AAPL,138.63,-0.01122,17990775
2023-01-10,AAPL,139.43,0.00578,5110705
2023-01-11,AAPL,143.21,0.02712,3832401
2023-01-12,AAPL,144.28,0.00746,6779635
2023-01-13,AAPL,148.42,0.02868,13514311
2023-01-16,AAPL,145.36,-0.02062,14715472
2023-01-17,AAPL,140.13,-0.03597,13513228
2023-01-18,AAPL,140.07,-0.00046,5646407
2023-01-19,AAPL,142.59,0.01803,13120029
2023-01-20,AAPL,143.14,0.00385,10274714
2023-01-23,AAPL,144.23,0.00764,7459925
2023-01-24,AAPL,145.74,0.01046,3509823
2023-01-25,AAPL,136.92,-0.06051,11226859
2023-01-26,AAPL,137.93,0.00736,6373798
2023-01-27,AAPL,135.3,-0.01909,17216032
2023-01-30,AAPL,134.09,-0.00891,6574844
2023-01-31,AAPL,131.8,-0.01711,13252905
2023-02-01,AAPL,126.6,-0.03949,8087184
2023-02-02,AAPL,125.01,-0.01257,8269841
2023-02-03,AAPL,126.55,0.01234,6967142
2023-02-06,AAPL,125.96,-0.00467,3489692
2023-02-07,AAPL,124.75,-0.00957,5239986
2023-02-08,AAPL,125.31,0.00446,7897424
2023-02-09,AAPL,124.35,-0.00764,9607625
2023-02-10,AAPL,122.37,-0.01591,5036100
2023-02-13,AAPL,116.7,-0.04635,8550633
2023-02-14,AAPL,116.72,0.00015,8608539
2023-02-15,AAPL,115.51,-0.01033,14913348
2023-02-16,AAPL,113.97,-0.01333,21582335
2023-02-17,AAPL,113.39,-0.00507,5854707
2023-02-20,AAPL,112.6,-0.00704,8500201
2023-02-21,AAPL,113.37,0.00686,22512851
2023-02-22,AAPL,113.65,0.0025,12583369
2023-02-23,AAPL,115.53,0.01654,10975762
2023-02-24,AAPL,119.52,0.03455,7458278
2023-02-27,AAPL,118.18,-0.01123,4794814
2023-02-28,AAPL,117.6,-0.0049,3080549
2023-03-01,AAPL,118.92,0.01119,6216598
2023-03-02,AAPL,120.3,0.01163,10535492
2023-03-03,AAPL,117.7,-0.0216,25178234
2023-03-06,AAPL,116.07,-0.01383,5768018
2023-03-07,AAPL,115.21,-0.00741,11178476
2023-03-08,AAPL,112.98,-0.01935,13182048
2023-03-09,AAPL,113.27,0.0025,8045675
2023-03-10,AAPL,111.14,-0.01882,9278750
2023-03-13,AAPL,110.6,-0.00484,3196843
2023-03-14,AAPL,111.21,0.00558,5512403
2023-03-15,AAPL,110.57,-0.00576,5665880
2023-03-16,AAPL,109.86,-0.00643,6980912
2023-03-17,AAPL,109.1,-0.00697,6991608
2023-03-20,AAPL,107.75,-0.01237,14514775
2023-03-21,AAPL,108.59,0.00778,11425092
2023-03-22,AAPL,111.12,0.02332,6668864
2023-03-23,AAPL,111.95,0.00748,6656933
2023-03-24,AAPL,110.2,-0.01565,16782684
2023-03-27,AAPL,108.45,-0.01586,30049366
2023-03-28,AAPL,113.05,0.04241,2959362
2023-03-29,AAPL,114.87,0.01615,5724544
2023-03-30,AAPL,116.01,0.00991,9606920
2023-03-31,AAPL,110.68,-0.04598,9240699
2023-04-03,AAPL,113.28,0.02352,9929044
2023-04-04,AAPL,117.12,0.03385,6122596
2023-04-05,AAPL,121.12,0.03418,8739188
2023-04-06,AAPL,118.25,-0.02365,11616039
2023-04-07,AAPL,121.91,0.03091,9710243
2023-04-10,AAPL,122.43,0.00425,9358901
2023-04-11,AAPL,117.64,-0.03913,24533246
2023-04-12,AAPL,121.7,0.03456,18798256
2023-04-13,AAPL,122.69,0.00806,9350706
2023-04-14,AAPL,122.03,-0.00537,19626052
2023-04-17,AAPL,123.88,0.01518,4981673
2023-04-18,AAPL,122.88,-0.00803,10616171
2023-04-19,AAPL,121.71,-0.00957,12644470
2023-04-20,AAPL,126.17,0.03667,24239973
2023-04-21,AAPL,127.81,0.01297,5703851
2023-04-24,AAPL,130.12,0.01808,4833510
2023-04-25,AAPL,129.03,-0.00839,6332171
2023-04-26,AAPL,128.55,-0.00369,10499613
2023-04-27,AAPL,131.11,0.01992,10448679
2023-04-28,AAPL,127.29,-0.02913,12207894
2023-05-01,AAPL,129.2,0.01499,13609410
2023-05-02,AAPL,127.7,-0.01164,8207869
2023-05-03,AAPL,126.74,-0.00749,13828248
2023-05-04,AAPL,122.53,-0.03319,7044568
2023-05-05,AAPL,125.57,0.0248,7033110
2023-05-08,AAPL,128.7,0.02492,13429636
2023-05-09,AAPL,124.35,-0.03377,5754686
2023-05-10,AAPL,128.73,0.03516,3766174
2023-05-11,AAPL,127.35,-0.01067,9364819
2023-05-12,AAPL,127.99,0.00503,20262658
2023-05-15,AAPL,125.76,-0.01743,9469410
2023-05-16,AAPL,127.53,0.01406,7585755
2023-05-17,AAPL,125.48,-0.01607,7032185
2023-05-18,AAPL,122.76,-0.02171,8802198
2023-05-19,AAPL,125.19,0.0198,6836648
2023-05-22,AAPL,126.73,0.01229,3214671
2023-05-23,AAPL,122.48,-0.03353,16538145
2023-05-24,AAPL,122.1,-0.00305,10958954
2023-05-25,AAPL,118.83,-0.02677,5469559
2023-05-26,AAPL,121.37,0.02132,8625574
2023-05-29,AAPL,122.77,0.01159,8932894
2023-05-30,AAPL,125.38,0.02118,6675362
2023-05-31,AAPL,120.17,-0.04154,5448573
2023-06-01,AAPL,121.36,0.00995,10060043
2023-06-02,AAPL,120.78,-0.00481,15938039
2023-06-05,AAPL,119.46,-0.01093,4907101
2023-06-06,AAPL,121.34,0.01578,6218651
2023-06-07,AAPL,121.86,0.00425,4248246
2023-06-08,AAPL,118.57,-0.02697,6329288
2023-06-09,AAPL,123.33,0.0401,11188332
2023-06-12,AAPL,122.71,-0.00498,7185279
2023-06-13,AAPL,123.24,0.00433,9476682
2023-06-14,AAPL,124.86,0.01312,24619970
2023-06-15,AAPL,124.15,-0.00572,33510686
2023-06-16,AAPL,119.86,-0.03456,9922664
2023-06-19,AAPL,118.31,-0.01292,11547511
2023-06-20,AAPL,115.48,-0.02394,5856303
2023-06-21,AAPL,115.57,0.00084,4458204
2023-06-22,AAPL,122.16,0.05696,15939254
2023-06-23,AAPL,124.01,0.01521,10826191
2023-06-26,AAPL,125.19,0.00946,8257589
2023-06-27,AAPL,125.79,0.00483,7888473
2023-06-28,AAPL,123.43,-0.01875,8085089
2023-06-29,AAPL,126.71,0.02659,10481106
2023-06-30,AAPL,130.5,0.02989,14810877
2023-07-03,AAPL,135.93,0.0416,9986705
2023-07-04,AAPL,136.41,0.0035,7248843
2023-07-05,AAPL,139.49,0.02257,7204576
2023-07-06,AAPL,141.19,0.01224,3786037
2023-07-07,AAPL,140.08,-0.00792,18417026
2023-07-10,AAPL,141.47,0.00994,17639851
2023-07-11,AAPL,140.22,-0.00882,7988033
2023-07-12,AAPL,136.01,-0.03002,8890551
2023-07-13,AAPL,138.11,0.01544,7966580
2023-07-14,AAPL,138.41,0.0022,5532561
2022-01-03,MSFT,147.99,-0.01337,8959667
2022-01-04,MSFT,149.89,0.01284,7430645
2022-01-05,MSFT,151.64,0.01167,15963948
2022-01-06,MSFT,150.53,-0.00737,4989523
2022-01-07,MSFT,145.13,-0.03584,10076478
2022-01-10,MSFT,143.47,-0.01148,9300258
2022-01-11,MSFT,141.95,-0.01054,7850783
2022-01-12,MSFT,142.86,0.00639,7409589
2022-01-13,MSFT,145.24,0.01666,5986179
2022-01-14,MSFT,143.79,-0.00999,7241215
2022-01-17,MSFT,144.82,0.00714,5131754
2022-01-18,MSFT,147.51,0.01863,3625868
2022-01-19,MSFT,147.13,-0.0026,10567639
2022-01-20,MSFT,143.61,-0.02395,10672032
2022-01-21,MSFT,145.54,0.01346,9988854
2022-01-24,MSFT,145.41,-0.0009,8495936
2022-01-25,MSFT,145.39,-0.00013,14316700
2022-01-26,MSFT,144.81,-0.00402,6944606
2022-01-27,MSFT,146.85,0.01412,11953417
2022-01-28,MSFT,149.36,0.01708,5031149
2022-01-31,MSFT,152.06,0.01807,8150052
2022-02-01,MSFT,149.83,-0.01463,13045230
2022-02-02,MSFT,150.66,0.00553,5168433
2022-02-03,MSFT,150.12,-0.00357,12231905
2022-02-04,MSFT,145.9,-0.02816,11672340
2022-02-07,MSFT,145.44,-0.00315,11495925
2022-02-08,MSFT,140.28,-0.03544,19759095
2022-02-09,MSFT,138.94,-0.0096,6633816
2022-02-10,MSFT,138.43,-0.00364,11693967
2022-02-11,MSFT,138.14,-0.00208,19328566
2022-02-14,MSFT,137.65,-0.00357,20223658
2022-02-15,MSFT,137.23,-0.00305,8914590
2022-02-16,MSFT,133.76,-0.02527,5941112
2022-02-17,MSFT,134.42,0.00492,4295980
2022-02-18,MSFT,138.08,0.02723,9893605
2022-02-21,MSFT,137.32,-0.00551,8497349
2022-02-22,MSFT,141.03,0.02699,13137223
2022-02-23,MSFT,136.77,-0.0302,7207886
2022-02-24,MSFT,138.81,0.0149,5806090
2022-02-25,MSFT,139.63,0.00592,2851775
2022-02-28,MSFT,138.34,-0.00922,9389829
2022-03-01,MSFT,139.97,0.01182,6980107
2022-03-02,MSFT,142.08,0.01503,4220459
2022-03-03,MSFT,141.68,-0.00279,9744025
2022-03-04,MSFT,138.15,-0.02496,16959267
2022-03-07,MSFT,138.82,0.00487,5107674
2022-03-08,MSFT,140.08,0.00905,5846525
2022-03-09,MSFT,138.64,-0.01023,4476011
2022-03-10,MSFT,137.87,-0.00559,2959237
2022-03-11,MSFT,138.37,0.00365,22433795
2022-03-14,MSFT,137.41,-0.00694,2805831
2022-03-15,MSFT,136.38,-0.00748,8581225
2022-03-16,MSFT,136.74,0.00263,8596525
2022-03-17,MSFT,140.1,0.02455,8085747
2022-03-18,MSFT,139.24,-0.00615,10579273
2022-03-21,MSFT,140.25,0.00731,7984739
2022-03-22,MSFT,139.73,-0.00371,6415054
2022-03-23,MSFT,141.39,0.01187,4083087
2022-03-24,MSFT,141.68,0.00207,13849770
2022-03-25,MSFT,141.58,-0.00071,3717978
2022-03-28,MSFT,141.24,-0.00244,12780703
2022-03-29,MSFT,141.78,0.00384,5167070
2022-03-30,MSFT,146.99,0.03677,14151441
2022-03-31,MSFT,147.38,0.00264,35549459
2022-04-01,MSFT,146.72,-0.00448,4171889
2022-04-04,MSFT,146.36,-0.00247,9191075
2022-04-05,MSFT,142.7,-0.02497,12556260
2022-04-06,MSFT,144.98,0.01596,4361447
2022-04-07,MSFT,143.5,-0.01022,4814101
2022-04-08,MSFT,140.53,-0.02069,11074187
2022-04-11,MSFT,140.76,0.00164,7954880
2022-04-12,MSFT,141.48,0.00513,7316376
2022-04-13,MSFT,140.03,-0.01024,7275735
2022-04-14,MSFT,139.5,-0.0038,8965941
2022-04-15,MSFT,140.67,0.00838,6156936
2022-04-18,MSFT,140.04,-0.0045,6659250
2022-04-19,MSFT,138.66,-0.00983,13189753
2022-04-20,MSFT,137.11,-0.01115,8220472
2022-04-21,MSFT,134.9,-0.01616,12630042
2022-04-22,MSFT,137.3,0.01782,9672700
2022-04-25,MSFT,141.58,0.03119,3095916
2022-04-26,MSFT,140.04,-0.01091,12331225
2022-04-27,MSFT,136.57,-0.02474,8167471
2022-04-28,MSFT,136.76,0.00134,7845167
2022-04-29,MSFT,136.68,-0.00053,13588132
2022-05-02,MSFT,139.08,0.01753,4387362
2022-05-03,MSFT,136.17,-0.02096,11094771
2022-05-04,MSFT,133.63,-0.01863,23099312
2022-05-05,MSFT,133.43,-0.00145,9971571
2022-05-06,MSFT,133.08,-0.00262,7393367
2022-05-09,MSFT,131.55,-0.01152,20666238
2022-05-10,MSFT,132.35,0.00603,3240500
2022-05-11,MSFT,131.02,-0.00999,11585654
2022-05-12,MSFT,131.93,0.00692,16421966
2022-05-13,MSFT,132.52,0.0045,7824433
2022-05-16,MSFT,132.18,-0.0026,10280387
2022-05-17,MSFT,133.36,0.0089,6452594
2022-05-18,MSFT,132.69,-0.00501,11814121
2022-05-19,MSFT,133.02,0.0025,8431838
2022-05-20,MSFT,134.83,0.01363,6134277
2022-05-23,MSFT,136.16,0.00987,16382435
2022-05-24,MSFT,136.17,8e-05,8494266
2022-05-25,MSFT,133.9,-0.01671,7396907
2022-05-26,MSFT,132.51,-0.01038,14649510
2022-05-27,MSFT,131.98,-0.00397,7707199
2022-05-30,MSFT,134.29,0.01749,8550248
2022-05-31,MSFT,135.5,0.00903,7424721
2022-06-01,MSFT,136.37,0.00639,8137788
2022-06-02,MSFT,139.2,0.02078,9978335
2022-06-03,MSFT,136.1,-0.02226,6965306
2022-06-06,MSFT,133.38,-0.02002,11637035
2022-06-07,MSFT,135.08,0.01278,10105547
2022-06-08,MSFT,134.02,-0.00788,5028249
2022-06-09,MSFT,133.95,-0.00054,6367321
2022-06-10,MSFT,135.97,0.01508,7311795
2022-06-13,MSFT,136.99,0.00751,6990855
2022-06-14,MSFT,139.41,0.0177,5347228
2022-06-15,MSFT,138.65,-0.00548,11876312
2022-06-16,MSFT,142.4,0.02702,4344134
2022-06-17,MSFT,139.53,-0.02014,11241478
2022-06-20,MSFT,143.08,0.02547,13525111
2022-06-21,MSFT,144.75,0.01166,5212264
2022-06-22,MSFT,145.39,0.00439,11473212
2022-06-23,MSFT,145.91,0.0036,10346694
2022-06-24,MSFT,147.7,0.01226,2629932
2022-06-27,MSFT,142.91,-0.0324,4902111
2022-06-28,MSFT,143.14,0.00158,7314023
2022-06-29,MSFT,140.12,-0.02114,19975173
2022-06-30,MSFT,139.68,-0.00312,9803051
2022-07-01,MSFT,141.79,0.01514,25776746
2022-07-04,MSFT,141.69,-0.00075,9749152
2022-07-05,MSFT,138.89,-0.01972,8676466
2022-07-06,MSFT,136.12,-0.01997,7083471
2022-07-07,MSFT,137.81,0.01239,10626544
2022-07-08,MSFT,139.92,0.01536,10075707
2022-07-11,MSFT,142.56,0.01885,5437594
2022-07-12,MSFT,145.36,0.01967,6675797
2022-07-13,MSFT,144.51,-0.00584,7598689
2022-07-14,MSFT,148.78,0.02951,6091117
2022-07-15,MSFT,149.95,0.0079,10954031
2022-07-18,MSFT,150.22,0.00175,5984634
2022-07-19,MSFT,147.49,-0.01814,4994810
2022-07-20,MSFT,150.09,0.01759,5982742
2022-07-21,MSFT,147.2,-0.0192,14317332
2022-07-22,MSFT,148.68,0.01001,8720604
2022-07-25,MSFT,147.44,-0.00832,2256672
2022-07-26,MSFT,145.61,-0.0124,8116859
