applicant_id,age,gender,education,annual_income,credit_score,debt_to_income_ratio,employment_years,loan_amount_requested,approved
187,28,M,Bachelor,137648,713,0.121,0.0,21468,1
188,38,F,Bachelor,21390,661,0.153,2.0,25351,1
189,32,F,Master,62050,686,0.574,1.0,35824,1
190,35,M,Bachelor,26256,680,0.213,3.0,18606,1
191,53,M,Master,65174,715,,2.0,33321,0
192,50,M,Bachelor,45312,773,0.141,0.0,24187,1
193,49,M,Master,16341,811,0.157,0.0,11412,1
194,38,F,High School,85560,704,0.284,0.0,10855,1
195,66,M,PhD,34098,727,0.234,3.0,38610,1
196,25,M,Bachelor,35584,587,0.157,0.0,40054,1
197,37,M,High School,25800,672,0.383,2.0,25885,1
198,26,F,High School,33104,755,0.455,1.0,46530,1
199,36,M,High School,63369,749,0.105,,37358,1
200,66,F,Bachelor,43759,696,0.193,,31002,0
201,38,M,Master,59706,750,0.646,1.0,13965,1
202,63,M,PhD,60910,719,0.241,2.0,52350,1
203,44,F,Bachelor,108271,776,0.072,23.0,28800,1
204,53,M,Bachelor,39907,703,0.155,9.0,18161,1
205,42,F,Bachelor,20209,651,0.382,12.0,15770,0
206,33,M,Master,92998,706,0.039,2.0,25044,1
207,56,F,Master,40179,445,0.539,1.0,9551,1
208,66,F,High School,95679,710,0.465,3.0,31251,1
209,33,F,PhD,61699,388,0.43,2.0,13673,0
210,57,M,Bachelor,45311,542,0.161,10.0,26510,1
211,33,F,Master,60431,716,0.274,11.0,16969,1
212,54,F,PhD,158040,718,0.369,4.0,19298,1
213,58,M,Master,170448,587,0.181,3.0,15086,1
214,42,M,High School,51104,623,0.572,2.0,20320,0
215,55,F,Bachelor,53966,789,0.243,4.0,56652,1
216,33,M,High School,93502,641,0.331,,44025,1
217,24,F,Master,29513,850,0.247,,26297,1
218,25,F,High School,59864,679,0.152,1.0,21749,0
219,42,M,Bachelor,48265,712,0.533,1.0,33593,1
220,63,F,Master,59180,809,0.316,17.0,38753,1
221,26,F,High School,29731,690,0.138,12.0,14546,0
222,42,M,Bachelor,18887,599,0.321,6.0,21189,0
223,54,F,Bachelor,14132,671,0.713,1.0,8857,0
224,30,M,Bachelor,25073,677,0.155,5.0,38620,0
225,54,M,High School,37227,570,0.341,5.0,61852,0
226,35,F,High School,41113,659,0.267,,22926,1
227,59,M,Bachelor,156739,620,0.427,0.0,7612,1
228,48,F,Bachelor,95186,753,0.395,0.0,29865,1
229,46,M,Bachelor,27522,682,0.224,4.0,14016,0
230,29,M,High School,60392,657,0.194,0.0,15808,0
231,42,M,Bachelor,38397,671,,1.0,30130,1
232,61,F,Bachelor,41331,697,0.785,2.0,25016,1
233,21,F,High School,54786,729,0.059,3.0,17256,1
234,56,F,Master,71075,600,0.477,5.0,15917,1
235,44,F,Bachelor,39992,596,0.119,1.0,23456,1
236,54,F,Bachelor,92810,768,0.255,14.0,17948,1
237,52,F,PhD,24706,647,0.179,1.0,12649,1
238,41,M,Bachelor,49207,566,0.482,6.0,18652,1
239,35,F,Bachelor,232955,715,0.282,0.0,26102,1
240,50,F,High School,56041,717,0.566,3.0,20149,1
241,27,F,High School,115835,557,0.331,1.0,10864,0
242,48,M,High School,51787,698,0.269,7.0,36117,1
243,25,M,Master,69457,738,0.109,11.0,5600,1
244,51,F,Master,47378,709,0.524,5.0,17620,1
245,50,M,High School,44256,730,,27.0,16153,1
246,24,M,High School,30708,567,0.352,0.0,23720,1
247,56,F,Bachelor,63460,706,0.628,4.0,29168,0
248,40,M,Bachelor,29409,655,0.542,2.0,38691,0
249,57,M,Bachelor,73083,641,0.366,4.0,15425,1
250,22,M,Bachelor,94011,749,0.271,1.0,29533,1
251,29,M,Master,61078,798,0.223,7.0,24292,1
252,44,F,High School,41284,823,0.019,7.0,9360,1
253,29,F,Bachelor,64368,785,0.279,2.0,56969,1
254,36,F,Bachelor,40733,671,,1.0,10728,0
255,52,F,Bachelor,85933,708,0.432,3.0,27166,1
256,27,F,Master,16336,741,0.118,4.0,26768,1
257,52,M,High School,40080,689,0.382,4.0,25281,1
258,25,F,Master,14846,690,0.279,4.0,17200,0
259,29,M,Master,19989,745,0.229,0.0,33310,1
260,48,M,Master,111114,675,0.224,4.0,10095,1
261,58,F,Bachelor,83877,621,0.229,3.0,21313,1
262,29,F,Bachelor,31834,646,0.176,11.0,16615,0
263,35,M,Master,19900,730,0.371,0.0,15698,0
264,64,F,Master,8277,680,0.415,,27292,1
265,67,M,Bachelor,35380,707,0.104,,37749,1
266,48,M,Master,209451,733,0.23,4.0,18552,1
267,42,M,High School,63635,650,,3.0,32543,1
268,37,M,Bachelor,35040,740,0.389,6.0,22581,1
269,49,F,Master,64799,710,,1.0,14095,1
270,48,M,Bachelor,19214,581,0.534,2.0,19361,0
271,34,M,Bachelor,41011,795,0.747,2.0,18963,0
272,22,M,PhD,52035,639,0.407,,15547,0
273,28,F,Master,46552,547,0.417,12.0,27289,1
274,66,F,Master,78785,596,0.389,5.0,24768,1
275,40,F,Bachelor,60281,598,0.193,0.0,9943,1
276,43,M,PhD,73203,684,0.54,2.0,9645,1
277,42,F,High School,32434,658,0.5,4.0,27237,1
278,57,F,Bachelor,84009,653,0.223,0.0,14652,1
279,24,M,Bachelor,130269,729,0.279,1.0,25617,1
280,24,M,Master,27389,707,0.336,4.0,32547,0
281,33,M,Master,28778,705,0.392,2.0,11667,1
282,43,M,Master,109258,712,0.578,9.0,10875,1
283,52,M,Bachelor,43703,729,0.693,7.0,50879,1
284,44,M,Bachelor,113810,511,0.094,11.0,26259,1
285,41,M,Bachelor,37589,650,,0.0,17861,1
286,65,F,Bachelor,117363,505,0.179,7.0,13808,1
287,28,M,High School,53044,682,0.128,0.0,17064,1
288,47,M,Bachelor,57235,679,0.032,0.0,12145,1
289,46,F,Master,125345,763,0.038,1.0,34259,1
290,43,M,Master,39455,775,0.125,0.0,14937,1
291,58,M,Master,27870,696,0.026,6.0,38054,1
292,33,M,Bachelor,37453,639,,0.0,18028,1
293,65,M,Bachelor,64305,718,0.44,7.0,13073,1
294,36,M,High School,19159,637,0.138,1.0,17798,1
295,46,M,Bachelor,71860,679,0.088,8.0,5930,1
296,45,M,Bachelor,35480,758,0.38,3.0,20735,1
297,60,F,High School,97605,635,0.432,5.0,20230,1
298,41,F,High School,11654,744,0.443,0.0,33268,1
299,34,M,Bachelor,30578,734,0.392,7.0,8577,1
300,22,M,Bachelor,17820,603,0.659,2.0,39376,0
301,38,M,Bachelor,29859,757,0.106,0.0,33199,0
302,59,F,High School,56874,735,0.195,,41192,1
303,21,F,Bachelor,44022,688,0.417,,21453,1
304,63,M,Bachelor,42107,619,0.417,1.0,36568,0
305,46,M,Bachelor,44555,611,0.027,3.0,10555,1
306,27,M,Bachelor,55383,636,0.506,8.0,31461,1
307,35,F,High School,26765,723,0.239,2.0,14979,1
308,47,F,Master,74915,603,0.445,0.0,9646,1
309,35,M,High School,72955,715,0.312,2.0,12555,1
310,26,F,Bachelor,61760,580,0.443,1.0,22087,0
311,52,M,High School,68454,663,0.15,0.0,14586,1
312,52,F,Bachelor,58562,688,0.299,1.0,26583,0
313,26,F,High School,166216,850,0.395,2.0,8918,1
314,34,M,Master,46524,569,0.163,4.0,7604,0
315,32,M,Bachelor,40771,797,0.281,9.0,43747,1
316,51,F,Bachelor,31190,691,0.371,0.0,34610,0
317,55,M,High School,26387,712,0.123,0.0,13034,1
318,55,F,High School,23232,689,0.175,1.0,21993,1
319,65,M,Bachelor,28759,715,0.411,8.0,36671,1
320,57,F,Bachelor,46985,667,0.324,3.0,27162,0
321,36,M,Bachelor,59908,796,0.05,1.0,23720,1
322,26,M,PhD,50548,643,0.255,2.0,38085,1
323,49,M,Master,30967,770,,3.0,15285,1
324,64,M,PhD,84129,628,0.351,1.0,22372,1
325,66,M,High School,76393,675,0.04,,21830,1
326,31,F,Master,44543,594,0.257,7.0,19218,1
327,32,M,Bachelor,33131,716,0.156,3.0,18125,1
328,22,M,Bachelor,68122,795,0.113,12.0,22843,1
329,27,M,PhD,54873,673,0.275,0.0,22408,1
330,47,M,Bachelor,20560,664,0.257,18.0,13040,1
331,46,F,Master,47061,590,0.078,21.0,32889,1
332,38,F,Master,57366,661,0.374,0.0,13518,1
333,35,M,High School,28572,552,0.282,1.0,19749,0
334,60,F,Bachelor,54935,606,0.191,2.0,19003,0
335,42,F,Bachelor,20478,698,0.471,0.0,26345,0
336,58,F,Master,109284,785,,4.0,7634,1
337,66,M,Master,103649,850,0.452,1.0,34387,1
338,35,M,High School,42128,633,0.151,4.0,15701,0
339,30,M,High School,60966,794,0.066,,40537,1
340,65,F,High School,11545,699,0.265,3.0,17342,1
341,50,F,Bachelor,24494,667,0.256,0.0,21495,1
342,34,M,High School,41098,714,0.153,2.0,57347,0
343,50,M,Master,25763,684,0.146,7.0,19174,0
344,45,F,Bachelor,75255,688,0.362,9.0,40922,1
345,63,F,Master,162491,647,0.177,0.0,22460,1
346,33,M,High School,24198,568,0.286,0.0,27111,1
347,67,F,Bachelor,29659,556,0.35,2.0,22810,1
348,64,M,High School,56458,732,0.288,0.0,33655,1
349,29,M,Master,128884,657,0.81,9.0,15634,1
350,28,F,High School,23542,632,0.188,9.0,13466,1
351,46,F,High School,56921,680,0.111,6.0,16005,0
352,23,F,High School,146207,743,0.293,2.0,23152,1
353,35,M,Master,18195,694,0.308,,19723,1
354,41,M,High School,22728,627,0.101,0.0,31418,0
355,66,M,Bachelor,38018,778,0.302,,42292,1
356,67,M,Master,35869,806,0.297,5.0,13522,1
357,28,M,Master,79822,719,0.296,1.0,15260,0
358,62,M,High School,56669,757,0.308,5.0,10741,1
359,25,M,High School,16899,779,0.073,4.0,60790,1
360,56,M,Bachelor,66785,770,0.149,0.0,25650,1
361,60,M,High School,34664,729,0.38,1.0,27998,0
362,62,F,Bachelor,105310,727,0.072,5.0,11269,0
363,31,M,Bachelor,33639,721,0.641,3.0,22013,1
364,62,F,Bachelor,33457,592,0.193,8.0,28413,1
365,26,F,High School,67824,736,0.108,2.0,19411,1
366,45,F,Bachelor,77478,571,0.412,12.0,37716,1
367,43,M,High School,64142,616,0.438,8.0,69976,1
368,35,M,Bachelor,17830,784,0.222,9.0,13718,0
369,22,F,High School,67698,747,0.176,4.0,13212,1
370,57,M,PhD,26355,798,0.228,0.0,14201,0
371,36,M,Bachelor,56453,658,,1.0,49172,1
372,52,M,High School,20863,587,0.598,16.0,37092,0
373,40,F,High School,64073,660,0.496,1.0,20583,0
374,38,M,Bachelor,30213,688,0.423,4.0,22432,1
375,62,F,High School,22706,686,0.418,11.0,14643,1
376,25,M,High School,75229,770,0.238,10.0,34372,1
377,55,M,Master,56669,651,0.046,7.0,18215,1
378,56,F,Bachelor,33915,708,0.088,8.0,19340,0
379,38,M,High School,117091,600,0.323,6.0,29863,1
380,33,F,Bachelor,37631,716,0.101,7.0,20050,0
381,21,M,High School,49974,680,,2.0,19584,1
382,65,M,PhD,57604,620,0.114,7.0,22143,1
383,65,F,High School,33799,661,0.283,2.0,32783,0
384,32,M,Master,65035,665,0.206,10.0,50173,1
385,22,M,Master,35593,658,0.147,3.0,29517,1
386,26,F,High School,38292,821,0.284,7.0,32914,1
387,24,F,High School,111033,672,0.533,,19931,1
388,60,F,Bachelor,26255,660,,0.0,15461,0
389,62,M,Master,11525,512,0.102,15.0,30546,0
390,28,M,Bachelor,128870,608,0.229,2.0,23995,1
391,56,F,Bachelor,226295,658,0.3,1.0,10814,1
392,29,M,Master,38439,625,0.429,0.0,18694,0
393,38,M,Master,15335,790,0.13,3.0,21132,0
394,49,F,Bachelor,40688,666,0.51,2.0,17064,0
395,54,M,Bachelor,41285,783,,11.0,46206,1
396,62,M,Master,43741,684,0.291,6.0,27998,1
397,23,M,High School,25133,682,0.354,0.0,43764,0
398,30,M,Master,69406,672,0.158,2.0,25127,1
399,34,F,High School,67151,680,0.278,4.0,22941,1
400,35,F,High School,19997,817,0.182,13.0,13790,1
401,67,M,Master,74571,494,0.38,0.0,22158,1
402,57,M,Bachelor,167981,519,0.15,2.0,22170,1
403,36,F,High School,54348,636,0.055,1.0,11119,1
404,66,M,High School,40038,681,0.429,3.0,16818,1
405,44,M,Bachelor,45017,735,,3.0,18738,1
406,44,F,Master,70909,717,0.16,6.0,27085,1
407,41,F,High School,17354,649,0.29,,27741,0
408,27,M,High School,54102,761,0.296,4.0,16470,0
409,64,F,Bachelor,38782,762,0.184,3.0,27845,1
410,21,M,PhD,148552,694,0.274,0.0,20109,1
411,29,F,High School,44156,757,0.21,1.0,5245,1
412,31,M,PhD,133350,701,0.107,1.0,17285,1
413,34,M,Master,25279,635,0.268,,37778,1
414,27,F,High School,69727,735,0.197,,9500,1
415,21,M,Master,59375,688,0.012,0.0,23303,1
416,52,M,Bachelor,29102,680,0.435,0.0,48660,0
417,66,M,Bachelor,54526,797,0.367,3.0,15058,1
418,26,F,Bachelor,101469,483,0.371,,22050,1
419,34,F,Master,40365,566,0.16,,11475,1
420,44,M,Master,17762,585,0.793,3.0,49692,1
421,64,F,Master,48506,650,0.569,4.0,21127,0
422,53,F,PhD,28525,659,0.489,3.0,22546,0
423,57,M,Bachelor,39918,559,0.26,3.0,43353,0
424,48,M,Master,46678,601,0.362,,30660,1
425,40,M,Master,17616,611,0.475,23.0,14216,0
426,30,M,High School,18594,850,0.326,11.0,15936,0
427,61,M,High School,65462,824,0.086,8.0,28210,1
428,58,M,Bachelor,35823,647,0.168,11.0,16121,0
429,22,M,Master,10521,650,0.449,0.0,7641,1
430,54,M,High School,78504,588,0.248,8.0,21447,1
431,24,F,Master,57723,527,0.196,12.0,10508,0
432,55,M,High School,31941,670,0.267,0.0,49421,0
433,59,F,Bachelor,22245,600,0.053,1.0,24062,0
434,27,F,Bachelor,80941,673,0.359,7.0,14008,1
435,41,F,High School,60452,551,0.285,1.0,15532,0
436,26,F,Master,204753,619,0.068,1.0,8563,1
437,47,F,High School,63077,691,0.168,7.0,12711,1
438,64,M,Master,61859,709,0.088,7.0,36613,1
439,24,F,High School,44348,713,0.348,0.0,67231,0
440,39,M,PhD,80022,574,0.202,2.0,31672,1
441,66,F,Bachelor,71328,748,0.124,2.0,21035,1
442,35,M,High School,103884,615,0.581,0.0,17747,0
443,27,M,High School,35853,730,0.422,1.0,13653,1
444,43,M,High School,37750,679,0.254,0.0,61690,1
445,44,F,Bachelor,36773,569,0.272,1.0,20042,1
446,52,M,Master,78785,654,0.255,2.0,63437,1
447,35,M,Bachelor,120454,709,0.292,2.0,44212,1
448,65,M,Bachelor,37223,729,0.173,7.0,9224,1
449,45,M,Bachelor,37992,668,0.593,7.0,15788,0
450,34,F,Bachelor,59186,802,0.375,4.0,15763,1
451,66,F,Bachelor,42300,760,0.219,1.0,21164,1
452,64,M,Bachelor,86788,659,0.277,0.0,21372,1
453,44,M,Master,12694,740,0.228,0.0,98530,1
454,22,M,PhD,29851,834,0.134,7.0,12853,1
455,49,M,Bachelor,30654,836,0.485,0.0,24698,1
456,47,F,High School,12182,581,0.037,0.0,29979,1
457,27,F,High School,27496,605,0.143,2.0,22009,0
458,50,M,Bachelor,28308,798,0.486,9.0,23273,1
459,60,F,Bachelor,43448,595,0.491,5.0,13063,0
460,25,M,PhD,95585,574,0.244,8.0,23231,1
461,54,F,Bachelor,42317,641,0.136,2.0,28444,1
462,27,M,Bachelor,26410,713,0.128,3.0,25946,1
463,56,F,Master,47373,671,0.258,2.0,29292,1
464,40,M,High School,91996,627,0.095,5.0,44636,1
465,21,F,Master,27294,626,0.308,2.0,35188,0
466,66,M,High School,28386,623,0.376,6.0,22825,0
467,28,M,Bachelor,68537,609,0.244,2.0,12260,1
468,49,M,PhD,42919,850,,2.0,16317,1
469,29,M,Master,72293,703,0.394,3.0,19735,1
470,64,F,Master,48621,750,0.272,1.0,24988,1
471,55,F,Bachelor,74682,640,,36.0,17341,1
472,58,F,Master,26342,665,0.643,3.0,13795,1
473,41,M,Bachelor,48666,622,0.332,4.0,12159,1
474,42,F,Bachelor,43199,467,0.402,3.0,9647,0
475,50,F,High School,23634,569,0.32,0.0,19585,0
476,57,M,High School,19185,535,0.289,4.0,10563,0
477,60,M,Bachelor,73972,500,0.283,6.0,13356,1
478,21,M,High School,39712,584,0.383,3.0,18088,0
479,52,M,Master,26545,785,0.081,4.0,11294,1
480,26,F,Master,46272,676,0.488,3.0,26632,1
481,34,F,PhD,96453,783,,7.0,31892,1
482,59,F,High School,12475,712,0.06,2.0,16735,1
483,32,M,PhD,19970,742,0.121,1.0,17702,1
484,58,F,High School,28177,607,0.128,2.0,28816,1
485,42,F,Bachelor,117795,721,0.071,3.0,15413,1
486,31,M,Master,58078,738,0.27,3.0,14892,1
487,36,F,High School,77682,633,0.329,3.0,40064,1
488,45,M,High School,24733,724,0.19,4.0,34272,1
489,56,M,High School,25041,725,0.189,0.0,29755,1
490,49,M,Bachelor,64131,636,0.103,18.0,34990,0
491,64,M,Master,50765,590,0.344,3.0,8195,0
492,61,F,High School,68134,585,0.51,3.0,43343,1
493,56,M,High School,43800,686,0.183,7.0,26796,1
494,49,M,Bachelor,57923,706,0.184,2.0,36511,1
495,34,M,High School,53899,616,0.397,5.0,26731,0
496,40,M,Master,78171,682,0.277,17.0,22571,1
497,26,M,PhD,79555,725,0.159,4.0,19193,1
498,38,M,Master,18547,729,0.271,8.0,26464,1
