transaction_id,customer_id,date,hour,day_of_week,amount,category,is_fraud
257,1002,2024-05-08,14,2,75.41,Food,0
258,1009,2024-04-13,22,1,82.37,Healthcare,0
259,1038,2024-03-06,9,5,126.43,Electronics,0
260,1072,2024-01-17,14,1,23.75,Electronics,0
261,1081,2024-04-25,14,6,229.13,Electronics,0
262,1082,2024-01-29,9,1,308.92,Utilities,0
263,1022,2024-01-10,1,5,22.88,Healthcare,0
264,1067,2024-04-12,19,6,33.76,Food,0
265,1077,2024-02-13,6,5,22.82,Healthcare,0
266,1006,2024-06-03,16,4,133.96,Food,0
267,1007,2024-05-06,14,6,106.79,Utilities,0
268,1020,2024-06-21,9,1,49.13,Food,0
269,1004,2024-04-19,3,0,103.23,Entertainment,0
270,1006,2024-02-17,12,1,97.05,Utilities,0
271,1037,2024-02-28,18,4,154.85,Utilities,0
272,1081,2024-03-31,23,6,47.62,Entertainment,0
273,1076,2024-03-07,23,1,2668.98,Electronics,0
274,1000,2024-03-25,13,1,106.11,Entertainment,0
275,1063,2024-01-10,13,0,30.12,Electronics,0
276,1042,2024-06-13,10,3,40.78,Electronics,0
277,1058,2024-02-25,16,0,29.39,Food,0
278,1035,2024-03-07,11,1,32.49,Food,0
279,1010,2024-06-07,18,0,314.54,Healthcare,0
280,1018,2024-02-18,12,4,46.92,Electronics,0
281,1038,2024-01-13,12,3,105.37,Entertainment,0
282,1070,2024-03-11,21,3,75.36,Healthcare,0
283,1074,2024-05-02,11,1,62.4,Healthcare,0
284,1093,2024-06-21,9,6,115.19,Healthcare,0
285,1000,2024-02-18,11,3,18.58,Entertainment,0
286,1009,2024-01-01,15,0,533.04,Travel,0
287,1025,2024-04-14,17,4,96.18,Food,0
288,1035,2024-02-22,12,1,111.28,Electronics,0
289,1073,2024-02-18,23,6,16.14,Entertainment,0
290,1059,2024-03-19,18,1,130.06,Healthcare,0
291,1029,2024-03-28,10,0,22.99,Electronics,0
292,1098,2024-04-20,10,3,41.41,Food,0
293,1084,2024-05-30,18,3,114.5,Healthcare,0
294,1005,2024-03-14,15,4,157.73,Travel,0
295,1081,2024-04-30,13,0,100.28,Food,0
296,1068,2024-03-09,15,2,134.03,Utilities,0
297,1041,2024-02-03,17,6,31.66,Food,0
298,1040,2024-01-27,19,0,28.48,Food,0
299,1036,2024-06-05,17,0,157.13,Electronics,0
300,1064,2024-02-05,3,1,97.74,Travel,1
301,1010,2024-01-01,2,3,25.35,Food,1
302,1078,2024-02-12,11,6,301.91,Food,0
303,1075,2024-01-27,16,1,24.73,Utilities,0
304,1096,2024-03-21,5,0,271.35,Travel,0
305,1062,2024-03-01,11,6,14.34,Utilities,0
306,1050,2024-06-19,17,2,14.54,Entertainment,0
307,1055,2024-05-01,17,5,26.92,Entertainment,0
308,1063,2024-06-26,9,4,87.31,Utilities,0
309,1021,2024-03-29,8,2,60.57,Electronics,0
310,1066,2024-02-13,4,6,84.15,Food,0
311,1082,2024-03-09,7,6,122.81,Electronics,0
312,1086,2024-02-01,19,6,4879.51,Utilities,0
313,1025,2024-03-11,9,6,75.55,Travel,0
314,1000,2024-01-25,16,3,54.37,Food,0
315,1010,2024-04-20,2,5,42.2,Entertainment,1
316,1097,2024-03-25,9,3,41.16,Food,0
317,1095,2024-06-04,11,6,1944.22,Utilities,0
318,1004,2024-06-22,7,4,23.17,Entertainment,0
319,1069,2024-02-17,14,5,264.55,Electronics,0
320,1091,2024-05-21,15,4,18.76,Utilities,0
321,1099,2024-05-27,11,5,64.46,Entertainment,0
322,1078,2024-05-04,21,4,41.83,Entertainment,0
323,1018,2024-01-25,11,2,37.36,Electronics,0
324,1014,2024-01-05,11,2,83.16,Utilities,0
325,1025,2024-01-09,15,3,29.84,Food,0
326,1090,2024-04-23,15,1,78.84,Entertainment,0
327,1071,2024-02-29,10,6,253.08,Entertainment,0
328,1032,2024-01-24,10,0,25.55,Entertainment,0
329,1083,2024-03-02,17,1,59.35,Electronics,0
330,1010,2024-02-06,23,1,48.27,Utilities,0
331,1003,2024-06-18,23,1,41.16,Electronics,0
332,1017,2024-01-30,4,1,43.78,Healthcare,0
333,1005,2024-06-24,14,1,257.01,Food,0
334,1003,2024-03-05,10,0,159.97,Travel,0
335,1001,2024-02-21,19,0,44.84,Food,0
336,1050,2024-04-12,15,5,45.75,Travel,0
337,1044,2024-05-16,16,2,38.72,Entertainment,0
338,1014,2024-02-07,16,0,46.46,Electronics,0
339,1092,2024-06-10,13,3,99.79,Utilities,0
340,1041,2024-05-08,14,6,27.79,Utilities,0
341,1016,2024-01-10,12,2,1887.57,Utilities,0
342,1040,2024-06-01,8,5,18.29,Entertainment,0
343,1025,2024-04-17,23,4,57.47,Food,0
344,1015,2024-05-09,22,4,41.71,Utilities,0
345,1038,2024-03-29,22,3,23.34,Food,0
346,1015,2024-06-01,23,0,253.01,Travel,1
347,1021,2024-03-19,16,3,60.85,Electronics,0
348,1058,2024-06-20,20,1,131.54,Food,0
349,1083,2024-02-20,2,4,45.97,Utilities,0
350,1004,2024-02-23,9,0,20.63,Electronics,0
351,1051,2024-06-09,0,3,422.49,Entertainment,1
352,1057,2024-03-25,4,0,76.41,Entertainment,0
353,1086,2024-04-04,9,1,64.51,Entertainment,0
354,1074,2024-03-29,14,2,41.58,Healthcare,0
355,1056,2024-04-17,23,1,158.77,Entertainment,0
356,1067,2024-03-13,16,3,12.98,Healthcare,0
357,1001,2024-04-13,9,4,242.63,Utilities,0
358,1038,2024-06-03,18,5,63.29,Healthcare,0
359,1058,2024-02-18,15,4,10.57,Utilities,0
360,1003,2024-01-21,6,5,67.77,Electronics,0
361,1034,2024-06-11,17,5,119.92,Entertainment,0
362,1011,2024-02-26,8,1,164.16,Electronics,0
363,1082,2024-06-02,21,2,52.18,Healthcare,0
364,1019,2024-01-04,14,0,179.81,Travel,0
365,1037,2024-03-29,20,5,24.55,Healthcare,0
366,1029,2024-05-26,12,3,57.01,Entertainment,0
367,1047,2024-05-03,19,4,24.32,Healthcare,0
368,1008,2024-01-18,17,1,60.78,Food,0
369,1028,2024-03-24,18,3,48.38,Entertainment,0
370,1020,2024-04-03,11,6,9.28,Utilities,0
371,1088,2024-02-06,2,5,51.04,Travel,1
372,1040,2024-05-23,14,6,72.46,Utilities,0
373,1024,2024-06-24,20,5,50.26,Food,0
374,1054,2024-02-28,6,5,27.97,Travel,0
375,1085,2024-03-03,15,3,63.05,Food,0
376,1094,2024-06-09,8,0,47.65,Healthcare,0
377,1034,2024-02-25,13,4,38.59,Healthcare,0
378,1027,2024-06-14,17,3,57.65,Utilities,0
379,1036,2024-02-12,19,3,50.5,Electronics,0
380,1011,2024-06-07,22,4,26.6,Healthcare,0
381,1025,2024-04-17,13,5,26.99,Food,0
382,1052,2024-01-03,23,2,158.17,Entertainment,0
383,1046,2024-06-10,14,4,15.17,Utilities,0
384,1066,2024-05-27,18,6,1097.16,Food,0
385,1012,2024-01-09,12,5,38.13,Healthcare,0
386,1045,2024-05-02,19,3,93.9,Electronics,0
387,1053,2024-04-09,20,4,37.83,Utilities,0
388,1051,2024-05-22,22,2,65.6,Electronics,0
389,1078,2024-03-17,14,6,56.57,Travel,0
390,1090,2024-02-09,11,1,117.67,Utilities,0
391,1044,2024-03-27,22,1,55.47,Food,0
392,1039,2024-01-03,7,0,39.39,Food,0
393,1071,2024-05-09,15,0,23.89,Healthcare,0
394,1084,2024-02-12,11,3,41.03,Utilities,0
395,1071,2024-01-08,15,1,91.34,Food,0
396,1024,2024-06-28,23,0,62.41,Food,1
397,1074,2024-05-22,14,6,19.3,Food,0
398,1076,2024-02-21,6,4,75.09,Food,0
399,1061,2024-01-29,15,6,24.19,Food,0
400,1034,2024-04-27,11,6,67.08,Electronics,0
401,1062,2024-06-27,21,0,81.02,Food,0
402,1056,2024-01-20,6,5,12.86,Food,0
403,1066,2024-03-03,15,1,79.08,Food,0
404,1068,2024-05-22,10,1,78.79,Healthcare,0
405,1088,2024-06-08,20,0,7.35,Food,0
406,1046,2024-06-03,1,4,118.29,Food,1
407,1009,2024-04-21,11,1,22.64,Travel,0
408,1003,2024-01-19,9,0,19.92,Entertainment,0
409,1038,2024-04-25,10,1,21.33,Healthcare,0
410,1083,2024-05-08,17,2,19.44,Entertainment,0
411,1091,2024-06-17,21,6,96.71,Food,0
412,1002,2024-05-08,11,2,84.85,Food,0
413,1080,2024-03-25,4,6,241.08,Travel,0
414,1057,2024-03-22,11,5,136.72,Electronics,0
415,1078,2024-05-09,14,1,123.41,Entertainment,0
416,1032,2024-02-06,10,6,97.34,Utilities,0
417,1022,2024-01-08,11,3,18.28,Healthcare,0
418,1044,2024-04-08,17,2,10.9,Electronics,0
419,1043,2024-01-11,14,0,34.86,Travel,0
420,1061,2024-02-13,17,3,96.39,Utilities,0
421,1095,2024-05-20,14,3,58.39,Utilities,0
422,1027,2024-05-02,11,5,121.27,Food,0
423,1049,2024-05-08,8,5,21.23,Healthcare,0
424,1016,2024-06-24,17,6,2194.46,Food,0
425,1087,2024-06-05,1,4,33.4,Healthcare,0
426,1025,2024-06-17,13,3,6.71,Entertainment,0
427,1087,2024-03-29,13,6,19.01,Food,0
428,1056,2024-01-18,18,5,54.73,Food,0
429,1038,2024-05-19,12,1,61.77,Electronics,0
430,1004,2024-05-17,10,6,48.18,Food,0
431,1000,2024-03-02,7,5,44.73,Utilities,0
432,1053,2024-02-16,14,4,37.58,Travel,0
433,1072,2024-01-15,17,2,85.74,Entertainment,0
434,1017,2024-05-16,16,5,22.34,Utilities,0
435,1085,2024-04-14,18,4,63.87,Entertainment,0
436,1009,2024-01-29,0,6,36.51,Electronics,1
437,1067,2024-03-20,22,1,54.93,Food,0
438,1016,2024-04-05,18,6,59.38,Food,0
439,1021,2024-04-04,17,1,99.85,Food,0
440,1095,2024-05-31,11,5,29.42,Utilities,0
441,1050,2024-04-30,18,2,56.12,Utilities,0
442,1070,2024-02-06,23,5,15.26,Entertainment,0
443,1049,2024-04-10,13,5,148.24,Entertainment,0
444,1008,2024-01-20,18,6,57.37,Utilities,0
445,1005,2024-05-07,15,4,59.65,Healthcare,0
446,1060,2024-01-09,23,6,157.76,Travel,0
447,1015,2024-04-26,5,4,148.13,Electronics,0
448,1099,2024-02-09,16,3,110.29,Food,0
449,1015,2024-06-22,22,1,216.43,Electronics,0
450,1077,2024-01-17,14,2,214.89,Travel,0
451,1098,2024-03-23,13,4,74.17,Healthcare,0
452,1069,2024-04-21,5,0,88.03,Electronics,0
453,1048,2024-06-07,10,5,89.53,Utilities,0
454,1045,2024-01-10,16,0,57.64,Entertainment,0
455,1095,2024-03-29,12,4,77.21,Electronics,0
456,1077,2024-03-17,19,6,18.15,Entertainment,0
457,1066,2024-01-15,5,4,178.73,Healthcare,0
458,1008,2024-06-05,19,1,113.25,Utilities,0
459,1068,2024-01-25,14,5,49.06,Food,0
460,1009,2024-01-02,8,5,138.64,Utilities,0
461,1012,2024-02-01,17,2,21.91,Entertainment,0
462,1062,2024-01-14,5,2,50.61,Food,0
463,1090,2024-04-10,13,3,119.41,Travel,0
464,1051,2024-04-11,0,1,22.42,Entertainment,1
465,1097,2024-02-28,10,3,57.87,Electronics,0
466,1028,2024-03-25,10,3,141.47,Food,0
467,1082,2024-04-24,15,2,741.77,Food,0
468,1041,2024-01-03,20,3,29.2,Electronics,0
469,1098,2024-02-03,6,3,39.56,Food,0
470,1086,2024-01-17,5,1,40.04,Utilities,0
471,1055,2024-05-22,9,1,37.21,Utilities,0
472,1050,2024-06-16,16,5,34.36,Electronics,0
473,1045,2024-02-27,11,0,755.13,Food,0
474,1073,2024-06-07,18,4,2437.32,Travel,0
475,1018,2024-05-18,20,5,189.81,Food,0
476,1010,2024-03-28,6,3,29.93,Utilities,0
477,1098,2024-06-11,13,6,53.34,Travel,0
478,1024,2024-06-15,12,2,5.0,Travel,0
479,1007,2024-02-10,13,1,43.76,Electronics,0
480,1083,2024-02-27,11,3,280.18,Food,0
481,1043,2024-01-19,13,3,122.07,Utilities,0
482,1058,2024-05-25,23,3,19.45,Travel,1
483,1043,2024-03-05,17,4,67.08,Travel,0
484,1004,2024-06-04,10,6,38.29,Entertainment,0
485,1030,2024-03-17,0,4,6.89,Healthcare,0
486,1057,2024-02-21,10,1,51.15,Entertainment,0
487,1019,2024-05-03,23,0,64.4,Entertainment,1
488,1088,2024-05-16,7,6,14.74,Food,0
489,1021,2024-03-11,5,6,62.41,Utilities,0
490,1014,2024-03-19,18,4,101.49,Food,0
491,1017,2024-01-18,15,0,10.35,Food,0
492,1050,2024-02-05,23,1,79.75,Food,1
493,1025,2024-02-02,7,3,25.26,Travel,0
494,1022,2024-02-17,8,6,25.12,Entertainment,0
495,1069,2024-03-28,16,0,172.26,Electronics,0
496,1035,2024-01-12,14,6,43.35,Electronics,0
497,1018,2024-06-17,13,4,66.37,Food,0
498,1043,2024-02-19,13,2,84.01,Food,0
499,1052,2024-06-21,10,1,156.21,Utilities,0
500,1005,2024-04-19,10,2,188.95,Healthcare,0
501,1092,2024-03-23,14,3,72.02,Electronics,0
502,1068,2024-03-04,22,6,37.08,Electronics,0
503,1083,2024-01-14,3,2,137.7,Travel,0
504,1091,2024-04-05,13,1,6901.22,Food,0
505,1077,2024-05-23,8,5,97.46,Utilities,0
506,1096,2024-01-10,23,0,132.36,Food,0
507,1039,2024-04-28,14,1,33.56,Food,0
508,1096,2024-02-02,12,5,50.07,Food,0
509,1005,2024-06-02,15,6,10.83,Electronics,0
510,1049,2024-03-10,11,4,29.81,Food,0
511,1011,2024-02-10,14,1,19.92,Utilities,0
512,1077,2024-02-26,18,2,32.45,Utilities,0
513,1061,2024-02-09,12,6,12.81,Travel,0
514,1084,2024-02-28,20,6,100.05,Utilities,0
515,1019,2024-05-31,15,6,28.72,Entertainment,0
516,1066,2024-05-22,11,1,23.59,Utilities,0
517,1096,2024-01-16,14,0,149.46,Electronics,0
518,1007,2024-06-18,17,6,224.41,Utilities,0
519,1064,2024-04-26,6,3,65.16,Entertainment,0
520,1019,2024-01-12,10,1,29.79,Entertainment,0
521,1046,2024-03-06,13,5,126.68,Food,0
522,1021,2024-02-25,13,2,44.87,Food,0
