Date,Stock_A_Price,Stock_B_Price,Market_Index,Sector_Sentiment,Interest_Rate
2020-02-27,100.69,151.84,1083.45,0.7704074178077932,3.43
2020-02-28,9999.99,151.85,987.02,0.6832953766065052,3.38
2020-03-02,98.8,146.25,924.84,0.44590270637674834,3.14
2020-03-03,94.26,146.51,987.71,0.2736266662816659,3.05
2020-03-04,97.16,151.75,986.36,0.9971245001577111,2.97
2020-03-05,98.17,139.52,865.16,0.42618130223597295,2.62
2020-03-06,104.32,139.81,997.29,0.4513870243296755,2.86
2020-03-09,101.38,144.71,988.45,0.16362382119166918,2.15
2020-03-10,93.19,148.41,1034.81,0.7948095487499294,2.95
2020-03-11,101.3,152.35,1092.45,0.6936822257814886,2.51
2020-03-12,98.47,161.48,1056.33,0.2207696127887604,2.45
2020-03-13,97.33,156.57,986.56,0.0823810456158427,3.09
2020-03-16,102.48,148.81,944.67,0.6804993020747131,3.7
2020-03-17,104.21,149.86,1128.67,0.6545112142811352,3.46
2020-03-18,103.8,142.67,1002.96,0.2732595269982093,2.21
2020-03-19,96.7,149.86,1000.7,0.9508635622504104,2.51
2020-03-20,98.77,147.85,998.79,0.15105789178090023,3.47
2020-03-23,101.33,152.44,1009.9,0.4323348010426019,2.51
2020-03-24,103.98,143.92,992.78,0.9436159201675989,2.89
2020-03-25,98.1,153.95,971.32,0.4197273169261223,3.28
2020-03-26,99.26,161.95,972.66,0.6385259476640855,2.52
2020-03-27,95.67,149.19,998.36,0.3975943979627943,3.05
2020-03-30,95.33,153.04,972.83,0.27421520234867003,2.33
2020-03-31,103.3,155.27,964.36,0.9839776479598282,2.7
2020-04-01,105.57,147.02,1005.32,0.409334006315043,3.16
2020-04-02,99.71,151.69,987.25,0.8940992036791344,2.2
2020-04-03,104.1,150.09,1075.2,0.22995460589108618,3.22
2020-04-06,101.46,150.73,867.45,0.2131047040250833,2.99
2020-04-07,97.45,144.31,1054.58,0.03113408288451136,3.28
2020-04-08,101.46,150.18,1062.3,0.651666825375885,3.11
2020-04-09,106.35,153.78,896.33,0.36852634372376114,3.68
2020-04-10,99.86,161.29,982.87,0.864358249839637,3.06
2020-04-13,106.46,157.37,981.43,0.47320990669155716,2.79
2020-04-14,90.05,167.05,929.62,0.9681934279147217,3.06
2020-04-15,103.34,144.35,961.11,0.18552551570312115,3.27
2020-04-16,100.35,156.69,944.47,0.8686231679556108,3.02
2020-04-17,98.81,151.38,1087.61,0.7765968527917417,3.02
2020-04-20,100.37,167.36,1046.78,0.770921844644052,2.65
2020-04-21,92.36,144.06,1063.58,0.8447832281168877,2.67
2020-04-22,99.13,143.83,1036.08,0.7610239909429989,2.3
2020-04-23,101.44,145.57,943.55,0.6262203216314154,3.87
2020-04-24,106.09,134.89,973.77,0.13124487768238757,2.38
2020-04-27,97.95,146.11,1024.47,0.032526179491251916,2.65
2020-04-28,96.82,144.41,938.89,0.9208478478156868,2.64
2020-04-29,98.01,151.13,1035.65,0.616650314520738,3.45
2020-04-30,103.73,152.59,987.98,0.7965372909761763,2.85
2020-05-01,101.32,164.75,981.26,0.4815223515125501,3.62
2020-05-04,97.9,157.3,1035.55,0.11730818896239448,2.66
2020-05-05,102.07,145.74,1022.21,0.12518579220255044,3.14
2020-05-06,100.39,143.41,981.95,0.6855652872289714,2.58
2020-05-07,103.95,153.74,1057.97,0.4303058948994627,4.07
2020-05-08,97.23,140.42,945.95,0.20052472670033672,2.41
2020-05-11,98.7,164.38,1030.8,0.4915945467414369,3.15
2020-05-12,98.44,159.11,1029.66,0.06420893707513409,3.32
2020-05-13,94.31,146.52,984.52,0.5819714019143988,3.21
2020-05-14,101.19,137.69,1016.31,0.26899340443509767,2.91
2020-05-15,101.05,160.51,937.44,0.7975591006371882,2.94
2020-05-18,100.02,149.14,1046.2,0.31036195892357377,3.02
2020-05-19,99.07,159.58,990.75,0.4552201490818012,2.93
2020-05-20,94.5,138.51,973.86,0.011620539908100636,3.48
2020-05-21,98.33,145.57,1052.45,0.07244688779455888,4.11
2020-05-22,98.64,150.04,964.78,0.3924935564066848,2.72
2020-05-25,96.84,150.35,929.58,0.4799388347171235,2.32
2020-05-26,99.36,146.66,922.17,0.6000205481193037,2.96
2020-05-27,101.63,154.74,1030.3,0.29166257870930323,4.29
2020-05-28,107.84,142.2,935.98,0.6949818861265425,2.6
2020-05-29,100.7,148.94,1087.74,0.8601223971892046,3.82
2020-06-01,101.04,150.9,895.9,0.7798509888933498,3.84
2020-06-02,99.7,153.91,1084.82,0.039618825348357145,2.72
2020-06-03,92.61,155.43,1010.55,0.48050694725782894,3.28
2020-06-04,99.89,141.8,995.16,0.10493017841817487,3.81
2020-06-05,100.24,138.92,972.75,0.24204501586252747,2.81
2020-06-08,110.35,159.9,1019.96,0.9866625932671464,2.9
2020-06-09,99.23,152.51,998.12,0.14249554290151323,2.71
2020-06-10,101.21,144.49,1055.17,0.49888815345135606,2.49
2020-06-11,99.86,162.1,1005.71,0.6181557343181191,2.68
2020-06-12,95.43,150.87,1007.52,0.702464970544104,2.39
2020-06-15,104.68,159.11,981.82,0.5596486834869141,3.02
2020-06-16,103.05,150.51,997.15,0.00977084741918366,2.62
2020-06-17,103.21,166.28,1015.39,0.3264613082439919,3.12
2020-06-18,96.43,163.76,914.49,0.5177116433847114,2.22
2020-06-19,105.77,148.14,932.59,0.08786649914483335,3.17
2020-06-22,94.55,157.47,1037.16,0.35062693120918076,3.42
2020-06-23,102.38,154.92,1008.54,0.033203108791366565,2.0
2020-06-24,109.16,160.62,990.8,0.07857849715502074,3.19
2020-06-25,96.12,142.93,1000.92,0.39692327620159606,3.61
2020-06-26,97.76,155.23,1017.38,0.13271575404306035,2.4
2020-06-29,100.4,158.15,973.01,0.5675408482615582,3.84
2020-06-30,98.01,137.37,961.08,0.6894649691372657,3.21
2020-07-01,93.99,141.38,1009.79,0.8005866991090829,2.65
2020-07-02,100.27,135.46,951.08,0.2001502442448101,2.97
2020-07-03,95.84,147.99,1020.41,0.16748258225906976,3.28
2020-07-06,101.91,155.48,914.87,0.10456784033440025,3.04
2020-07-07,96.39,161.7,1051.46,0.6364302495436367,3.27
2020-07-08,106.4,150.56,1023.63,0.7064757264869012,2.54
2020-07-09,96.92,162.73,1012.8,0.03158614482564204,3.08
2020-07-10,98.72,140.0,1049.13,0.9362122462436898,2.29
2020-07-13,103.31,137.75,1083.27,0.05197128365147241,2.94
2020-07-14,95.2,149.58,1050.72,0.5412963353010705,2.55
2020-07-15,100.91,152.91,907.96,0.7090605194509164,2.63
2020-07-16,105.37,149.75,936.02,0.8709691237460856,3.62
2020-07-17,93.77,135.27,968.76,0.7140869321324278,3.55
2020-07-20,100.74,149.33,1001.3,0.8017280830697918,3.3
2020-07-21,101.04,140.53,1025.88,0.33945019254280606,2.45
2020-07-22,103.18,155.11,963.71,0.8148251137465122,2.84
2020-07-23,95.17,152.77,1009.34,0.08011484638467514,3.61
2020-07-24,94.86,143.11,962.23,0.8948166560605276,3.07
2020-07-27,102.11,146.2,969.42,0.5475923761537362,4.16
2020-07-28,101.2,142.26,929.67,0.8172977699624937,3.2
2020-07-29,101.01,149.53,953.84,0.45231828451830014,3.1
2020-07-30,101.4,157.34,932.42,0.643577695196525,2.85
2020-07-31,97.32,142.79,951.21,0.5264026609361132,3.07
2020-08-03,100.93,153.83,1052.68,0.7315895217553319,2.92
2020-08-04,101.18,146.08,952.53,0.08162998203058958,3.35
2020-08-05,97.18,144.17,1131.62,0.0603520839905638,3.48
2020-08-06,107.75,149.2,1024.67,0.24710323401014644,2.61
2020-08-07,101.91,142.43,1009.24,0.15954468011318834,2.33
2020-08-10,95.35,145.9,957.08,0.8717835665922017,2.08
2020-08-11,102.66,141.28,1035.02,0.21921398735804432,3.25
2020-08-12,96.18,165.48,971.22,0.9758652558191313,2.45
2020-08-13,103.2,150.26,1006.1,0.33689579177110685,1.92
2020-08-14,104.74,144.84,1128.0,0.18211791568869928,3.19
2020-08-17,96.77,151.61,995.2,0.7896985071424791,4.25
2020-08-18,103.93,149.16,1057.46,0.6587077755008761,3.0
2020-08-19,101.66,148.35,964.84,0.498195716453139,3.42
2020-08-20,103.34,154.68,998.25,0.5553635509376312,3.04
2020-08-21,107.88,155.79,1088.54,0.7192017782722638,2.95
2020-08-24,99.02,146.07,968.65,0.22845474133129873,3.46
2020-08-25,97.03,145.74,1090.62,0.9963339160567419,2.85
2020-08-26,96.5,147.95,1035.39,0.9747931621467831,3.13
2020-08-27,96.79,133.69,971.88,0.6503256863469369,3.16
2020-08-28,99.69,139.06,1031.62,0.19954245092914513,2.67
2020-08-31,101.37,160.61,1048.63,0.6802282424312913,3.5
2020-09-01,101.11,162.86,1031.09,0.07219840897917584,2.91
2020-09-02,103.36,148.14,921.49,0.030652502205806065,2.62
2020-09-03,100.05,154.39,963.64,0.2576828885112137,3.27
2020-09-04,105.99,152.35,987.62,0.4626229567393163,2.55
2020-09-07,98.95,174.96,996.28,0.8682725054083805,3.01
2020-09-08,111.49,158.64,1031.03,0.727169069766308,3.0
2020-09-09,102.53,149.04,1008.89,0.742706521199981,3.54
2020-09-10,96.63,143.0,933.23,0.42549333444807536,3.24
2020-09-11,95.81,138.42,1019.01,0.3459349925469629,2.99
2020-09-14,101.95,151.53,1030.53,0.3710387629846027,3.41
2020-09-15,99.11,144.43,1027.99,0.9876495637360578,3.7
2020-09-16,102.9,139.7,1054.04,0.04010919141248248,3.28
2020-09-17,101.91,145.23,1041.7,0.8670314961224486,3.01
2020-09-18,99.71,142.1,1022.96,0.5786754085723934,2.34
2020-09-21,96.67,163.2,996.49,0.43861541918959046,2.47
2020-09-22,94.12,156.76,916.95,0.7252576604151365,2.85
2020-09-23,98.23,149.94,1021.48,0.48666894142470285,2.7
2020-09-24,103.48,161.52,1010.38,0.8734232380816606,2.91
2020-09-25,100.86,150.58,1013.58,0.9007018640112585,3.03
2020-09-28,95.14,143.68,936.16,0.4217209268734554,3.26
2020-09-29,100.7,161.87,945.95,0.2768277972350516,2.96
2020-09-30,101.55,154.1,1052.66,0.5923503285933622,3.24
2020-10-01,96.53,142.42,998.02,0.912363345616691,3.03
2020-10-02,100.62,148.58,1034.08,0.21066218900566658,2.01
2020-10-05,100.23,143.57,1001.42,0.6229665835634828,2.53
2020-10-06,95.53,139.98,1001.49,0.6315602200925206,2.93
2020-10-07,101.44,157.11,1046.91,0.733113022415281,2.4
2020-10-08,102.27,165.03,974.2,0.1315676851272598,3.3
2020-10-09,104.43,139.87,1004.81,0.7158249646820886,3.77
2020-10-12,104.31,154.28,976.89,0.909032520665641,3.61
2020-10-13,94.64,145.2,978.28,0.17968310887024197,2.89
2020-10-14,96.32,146.39,984.54,0.23754332492387764,3.75
2020-10-15,102.08,145.62,1011.11,0.9713950940416396,3.07
2020-10-16,102.08,143.66,976.06,0.18097695270948977,2.83
2020-10-19,102.08,150.36,1062.79,0.8543850933695791,2.69
2020-10-20,116.66,143.9,955.27,0.4922778564480348,2.85
2020-10-21,102.31,152.04,990.66,0.24723107440317704,2.81
2020-10-22,104.65,149.62,978.01,0.8707499012725114,3.09
2020-10-23,103.89,148.22,1072.35,0.4453052550026655,3.08
2020-10-26,102.64,143.35,1009.83,0.5148173539296902,3.0
2020-10-27,98.75,145.74,1051.59,0.3592333693997657,3.22
2020-10-28,103.08,155.77,925.72,0.5929508514349274,3.6
2020-10-29,96.96,153.8,1013.35,0.16352387258502277,3.47
2020-10-30,99.06,142.84,1044.48,0.3910815366517607,2.26
2020-11-02,98.08,150.75,1004.11,0.9694123223352875,1.72
2020-11-03,100.33,155.74,1053.27,0.25813343270112754,3.47
2020-11-04,109.7,137.99,974.14,0.6567366645412922,2.32
2020-11-05,92.8,154.13,1070.47,0.3251900642246949,2.89
2020-11-06,102.78,145.11,1114.94,0.7734731256866006,2.41
2020-11-09,93.75,154.34,981.86,0.13087366071834983,2.1
2020-11-10,98.13,144.38,977.72,0.9698210450785447,3.27
2020-11-11,104.45,137.06,1072.67,0.45378954138363925,3.38
2020-11-12,100.26,138.28,1078.98,0.23605046334646396,2.71
2020-11-13,95.78,150.36,973.86,0.07349674733001266,1.7
2020-11-16,97.18,151.96,978.99,0.16975790508754074,2.73
2020-11-17,102.76,143.37,985.91,0.5197739485560177,3.2
2020-11-18,97.12,154.87,932.78,0.3370031764312863,2.26
2020-11-19,100.87,138.04,954.07,0.8288833658826095,3.09
2020-11-20,100.18,149.51,949.79,0.43088752366180594,2.99
2020-11-23,97.43,141.19,961.61,0.2487142725876299,3.29
2020-11-24,108.95,145.19,998.27,0.61714498660403,3.06
2020-11-25,102.57,150.36,1011.71,0.7067772168854458,2.51
2020-11-26,92.22,143.68,1077.53,0.16704190790094986,3.6
2020-11-27,100.75,147.14,950.08,0.16761921628831766,2.92
2020-11-30,97.39,157.74,1049.22,0.03667142693354297,2.99
2020-12-01,103.47,145.74,989.3,0.7364020150656405,2.53
2020-12-02,96.88,156.4,997.53,0.6638045276218051,2.78
2020-12-03,99.54,141.76,1033.74,0.4746308757498139,2.56
2020-12-04,102.04,154.03,943.86,0.8441704489691971,2.91
2020-12-07,103.52,161.21,1019.12,0.8056701529500532,3.86
2020-12-08,95.31,132.56,1008.32,0.5853543643967521,2.31
2020-12-09,98.67,144.14,1024.62,0.8682712805132586,2.19
2020-12-10,98.12,154.39,1014.46,0.20584121003676825,3.74
2020-12-11,97.42,148.48,1122.77,0.11191961939772788,2.9
2020-12-14,107.32,152.81,968.11,0.2697496115169896,2.67
2020-12-15,101.63,145.54,973.45,0.05708685608931485,3.52
2020-12-16,95.08,150.65,968.84,0.531169528001032,2.7
2020-12-17,103.74,148.84,972.23,0.9366056922949615,3.91
2020-12-18,108.86,159.02,968.13,0.03934354066850965,3.34
2020-12-21,104.22,151.92,1059.45,0.1221099140100268,2.76
2020-12-22,94.1,152.55,1071.03,0.4521990282834353,4.08
2020-12-23,98.08,146.94,971.46,0.9338750175279049,2.7
2020-12-24,105.2,146.39,958.38,0.3161561049767505,3.37
2020-12-25,97.21,146.79,1023.57,0.5072348086883924,3.15
2020-12-28,101.79,152.99,972.39,0.0415728590503921,3.65
2020-12-29,103.15,146.88,1031.65,0.14834320096208886,3.78
2020-12-30,96.36,152.19,1010.15,0.9866301229588469,3.02
2020-12-31,99.76,166.4,924.21,0.9651186964360455,2.62
2021-01-01,87.84,156.68,1077.38,0.004939980934409616,3.23
2021-01-04,95.99,147.57,1089.79,0.951811785423239,2.66
2021-01-05,98.99,159.29,969.36,0.6391199378155004,4.01
2021-01-06,95.13,146.97,980.61,0.8679182945200221,3.07
2021-01-07,106.75,135.47,1014.29,0.4547398556338591,2.82
2021-01-08,94.44,142.63,1016.72,0.5155960285792502,3.09
2021-01-11,98.26,136.61,1032.93,0.4888465802569202,2.33
2021-01-12,100.52,147.39,1100.51,0.6668642575461043,2.51
2021-01-13,105.93,150.14,991.15,0.1396512547563129,3.6
2021-01-14,94.42,163.12,960.09,0.029973589872677953,2.67
2021-01-15,104.76,152.47,931.03,0.3079299415911909,2.48
2021-01-18,100.04,148.37,963.45,0.7046807627366467,3.27
2021-01-19,96.15,156.35,998.34,0.20185345212294836,3.59
2021-01-20,101.87,134.3,1089.73,0.6734324333249173,3.36
2021-01-21,100.8,151.78,974.12,0.9699120461072704,3.5
2021-01-22,97.63,155.89,1011.19,0.09390071578941839,2.62
2021-01-25,100.28,139.31,999.18,0.6726021182251263,2.29
2021-01-26,98.47,158.83,1059.42,0.44375021930457115,3.75
2021-01-27,100.46,152.56,1126.35,0.8681422543775054,2.84
2021-01-28,102.68,146.92,973.46,0.1771497894473859,2.87
2021-01-29,106.55,154.82,975.53,0.6926259522261645,3.66
2021-02-01,95.17,168.03,1052.21,0.8381152896481102,3.28
2021-02-02,108.91,151.37,1034.09,0.9446142194740232,3.23
2021-02-03,92.49,151.87,1092.34,0.6832480282896458,4.08
2021-02-04,99.39,146.59,1029.2,0.4971747640084273,2.68
2021-02-05,102.38,143.76,982.04,0.6178472402012138,3.46
2021-02-08,101.13,156.36,1029.53,0.8689049844787182,3.03
2021-02-09,97.54,143.71,1055.44,0.5706097466388297,3.13
2021-02-10,99.17,150.54,1041.02,0.03038705969683686,3.76
2021-02-11,98.05,146.46,1025.36,0.9309486955069778,3.25
2021-02-12,97.67,153.64,1053.33,0.6895267510315611,3.27
2021-02-15,103.46,152.52,1058.46,0.6765133857772465,3.54
2021-02-16,101.44,157.99,1069.11,0.21567515239771717,2.82
2021-02-17,97.27,146.22,1032.44,0.6588854702326572,2.58
2021-02-18,103.66,147.99,991.64,0.3938644056541585,2.48
2021-02-19,101.24,142.84,1007.34,0.6512329770414921,2.02
2021-02-22,103.3,146.7,1060.33,0.10659303030799072,4.03
2021-02-23,102.55,152.86,959.15,0.657845304603036,2.45
